ID,Intake ID,Excretion ID,Subject group,Population,Country,Cohort,Intake Time definition,Intake Assessment method,Intake,Intake detail,Supplement intakes included?,Intake Arithmetic mean,Intake Geometric mean,Intake Median,Intake Unit,Intake Adjusted on,Biomarker Time definition,Biospecimen,Analytical method,Biomarker,Biomarker detail,Biomarker Arithmetic mean,Biomarker Geometric mean,Biomarker Median,Biomarker Unit,Biomarker Adjusted on,Correlation size,Correlation type,Correlation value,Correlation 95% CI lower,Correlation 95% CI upper,Correlation p-value,Significant?,Measurement adjustment,Deattenuated?,Covariates,Publication
104,89,96,All,Female university students,Germany,,,Dietary record (7-day),Hesperetin,"",,17.37,,13.06,mg/day,,,"Plasma, fasting",HPLC after enzymatic hydrolysis,Naringenin,"",8.15,,0.0,nmol/L,,45,Spearman,0.3,,,< 0.05,Yes,,,,Radtke 2002
116,89,97,All,Female university students,Germany,,,Dietary record (7-day),Hesperetin,"",,17.37,,13.06,mg/day,,,"Plasma, fasting",HPLC after enzymatic hydrolysis,Hesperetin,"",22.16,,5.75,nmol/L,,47,Spearman,0.32,,,< 0.05,Yes,,,,Radtke 2002
128,89,146,All,Female university students,Germany,,,Dietary record (7-day),Hesperetin,"",,17.37,,13.06,mg/day,,,"Plasma, fasting",HPLC after enzymatic hydrolysis,Flavanones,Naringenin + Hesperetin,,,,nmol/L,,45,Spearman,0.3,,,< 0.05,Yes,,,,Radtke 2002
70,90,94,All,Female university students,Germany,,,Dietary record (1-day),Quercetin,"",,24.0,,16.53,mg/day,,,"Plasma, fasting",HPLC after enzymatic hydrolysis,Quercetin,"",22.87,,20.26,nmol/L,,48,Spearman,0.42,,,< 0.01,Yes,,,,Radtke 2002
82,90,95,All,Female university students,Germany,,,Dietary record (1-day),Quercetin,"",,24.0,,16.53,mg/day,,,"Plasma, fasting",HPLC after enzymatic hydrolysis,Kaempferol,"",10.65,,8.72,nmol/L,,48,Spearman,0.28,,,>= 0.05,No,,,,Radtke 2002
94,90,145,All,Female university students,Germany,,,Dietary record (1-day),Quercetin,"",,24.0,,16.53,mg/day,,,"Plasma, fasting",HPLC after enzymatic hydrolysis,Flavonols,Quercetin + Kaempferol,,,,nmol/L,,47,Spearman,0.45,,,< 0.01,Yes,,,,Radtke 2002
106,90,96,All,Female university students,Germany,,,Dietary record (1-day),Quercetin,"",,24.0,,16.53,mg/day,,,"Plasma, fasting",HPLC after enzymatic hydrolysis,Naringenin,"",8.15,,0.0,nmol/L,,45,Spearman,-0.02,,,>= 0.05,No,,,,Radtke 2002
118,90,97,All,Female university students,Germany,,,Dietary record (1-day),Quercetin,"",,24.0,,16.53,mg/day,,,"Plasma, fasting",HPLC after enzymatic hydrolysis,Hesperetin,"",22.16,,5.75,nmol/L,,47,Spearman,0.08,,,>= 0.05,No,,,,Radtke 2002
130,90,146,All,Female university students,Germany,,,Dietary record (1-day),Quercetin,"",,24.0,,16.53,mg/day,,,"Plasma, fasting",HPLC after enzymatic hydrolysis,Flavanones,Naringenin + Hesperetin,,,,nmol/L,,45,Spearman,0.03,,,>= 0.05,No,,,,Radtke 2002
71,91,94,All,Female university students,Germany,,,Dietary record (1-day),Kaempferol,"",,5.27,,2.21,mg/day,,,"Plasma, fasting",HPLC after enzymatic hydrolysis,Quercetin,"",22.87,,20.26,nmol/L,,48,Spearman,0.21,,,>= 0.05,No,,,,Radtke 2002
83,91,95,All,Female university students,Germany,,,Dietary record (1-day),Kaempferol,"",,5.27,,2.21,mg/day,,,"Plasma, fasting",HPLC after enzymatic hydrolysis,Kaempferol,"",10.65,,8.72,nmol/L,,48,Spearman,0.5,,,< 0.01,Yes,,,,Radtke 2002
95,91,145,All,Female university students,Germany,,,Dietary record (1-day),Kaempferol,"",,5.27,,2.21,mg/day,,,"Plasma, fasting",HPLC after enzymatic hydrolysis,Flavonols,Quercetin + Kaempferol,,,,nmol/L,,47,Spearman,0.43,,,< 0.01,Yes,,,,Radtke 2002
107,91,96,All,Female university students,Germany,,,Dietary record (1-day),Kaempferol,"",,5.27,,2.21,mg/day,,,"Plasma, fasting",HPLC after enzymatic hydrolysis,Naringenin,"",8.15,,0.0,nmol/L,,45,Spearman,-0.07,,,>= 0.05,No,,,,Radtke 2002
119,91,97,All,Female university students,Germany,,,Dietary record (1-day),Kaempferol,"",,5.27,,2.21,mg/day,,,"Plasma, fasting",HPLC after enzymatic hydrolysis,Hesperetin,"",22.16,,5.75,nmol/L,,47,Spearman,0.07,,,>= 0.05,No,,,,Radtke 2002
131,91,146,All,Female university students,Germany,,,Dietary record (1-day),Kaempferol,"",,5.27,,2.21,mg/day,,,"Plasma, fasting",HPLC after enzymatic hydrolysis,Flavanones,Naringenin + Hesperetin,,,,nmol/L,,45,Spearman,0.0,,,>= 0.05,No,,,,Radtke 2002
73,92,94,All,Female university students,Germany,,,Dietary record (1-day),Naringenin,"",,9.38,,0.43,mg/day,,,"Plasma, fasting",HPLC after enzymatic hydrolysis,Quercetin,"",22.87,,20.26,nmol/L,,48,Spearman,0.07,,,>= 0.05,No,,,,Radtke 2002
85,92,95,All,Female university students,Germany,,,Dietary record (1-day),Naringenin,"",,9.38,,0.43,mg/day,,,"Plasma, fasting",HPLC after enzymatic hydrolysis,Kaempferol,"",10.65,,8.72,nmol/L,,48,Spearman,-0.07,,,>= 0.05,No,,,,Radtke 2002
97,92,145,All,Female university students,Germany,,,Dietary record (1-day),Naringenin,"",,9.38,,0.43,mg/day,,,"Plasma, fasting",HPLC after enzymatic hydrolysis,Flavonols,Quercetin + Kaempferol,,,,nmol/L,,47,Spearman,0.02,,,>= 0.05,No,,,,Radtke 2002
109,92,96,All,Female university students,Germany,,,Dietary record (1-day),Naringenin,"",,9.38,,0.43,mg/day,,,"Plasma, fasting",HPLC after enzymatic hydrolysis,Naringenin,"",8.15,,0.0,nmol/L,,45,Spearman,0.47,,,< 0.01,Yes,,,,Radtke 2002
121,92,97,All,Female university students,Germany,,,Dietary record (1-day),Naringenin,"",,9.38,,0.43,mg/day,,,"Plasma, fasting",HPLC after enzymatic hydrolysis,Hesperetin,"",22.16,,5.75,nmol/L,,47,Spearman,0.65,,,< 0.01,Yes,,,,Radtke 2002
133,92,146,All,Female university students,Germany,,,Dietary record (1-day),Naringenin,"",,9.38,,0.43,mg/day,,,"Plasma, fasting",HPLC after enzymatic hydrolysis,Flavanones,Naringenin + Hesperetin,,,,nmol/L,,45,Spearman,0.6,,,< 0.01,Yes,,,,Radtke 2002
74,93,94,All,Female university students,Germany,,,Dietary record (1-day),Hesperetin,"",,14.39,,2.43,mg/day,,,"Plasma, fasting",HPLC after enzymatic hydrolysis,Quercetin,"",22.87,,20.26,nmol/L,,48,Spearman,-0.02,,,>= 0.05,No,,,,Radtke 2002
86,93,95,All,Female university students,Germany,,,Dietary record (1-day),Hesperetin,"",,14.39,,2.43,mg/day,,,"Plasma, fasting",HPLC after enzymatic hydrolysis,Kaempferol,"",10.65,,8.72,nmol/L,,48,Spearman,-0.03,,,>= 0.05,No,,,,Radtke 2002
98,93,145,All,Female university students,Germany,,,Dietary record (1-day),Hesperetin,"",,14.39,,2.43,mg/day,,,"Plasma, fasting",HPLC after enzymatic hydrolysis,Flavonols,Quercetin + Kaempferol,,,,nmol/L,,47,Spearman,-0.01,,,>= 0.05,No,,,,Radtke 2002
110,93,96,All,Female university students,Germany,,,Dietary record (1-day),Hesperetin,"",,14.39,,2.43,mg/day,,,"Plasma, fasting",HPLC after enzymatic hydrolysis,Naringenin,"",8.15,,0.0,nmol/L,,45,Spearman,0.43,,,< 0.01,Yes,,,,Radtke 2002
122,93,97,All,Female university students,Germany,,,Dietary record (1-day),Hesperetin,"",,14.39,,2.43,mg/day,,,"Plasma, fasting",HPLC after enzymatic hydrolysis,Hesperetin,"",22.16,,5.75,nmol/L,,47,Spearman,0.64,,,< 0.01,Yes,,,,Radtke 2002
134,93,146,All,Female university students,Germany,,,Dietary record (1-day),Hesperetin,"",,14.39,,2.43,mg/day,,,"Plasma, fasting",HPLC after enzymatic hydrolysis,Flavanones,Naringenin + Hesperetin,,,,nmol/L,,45,Spearman,0.59,,,< 0.01,Yes,,,,Radtke 2002
75,141,94,All,Female university students,Germany,,,Dietary record (1-day),Flavanones,Naringenin + Hesperetin,,,,,mg/day,,,"Plasma, fasting",HPLC after enzymatic hydrolysis,Quercetin,"",22.87,,20.26,nmol/L,,48,Spearman,0.03,,,>= 0.05,No,,,,Radtke 2002
87,141,95,All,Female university students,Germany,,,Dietary record (1-day),Flavanones,Naringenin + Hesperetin,,,,,mg/day,,,"Plasma, fasting",HPLC after enzymatic hydrolysis,Kaempferol,"",10.65,,8.72,nmol/L,,48,Spearman,-0.07,,,>= 0.05,No,,,,Radtke 2002
99,141,145,All,Female university students,Germany,,,Dietary record (1-day),Flavanones,Naringenin + Hesperetin,,,,,mg/day,,,"Plasma, fasting",HPLC after enzymatic hydrolysis,Flavonols,Quercetin + Kaempferol,,,,nmol/L,,47,Spearman,-0.01,,,>= 0.05,No,,,,Radtke 2002
111,141,96,All,Female university students,Germany,,,Dietary record (1-day),Flavanones,Naringenin + Hesperetin,,,,,mg/day,,,"Plasma, fasting",HPLC after enzymatic hydrolysis,Naringenin,"",8.15,,0.0,nmol/L,,45,Spearman,0.44,,,< 0.01,Yes,,,,Radtke 2002
123,141,97,All,Female university students,Germany,,,Dietary record (1-day),Flavanones,Naringenin + Hesperetin,,,,,mg/day,,,"Plasma, fasting",HPLC after enzymatic hydrolysis,Hesperetin,"",22.16,,5.75,nmol/L,,47,Spearman,0.63,,,< 0.01,Yes,,,,Radtke 2002
135,141,146,All,Female university students,Germany,,,Dietary record (1-day),Flavanones,Naringenin + Hesperetin,,,,,mg/day,,,"Plasma, fasting",HPLC after enzymatic hydrolysis,Flavanones,Naringenin + Hesperetin,,,,nmol/L,,45,Spearman,0.57,,,< 0.01,Yes,,,,Radtke 2002
72,142,94,All,Female university students,Germany,,,Dietary record (1-day),Flavonols,Quercetin + Kaempferol,,,,,mg/day,,,"Plasma, fasting",HPLC after enzymatic hydrolysis,Quercetin,"",22.87,,20.26,nmol/L,,48,Spearman,0.42,,,< 0.01,Yes,,,,Radtke 2002
84,142,95,All,Female university students,Germany,,,Dietary record (1-day),Flavonols,Quercetin + Kaempferol,,,,,mg/day,,,"Plasma, fasting",HPLC after enzymatic hydrolysis,Kaempferol,"",10.65,,8.72,nmol/L,,48,Spearman,0.37,,,< 0.01,Yes,,,,Radtke 2002
96,142,145,All,Female university students,Germany,,,Dietary record (1-day),Flavonols,Quercetin + Kaempferol,,,,,mg/day,,,"Plasma, fasting",HPLC after enzymatic hydrolysis,Flavonols,Quercetin + Kaempferol,,,,nmol/L,,47,Spearman,0.49,,,< 0.01,Yes,,,,Radtke 2002
108,142,96,All,Female university students,Germany,,,Dietary record (1-day),Flavonols,Quercetin + Kaempferol,,,,,mg/day,,,"Plasma, fasting",HPLC after enzymatic hydrolysis,Naringenin,"",8.15,,0.0,nmol/L,,45,Spearman,-0.06,,,>= 0.05,No,,,,Radtke 2002
120,142,97,All,Female university students,Germany,,,Dietary record (1-day),Flavonols,Quercetin + Kaempferol,,,,,mg/day,,,"Plasma, fasting",HPLC after enzymatic hydrolysis,Hesperetin,"",22.16,,5.75,nmol/L,,47,Spearman,0.08,,,>= 0.05,No,,,,Radtke 2002
132,142,146,All,Female university students,Germany,,,Dietary record (1-day),Flavonols,Quercetin + Kaempferol,,,,,mg/day,,,"Plasma, fasting",HPLC after enzymatic hydrolysis,Flavanones,Naringenin + Hesperetin,,,,nmol/L,,45,Spearman,0.01,,,>= 0.05,No,,,,Radtke 2002
69,143,94,All,Female university students,Germany,,,Dietary record (7-day),Flavanones,Naringenin + Hesperetin,,,,,mg/day,,,"Plasma, fasting",HPLC after enzymatic hydrolysis,Quercetin,"",22.87,,20.26,nmol/L,,48,Spearman,0.02,,,>= 0.05,No,,,,Radtke 2002
81,143,95,All,Female university students,Germany,,,Dietary record (7-day),Flavanones,Naringenin + Hesperetin,,,,,mg/day,,,"Plasma, fasting",HPLC after enzymatic hydrolysis,Kaempferol,"",10.65,,8.72,nmol/L,,48,Spearman,-0.12,,,>= 0.05,No,,,,Radtke 2002
93,143,145,All,Female university students,Germany,,,Dietary record (7-day),Flavanones,Naringenin + Hesperetin,,,,,mg/day,,,"Plasma, fasting",HPLC after enzymatic hydrolysis,Flavonols,Quercetin + Kaempferol,,,,nmol/L,,47,Spearman,-0.02,,,>= 0.05,No,,,,Radtke 2002
105,143,96,All,Female university students,Germany,,,Dietary record (7-day),Flavanones,Naringenin + Hesperetin,,,,,mg/day,,,"Plasma, fasting",HPLC after enzymatic hydrolysis,Naringenin,"",8.15,,0.0,nmol/L,,45,Spearman,0.36,,,< 0.05,Yes,,,,Radtke 2002
117,143,97,All,Female university students,Germany,,,Dietary record (7-day),Flavanones,Naringenin + Hesperetin,,,,,mg/day,,,"Plasma, fasting",HPLC after enzymatic hydrolysis,Hesperetin,"",22.16,,5.75,nmol/L,,47,Spearman,0.46,,,< 0.01,Yes,,,,Radtke 2002
129,143,146,All,Female university students,Germany,,,Dietary record (7-day),Flavanones,Naringenin + Hesperetin,,,,,mg/day,,,"Plasma, fasting",HPLC after enzymatic hydrolysis,Flavanones,Naringenin + Hesperetin,,,,nmol/L,,45,Spearman,0.42,,,< 0.01,Yes,,,,Radtke 2002
66,144,94,All,Female university students,Germany,,,Dietary record (7-day),Flavonols,Quercetin + Kaempferol,,,,,mg/day,,,"Plasma, fasting",HPLC after enzymatic hydrolysis,Quercetin,"",22.87,,20.26,nmol/L,,48,Spearman,0.36,,,< 0.05,Yes,,,,Radtke 2002
78,144,95,All,Female university students,Germany,,,Dietary record (7-day),Flavonols,Quercetin + Kaempferol,,,,,mg/day,,,"Plasma, fasting",HPLC after enzymatic hydrolysis,Kaempferol,"",10.65,,8.72,nmol/L,,48,Spearman,0.27,,,>= 0.05,No,,,,Radtke 2002
90,144,145,All,Female university students,Germany,,,Dietary record (7-day),Flavonols,Quercetin + Kaempferol,,,,,mg/day,,,"Plasma, fasting",HPLC after enzymatic hydrolysis,Flavonols,Quercetin + Kaempferol,,,,nmol/L,,47,Spearman,0.37,,,< 0.01,Yes,,,,Radtke 2002
102,144,96,All,Female university students,Germany,,,Dietary record (7-day),Flavonols,Quercetin + Kaempferol,,,,,mg/day,,,"Plasma, fasting",HPLC after enzymatic hydrolysis,Naringenin,"",8.15,,0.0,nmol/L,,45,Spearman,-0.07,,,>= 0.05,No,,,,Radtke 2002
114,144,97,All,Female university students,Germany,,,Dietary record (7-day),Flavonols,Quercetin + Kaempferol,,,,,mg/day,,,"Plasma, fasting",HPLC after enzymatic hydrolysis,Hesperetin,"",22.16,,5.75,nmol/L,,47,Spearman,0.04,,,>= 0.05,No,,,,Radtke 2002
126,144,146,All,Female university students,Germany,,,Dietary record (7-day),Flavonols,Quercetin + Kaempferol,,,,,mg/day,,,"Plasma, fasting",HPLC after enzymatic hydrolysis,Flavanones,Naringenin + Hesperetin,,,,nmol/L,,45,Spearman,0.01,,,>= 0.05,No,,,,Radtke 2002
137,104,109,All,Women at high risk for breast or ovarian cancer participant in a cancer risk assessment program,United States,,baseline,Food Frequency Questionnaire (FFQ),Genistein,"",,3.9,,0.013,mg/day,,,"Urine, 24-h",GC-MS after enzymatic hydrolysis,Genistein,"",136.4,,67.4,ng/mg,Creatinine,27,Spearman,0.54,,, ,Unspecified,,,,Tseng 2008
136,106,108,All,Women at high risk for breast or ovarian cancer participant in a cancer risk assessment program,United States,,baseline,Food Frequency Questionnaire (FFQ),Daidzein,"",,2.9,,0.015,mg/day,,,"Urine, 24-h",GC-MS after enzymatic hydrolysis,Daidzein,"",313.4,,110.3,ng/mg,Creatinine,27,Spearman,0.48,,, ,Unspecified,,,,Tseng 2008
138,105,108,All,Women at high risk for breast or ovarian cancer participant in a cancer risk assessment program,United States,,baseline,Food Frequency Questionnaire (FFQ),Daidzein,"",,2.1,,0.032,mg/day,,,"Urine, 24-h",GC-MS after enzymatic hydrolysis,Daidzein,"",313.4,,110.3,ng/mg,Creatinine,27,Spearman,0.38,,, ,Unspecified,,,,Tseng 2008
139,107,109,All,Women at high risk for breast or ovarian cancer participant in a cancer risk assessment program,United States,,baseline,Food Frequency Questionnaire (FFQ),Genistein,"",,2.2,,0.129,mg/day,,,"Urine, 24-h",GC-MS after enzymatic hydrolysis,Genistein,"",136.4,,67.4,ng/mg,Creatinine,27,Spearman,0.33,,, ,Unspecified,,,,Tseng 2008
397,426,578,All [by supplement],Participants in the validation study of the MoBa cohort,Norway,MoBa (Norwegian Mother and Child Cohort),,Food Frequency Questionnaire (FFQ),Apple,"",,,,47.0,g/day,,,"Urine, 24-h",LC-MS after enzymatic hydrolysis,Phloretin,"",,,,umol/L,,119,Pearson,0.22,,,< 0.05,Yes,,,,Brantsaeter 2007
468,426,600,All [by supplement],Participants in the validation study of the MoBa cohort,Norway,MoBa (Norwegian Mother and Child Cohort),,Food Frequency Questionnaire (FFQ),Apple,"",,,,47.0,g/day,,,"Plasma, unspecified",HPLC,alpha-Carotene,"",,,,umol/L,,119,Pearson,0.16,,,>= 0.05,No,,,,Brantsaeter 2007
399,428,578,All [by supplement],Participants in the validation study of the MoBa cohort,Norway,MoBa (Norwegian Mother and Child Cohort),,Food Frequency Questionnaire (FFQ),Fruits,Apple,,,,250.0,g/day,,,"Urine, 24-h",LC-MS after enzymatic hydrolysis,Phloretin,"",,,,umol/L,,119,Pearson,0.29,,,< 0.01,Yes,,,,Brantsaeter 2007
470,428,600,All [by supplement],Participants in the validation study of the MoBa cohort,Norway,MoBa (Norwegian Mother and Child Cohort),,Food Frequency Questionnaire (FFQ),Fruits,Apple,,,,250.0,g/day,,,"Plasma, unspecified",HPLC,alpha-Carotene,"",,,,umol/L,,119,Pearson,0.11,,,>= 0.05,No,,,,Brantsaeter 2007
403,430,580,All [by supplement],Participants in the validation study of the MoBa cohort,Norway,MoBa (Norwegian Mother and Child Cohort),,Food Frequency Questionnaire (FFQ),Fruit juices,"",,,,150.0,g/day,,,"Urine, 24-h",LC-MS after enzymatic hydrolysis,Hesperetin,"",,,,umol/L,,119,Pearson,0.21,,,< 0.05,Yes,,,,Brantsaeter 2007
472,430,602,All [by supplement],Participants in the validation study of the MoBa cohort,Norway,MoBa (Norwegian Mother and Child Cohort),,Food Frequency Questionnaire (FFQ),Fruit juices,"",,,,150.0,g/day,,,"Plasma, unspecified",HPLC,beta-Cryptoxanthin,"",,,,umol/L,,119,Pearson,0.14,,,>= 0.05,No,,,,Brantsaeter 2007
405,432,582,All [by supplement],Participants in the validation study of the MoBa cohort,Norway,MoBa (Norwegian Mother and Child Cohort),,Food Frequency Questionnaire (FFQ),Citrus fruits,"",,,,,g/day,,,"Urine, 24-h",LC-MS after enzymatic hydrolysis,Flavanones,Naringenin + Hesperetin + Eriodictyol,,,,umol/L,,119,Pearson,0.39,,,< 0.01,Yes,,,,Brantsaeter 2007
407,432,580,All [by supplement],Participants in the validation study of the MoBa cohort,Norway,MoBa (Norwegian Mother and Child Cohort),,Food Frequency Questionnaire (FFQ),Citrus fruits,"",,,,,g/day,,,"Urine, 24-h",LC-MS after enzymatic hydrolysis,Hesperetin,"",,,,umol/L,,119,Pearson,0.41,,,< 0.01,Yes,,,,Brantsaeter 2007
474,432,602,All [by supplement],Participants in the validation study of the MoBa cohort,Norway,MoBa (Norwegian Mother and Child Cohort),,Food Frequency Questionnaire (FFQ),Citrus fruits,"",,,,,g/day,,,"Plasma, unspecified",HPLC,beta-Cryptoxanthin,"",,,,umol/L,,119,Pearson,0.29,,,< 0.01,Yes,,,,Brantsaeter 2007
476,432,604,All [by supplement],Participants in the validation study of the MoBa cohort,Norway,MoBa (Norwegian Mother and Child Cohort),,Food Frequency Questionnaire (FFQ),Citrus fruits,"",,,,,g/day,,,"Plasma, unspecified",HPLC,Zeaxanthin,"",,,,umol/L,,119,Pearson,0.28,,,< 0.01,Yes,,,,Brantsaeter 2007
409,434,578,All [by supplement],Participants in the validation study of the MoBa cohort,Norway,MoBa (Norwegian Mother and Child Cohort),,Food Frequency Questionnaire (FFQ),Fruits,Apple + Fruit juices,,,,420.0,g/day,,,"Urine, 24-h",LC-MS after enzymatic hydrolysis,Phloretin,"",,,,umol/L,,119,Pearson,0.21,,,< 0.05,Yes,,,,Brantsaeter 2007
478,434,604,All [by supplement],Participants in the validation study of the MoBa cohort,Norway,MoBa (Norwegian Mother and Child Cohort),,Food Frequency Questionnaire (FFQ),Fruits,Apple + Fruit juices,,,,420.0,g/day,,,"Plasma, unspecified",HPLC,Zeaxanthin,"",,,,umol/L,,119,Pearson,0.21,,,< 0.05,Yes,,,,Brantsaeter 2007
480,436,606,All [by supplement],Participants in the validation study of the MoBa cohort,Norway,MoBa (Norwegian Mother and Child Cohort),,Food Frequency Questionnaire (FFQ),Tomato,"",,,,,g/day,,,"Plasma, unspecified",HPLC,Lycopene,"",,,,umol/L,,119,Pearson,0.25,,,< 0.01,Yes,,,,Brantsaeter 2007
482,438,600,All [by supplement],Participants in the validation study of the MoBa cohort,Norway,MoBa (Norwegian Mother and Child Cohort),,Food Frequency Questionnaire (FFQ),Carrot,"",,,,,g/day,,,"Plasma, unspecified",HPLC,alpha-Carotene,"",,,,umol/L,,119,Pearson,0.34,,,< 0.01,Yes,,,,Brantsaeter 2007
411,440,584,All [by supplement],Participants in the validation study of the MoBa cohort,Norway,MoBa (Norwegian Mother and Child Cohort),,Food Frequency Questionnaire (FFQ),Vegetables,Tomato + Carrot,,,,84.0,g/day,,,"Urine, 24-h",LC-MS after enzymatic hydrolysis,Isorhamnetin,"",,,,umol/L,,119,Pearson,0.02,,,>= 0.05,No,,,,Brantsaeter 2007
484,440,608,All [by supplement],Participants in the validation study of the MoBa cohort,Norway,MoBa (Norwegian Mother and Child Cohort),,Food Frequency Questionnaire (FFQ),Vegetables,Tomato + Carrot,,,,84.0,g/day,,,"Plasma, unspecified",HPLC,Carotenoids,alpha-Carotene + beta-Cryptoxanthin + Zeaxanthin + Lycopene + Lutein + beta-Carotene,,,,umol/L,,119,Pearson,0.18,,,>= 0.05,No,,,,Brantsaeter 2007
413,442,586,All [by supplement],Participants in the validation study of the MoBa cohort,Norway,MoBa (Norwegian Mother and Child Cohort),,Food Frequency Questionnaire (FFQ),Vegetables,"",,,,28.0,g/day,,,"Urine, 24-h",LC-MS after enzymatic hydrolysis,Enterolactone,"",,,,umol/L,,119,Pearson,0.21,,,< 0.05,Yes,,,,Brantsaeter 2007
486,442,610,All [by supplement],Participants in the validation study of the MoBa cohort,Norway,MoBa (Norwegian Mother and Child Cohort),,Food Frequency Questionnaire (FFQ),Vegetables,"",,,,28.0,g/day,,,"Plasma, unspecified",HPLC,Lutein,"",,,,umol/L,,119,Pearson,0.2,,,< 0.05,Yes,,,,Brantsaeter 2007
415,444,586,All [by supplement],Participants in the validation study of the MoBa cohort,Norway,MoBa (Norwegian Mother and Child Cohort),,Food Frequency Questionnaire (FFQ),Vegetables,Vegetables,,,,,g/day,,,"Urine, 24-h",LC-MS after enzymatic hydrolysis,Enterolactone,"",,,,umol/L,,119,Pearson,0.2,,,< 0.05,Yes,,,,Brantsaeter 2007
488,444,600,All [by supplement],Participants in the validation study of the MoBa cohort,Norway,MoBa (Norwegian Mother and Child Cohort),,Food Frequency Questionnaire (FFQ),Vegetables,Vegetables,,,,,g/day,,,"Plasma, unspecified",HPLC,alpha-Carotene,"",,,,umol/L,,119,Pearson,0.34,,,< 0.01,Yes,,,,Brantsaeter 2007
417,446,588,All [by supplement],Participants in the validation study of the MoBa cohort,Norway,MoBa (Norwegian Mother and Child Cohort),,Food Frequency Questionnaire (FFQ),Soy foods,"",,,,,g/day,,,"Urine, 24-h",LC-MS after enzymatic hydrolysis,Isoflavones,Genistein + Daidzein,,,,umol/L,,119,Pearson,0.24,,,< 0.01,Yes,,,,Brantsaeter 2007
419,448,590,All [by supplement],Participants in the validation study of the MoBa cohort,Norway,MoBa (Norwegian Mother and Child Cohort),,Food Frequency Questionnaire (FFQ),Vegetables,Tomato + Carrot + Vegetables,,,,170.0,g/day,,,"Urine, 24-h",LC-MS after enzymatic hydrolysis,Quercetin,"",,,,umol/L,,119,Pearson,0.01,,,>= 0.05,No,,,,Brantsaeter 2007
