ID,Excretion ID,Subject group,Population,Country,Cohort,No. of subjects,No. of cases,No. of controls,Biospecimen,Analytical method,Biomarker,Biomarker detail,Cancer,Study design,Publication
164,21185,All,Prostate cancer cases and their controls,United Kingdom,EPIC (European Prospective Investigation into Cancer and Nutrition),2030,966,1064,"Plasma, fasting and non-fasting",HPLC,gamma-Tocopherol,"",Prostate cancer,Nested case-control study,Key 2007
165,21186,All,Hepatocellular carcinoma cases and their controls,China,SCS (Shanghai Cohort Study),1300,213,1087,"Serum, non-fasting",HPLC,Retinol,"",Liver cancer,Nested case-control study,Yuan 2006
166,21187,All,Hepatocellular carcinoma cases and their controls,China,SCS (Shanghai Cohort Study),1300,213,1087,"Serum, non-fasting",HPLC,alpha-Carotene,"",Liver cancer,Nested case-control study,Yuan 2006
167,21188,All,Hepatocellular carcinoma cases and their controls,China,SCS (Shanghai Cohort Study),1300,213,1087,"Serum, non-fasting",HPLC,beta-Carotene,"",Liver cancer,Nested case-control study,Yuan 2006
168,21189,All,Hepatocellular carcinoma cases and their controls,China,SCS (Shanghai Cohort Study),1300,213,1087,"Serum, non-fasting",HPLC,beta-Cryptoxanthin,"",Liver cancer,Nested case-control study,Yuan 2006
169,21190,All,Hepatocellular carcinoma cases and their controls,China,SCS (Shanghai Cohort Study),1300,213,1087,"Serum, non-fasting",HPLC,Lutein,"",Liver cancer,Nested case-control study,Yuan 2006
170,21191,All,Hepatocellular carcinoma cases and their controls,China,SCS (Shanghai Cohort Study),1300,213,1087,"Serum, non-fasting",HPLC,Lycopene,"",Liver cancer,Nested case-control study,Yuan 2006
171,21192,All,Hepatocellular carcinoma cases and their controls,China,SCS (Shanghai Cohort Study),1300,213,1087,"Serum, non-fasting",HPLC,Zeaxanthin,"",Liver cancer,Nested case-control study,Yuan 2006
172,21193,All,Hepatocellular carcinoma cases and their controls,China,SCS (Shanghai Cohort Study),1300,213,1087,"Serum, non-fasting",HPLC,alpha-Tocopherol,"",Liver cancer,Nested case-control study,Yuan 2006
173,21194,All,Hepatocellular carcinoma cases and their controls,China,SCS (Shanghai Cohort Study),1300,213,1087,"Serum, non-fasting",HPLC,gamma-Tocopherol,"",Liver cancer,Nested case-control study,Yuan 2006
174,21195,All,Hepatocellular carcinoma cases and their controls,China,SCS (Shanghai Cohort Study),1300,213,1087,"Serum, non-fasting",HPLC,delta-Tocopherol,"",Liver cancer,Nested case-control study,Yuan 2006
175,21196,All,Hepatocellular carcinoma cases and their controls,China,SCS (Shanghai Cohort Study),1300,213,1087,"Serum, non-fasting",Atomic absorption spectrometry (AAS),Selenium,"",Liver cancer,Nested case-control study,Yuan 2006
176,21198,All,Gastric adenocarcinoma cases and their controls,France,EPIC (European Prospective Investigation into Cancer and Nutrition),889,244,645,"Plasma, fasting and non-fasting",HPLC,alpha-Carotene,"",Gastric and oesophageal cancer,Nested case-control study,Jenab 2006
177,21199,All,Gastric adenocarcinoma cases and their controls,France,EPIC (European Prospective Investigation into Cancer and Nutrition),889,244,645,"Plasma, fasting and non-fasting",HPLC,beta-Carotene,"",Gastric and oesophageal cancer,Nested case-control study,Jenab 2006
178,21200,All,Gastric adenocarcinoma cases and their controls,France,EPIC (European Prospective Investigation into Cancer and Nutrition),889,244,645,"Plasma, fasting and non-fasting",HPLC,beta-Cryptoxanthin,"",Gastric and oesophageal cancer,Nested case-control study,Jenab 2006
179,21201,All,Gastric adenocarcinoma cases and their controls,France,EPIC (European Prospective Investigation into Cancer and Nutrition),889,244,645,"Plasma, fasting and non-fasting",HPLC,Canthaxanthin,"",Gastric and oesophageal cancer,Nested case-control study,Jenab 2006
180,21202,All,Gastric adenocarcinoma cases and their controls,France,EPIC (European Prospective Investigation into Cancer and Nutrition),889,244,645,"Plasma, fasting and non-fasting",HPLC,Lutein,"",Gastric and oesophageal cancer,Nested case-control study,Jenab 2006
181,21203,All,Gastric adenocarcinoma cases and their controls,France,EPIC (European Prospective Investigation into Cancer and Nutrition),889,244,645,"Plasma, fasting and non-fasting",HPLC,Lycopene,"",Gastric and oesophageal cancer,Nested case-control study,Jenab 2006
182,21204,All,Gastric adenocarcinoma cases and their controls,France,EPIC (European Prospective Investigation into Cancer and Nutrition),889,244,645,"Plasma, fasting and non-fasting",HPLC,Zeaxanthin,"",Gastric and oesophageal cancer,Nested case-control study,Jenab 2006
183,21197,All,Gastric adenocarcinoma cases and their controls,France,EPIC (European Prospective Investigation into Cancer and Nutrition),889,244,645,"Plasma, fasting and non-fasting",HPLC,Carotenoids,alpha-Carotene + beta-Cryptoxanthin + Zeaxanthin + Lutein + beta-Carotene + Canthaxanthin,Gastric and oesophageal cancer,Nested case-control study,Jenab 2006
184,21205,All,Gastric adenocarcinoma cases and their controls,France,EPIC (European Prospective Investigation into Cancer and Nutrition),889,244,645,"Plasma, fasting and non-fasting",HPLC,Retinol,"",Gastric and oesophageal cancer,Nested case-control study,Jenab 2006
185,21206,All,Gastric adenocarcinoma cases and their controls,France,EPIC (European Prospective Investigation into Cancer and Nutrition),889,244,645,"Plasma, fasting and non-fasting",HPLC,alpha-Tocopherol,"",Gastric and oesophageal cancer,Nested case-control study,Jenab 2006
186,21207,All,Gastric adenocarcinoma cases and their controls,France,EPIC (European Prospective Investigation into Cancer and Nutrition),889,244,645,"Plasma, fasting and non-fasting",HPLC,gamma-Tocopherol,"",Gastric and oesophageal cancer,Nested case-control study,Jenab 2006
187,21208,All,Prostate cancer cases and their controls,Finland,"ATBC (Alpha-Tocopherol, Beta-Carotene Cancer Prevention Study)",300,100,200,"Serum, fasting",HPLC,alpha-Tocopherol,"",Prostate cancer,Nested case-control study,Weinstein 2005
188,21209,All,Prostate cancer cases and their controls,Finland,"ATBC (Alpha-Tocopherol, Beta-Carotene Cancer Prevention Study)",300,100,200,"Serum, fasting",HPLC,gamma-Tocopherol,"",Prostate cancer,Nested case-control study,Weinstein 2005
189,21210,All,Colorectal cancer cases and their controls,Japan,JACC Study (Japan Collaborative Cohort Study),414,116,298,"Serum, unspecified",HPLC,Retinol,"",Colon and rectal cancer,Nested case-control study,Wakai 2005
190,21211,All,Colorectal cancer cases and their controls,Japan,JACC Study (Japan Collaborative Cohort Study),414,116,298,"Serum, unspecified",HPLC,beta/gamma-Tocopherol,"",Colon and rectal cancer,Nested case-control study,Wakai 2005
191,21212,All,Colorectal cancer cases and their controls,Japan,JACC Study (Japan Collaborative Cohort Study),414,116,298,"Serum, unspecified",HPLC,alpha-Tocopherol,"",Colon and rectal cancer,Nested case-control study,Wakai 2005
192,21215,All,Colorectal cancer cases and their controls,Japan,JACC Study (Japan Collaborative Cohort Study),414,116,298,"Serum, unspecified",HPLC,beta-Cryptoxanthin,"",Colon and rectal cancer,Nested case-control study,Wakai 2005
193,21216,All,Colorectal cancer cases and their controls,Japan,JACC Study (Japan Collaborative Cohort Study),414,116,298,"Serum, unspecified",HPLC,Lycopene,"",Colon and rectal cancer,Nested case-control study,Wakai 2005
194,21219,All,Breast cancer cases and their controls,United States,MEC (Multiethnic Cohort Study),821,286,535,"Plasma, fasting and non-fasting",HPLC,beta/gamma-Tocopherol,"",Breast cancer,Nested case-control study,Epplein 2009
195,21221,All,Breast cancer cases and their controls,United States,NHS (Nurses' Health Study),1938,969,969,"Plasma, fasting and non-fasting",HPLC,alpha-Carotene,"",Breast cancer,Nested case-control study,Tamimi 2005
196,21222,All,Breast cancer cases and their controls,United States,NHS (Nurses' Health Study),1938,969,969,"Plasma, fasting and non-fasting",HPLC,beta-Carotene,"",Breast cancer,Nested case-control study,Tamimi 2005
197,21223,All,Breast cancer cases and their controls,United States,NHS (Nurses' Health Study),1938,969,969,"Plasma, fasting and non-fasting",HPLC,beta-Cryptoxanthin,"",Breast cancer,Nested case-control study,Tamimi 2005
198,21224,All,Breast cancer cases and their controls,United States,NHS (Nurses' Health Study),1938,969,969,"Plasma, fasting and non-fasting",HPLC,Lutein/Zeaxanthin,"",Breast cancer,Nested case-control study,Tamimi 2005
199,21225,All,Breast cancer cases and their controls,United States,NHS (Nurses' Health Study),1938,969,969,"Plasma, fasting and non-fasting",HPLC,Lycopene,"",Breast cancer,Nested case-control study,Tamimi 2005
200,21220,All,Breast cancer cases and their controls,United States,NHS (Nurses' Health Study),1938,969,969,"Plasma, fasting and non-fasting",HPLC,Carotenoids,alpha-Carotene + beta-Cryptoxanthin + Lycopene + beta-Carotene + Lutein/Zeaxanthin,Breast cancer,Nested case-control study,Tamimi 2005
201,21226,All,Breast cancer cases and their controls,United States,NHS (Nurses' Health Study),1938,969,969,"Plasma, fasting and non-fasting",HPLC,Retinol,"",Breast cancer,Nested case-control study,Tamimi 2005
202,21227,All,Breast cancer cases and their controls,United States,NHS (Nurses' Health Study),1938,969,969,"Plasma, fasting and non-fasting",HPLC,alpha-Tocopherol,"",Breast cancer,Nested case-control study,Tamimi 2005
203,21228,All,Breast cancer cases and their controls,United States,NHS (Nurses' Health Study),1938,969,969,"Plasma, fasting and non-fasting",HPLC,gamma-Tocopherol,"",Breast cancer,Nested case-control study,Tamimi 2005
204,21230,All,Basal cell carcinoma cases and their controls,Australia,Nambour Skin Cancer Study,180,90,90,"Serum, non-fasting",HPLC,alpha-Carotene,"",Skin cancer,Nested case-control study,McNaughton 2005
205,21231,All,Basal cell carcinoma cases and their controls,Australia,Nambour Skin Cancer Study,180,90,90,"Serum, non-fasting",HPLC,beta-Carotene,"",Skin cancer,Nested case-control study,McNaughton 2005
206,21232,All,Basal cell carcinoma cases and their controls,Australia,Nambour Skin Cancer Study,180,90,90,"Serum, non-fasting",HPLC,beta-Cryptoxanthin,"",Skin cancer,Nested case-control study,McNaughton 2005
207,21233,All,Basal cell carcinoma cases and their controls,Australia,Nambour Skin Cancer Study,180,90,90,"Serum, non-fasting",HPLC,Lutein,"",Skin cancer,Nested case-control study,McNaughton 2005
208,21234,All,Basal cell carcinoma cases and their controls,Australia,Nambour Skin Cancer Study,180,90,90,"Serum, non-fasting",HPLC,Lycopene,"",Skin cancer,Nested case-control study,McNaughton 2005
209,21229,All,Basal cell carcinoma cases and their controls,Australia,Nambour Skin Cancer Study,180,90,90,"Serum, non-fasting",HPLC,Carotenoids,alpha-Carotene + beta-Cryptoxanthin + Lycopene + Lutein + beta-Carotene,Skin cancer,Nested case-control study,McNaughton 2005
210,21235,All,Basal cell carcinoma cases and their controls,Australia,Nambour Skin Cancer Study,180,90,90,"Serum, non-fasting",HPLC,alpha-Tocopherol,"",Skin cancer,Nested case-control study,McNaughton 2005
211,21236,All,Basal cell carcinoma cases and their controls,Australia,Nambour Skin Cancer Study,180,90,90,"Serum, non-fasting",Atomic absorption spectrometry (AAS),Selenium,"",Skin cancer,Nested case-control study,McNaughton 2005
215,21252,All,Gastric cancer cases and their controls,China,SCS (Shanghai Cohort Study),761,191,570,"Serum, non-fasting",HPLC,alpha-Carotene,"",Gastric and oesophageal cancer,Nested case-control study,Yuan 2004
216,21253,All,Gastric cancer cases and their controls,China,SCS (Shanghai Cohort Study),761,191,570,"Serum, non-fasting",HPLC,beta-Carotene,"",Gastric and oesophageal cancer,Nested case-control study,Yuan 2004
217,21254,All,Gastric cancer cases and their controls,China,SCS (Shanghai Cohort Study),761,191,570,"Serum, non-fasting",HPLC,beta-Cryptoxanthin,"",Gastric and oesophageal cancer,Nested case-control study,Yuan 2004
218,21255,All,Gastric cancer cases and their controls,China,SCS (Shanghai Cohort Study),761,191,570,"Serum, non-fasting",HPLC,Lycopene,"",Gastric and oesophageal cancer,Nested case-control study,Yuan 2004
219,21256,All,Gastric cancer cases and their controls,China,SCS (Shanghai Cohort Study),761,191,570,"Serum, non-fasting",HPLC,Lutein/Zeaxanthin,"",Gastric and oesophageal cancer,Nested case-control study,Yuan 2004
220,21260,All,Gastric cancer cases and their controls,China,SCS (Shanghai Cohort Study),761,191,570,"Serum, non-fasting",HPLC,Retinol,"",Gastric and oesophageal cancer,Nested case-control study,Yuan 2004
221,21257,All,Gastric cancer cases and their controls,China,SCS (Shanghai Cohort Study),761,191,570,"Serum, non-fasting",Colorimetry,Vitamin C,"",Gastric and oesophageal cancer,Nested case-control study,Yuan 2004
222,21258,All,Gastric cancer cases and their controls,China,SCS (Shanghai Cohort Study),761,191,570,"Serum, non-fasting",HPLC,alpha-Tocopherol,"",Gastric and oesophageal cancer,Nested case-control study,Yuan 2004
223,21259,All,Gastric cancer cases and their controls,China,SCS (Shanghai Cohort Study),761,191,570,"Serum, non-fasting",HPLC,gamma-Tocopherol,"",Gastric and oesophageal cancer,Nested case-control study,Yuan 2004
249,21307,All,Prostate cancer cases and their controls,United States,PHS (Physicians' Health Study),1872,578,1294,"Plasma, unspecified",HPLC,alpha-Carotene,"",Prostate cancer,Nested case-control study,Gann 1999
250,21308,All,Prostate cancer cases and their controls,United States,PHS (Physicians' Health Study),1872,578,1294,"Plasma, unspecified",HPLC,beta-Cryptoxanthin,"",Prostate cancer,Nested case-control study,Gann 1999
251,21309,All,Prostate cancer cases and their controls,United States,PHS (Physicians' Health Study),1872,578,1294,"Plasma, unspecified",HPLC,Lutein,"",Prostate cancer,Nested case-control study,Gann 1999
252,21310,All,Prostate cancer cases and their controls,United States,PHS (Physicians' Health Study),1872,578,1294,"Plasma, unspecified",HPLC,Lycopene,"",Prostate cancer,Nested case-control study,Gann 1999
253,21311,All,Prostate cancer cases and their controls,United States,PHS (Physicians' Health Study),1872,578,1294,"Plasma, unspecified",HPLC,alpha-Tocopherol,"",Prostate cancer,Nested case-control study,Gann 1999
254,21312,All,Prostate cancer cases and their controls,United States,PHS (Physicians' Health Study),1872,578,1294,"Plasma, unspecified",HPLC,gamma-Tocopherol,"",Prostate cancer,Nested case-control study,Gann 1999
255,21313,All,Prostate cancer cases and their controls,United States,PHS (Physicians' Health Study),1872,578,1294,"Plasma, unspecified",HPLC,Retinol,"",Prostate cancer,Nested case-control study,Gann 1999
256,21314,All,Lung cancer cases and their controls,Finland,Finnish Mobile Clinic Surveys,285,95,190,"Serum, unspecified",Atomic absorption spectrometry (AAS),Selenium,"",Lung cancer,Nested case-control study,Knekt 1998
257,21315,All,Lung cancer cases and their controls,Finland,Finnish Mobile Clinic Surveys,285,95,190,"Serum, unspecified",HPLC,alpha-Tocopherol,"",Lung cancer,Nested case-control study,Knekt 1998
258,21316,All,Breast cancer cases and their controls,United States,Columbia Missouri Serum Bank,308,105,203,"Serum, unspecified",HPLC,Retinol,"",Breast cancer,Nested case-control study,Dorgan 1998
259,21317,All,Breast cancer cases and their controls,United States,Columbia Missouri Serum Bank,308,105,203,"Serum, unspecified",HPLC,beta-Carotene,"",Breast cancer,Nested case-control study,Dorgan 1998
260,21318,All,Breast cancer cases and their controls,United States,Columbia Missouri Serum Bank,308,105,203,"Serum, unspecified",HPLC,alpha-Carotene,"",Breast cancer,Nested case-control study,Dorgan 1998
261,21319,All,Breast cancer cases and their controls,United States,Columbia Missouri Serum Bank,308,105,203,"Serum, unspecified",HPLC,Lycopene,"",Breast cancer,Nested case-control study,Dorgan 1998
