ID,Excretion ID,Subject group,Population,Country,Cohort,Biomarker Time definition,Biospecimen,Analytical method,Biomarker,Biomarker detail,Arithmetic mean,Geometric mean,Median,Unit,Adjusted on,Reproducibility size,ICC,ICC 95% CI lower,ICC 95% CI upper,CV% WS,CV% BS,VAR WS,VAR BS,Publication
530,18925,All,Women,United States,NYUWHS (New York University Women's Health Study),baseline; 1 year; 2 years,"Serum, unspecified",GC-MS after enzymatic hydrolysis,Enterodiol,"",,1.5,,nmol/L,,60,0.37,0.21,0.53,,,0.621,0.36,Zeleniuch-Jacquotte 1998
531,18926,All,Women,United States,NYUWHS (New York University Women's Health Study),baseline; 1 year; 2 years,"Serum, unspecified",GC-MS after enzymatic hydrolysis,Enterolactone,"",,20.2,,nmol/L,,60,0.55,0.41,0.69,,,0.801,0.973,Zeleniuch-Jacquotte 1998
532,18927,All,Women,United States,NYUWHS (New York University Women's Health Study),baseline; 1 year; 2 years,"Serum, unspecified",GC-MS after enzymatic hydrolysis,Daidzein,"",,2.1,,nmol/L,,60,0.11,0.0,0.27,,,1.192,0.152,Zeleniuch-Jacquotte 1998
533,18928,All,Women,United States,NYUWHS (New York University Women's Health Study),baseline; 1 year; 2 years,"Serum, unspecified",GC-MS after enzymatic hydrolysis,Genistein,"",,5.7,,nmol/L,,60,0.22,0.06,0.48,,,1.29,0.354,Zeleniuch-Jacquotte 1998
534,18929,All,Women,United States,NYUWHS (New York University Women's Health Study),baseline; 1 year; 2 years,"Serum, unspecified",GC-MS after enzymatic hydrolysis,Equol,"",,0.2,,nmol/L,,60,0.3,0.14,0.46,,,0.213,0.09,Zeleniuch-Jacquotte 1998
535,18930,All,Women,United States,NYUWHS (New York University Women's Health Study),baseline; 1 year; 2 years,"Serum, unspecified",GC-MS after enzymatic hydrolysis,O-Desmethylangolensin,"",,0.2,,nmol/L,,60,0.21,0.05,0.37,,,0.537,0.145,Zeleniuch-Jacquotte 1998
581,19033,All,Men in Wuhan non-occupationally exposed to chemicals,China,,baseline; 1 day; 2 days; 3 days; 4 days,"Urine, spot",GC-ECD,Dichloroacetic acid,"",,,,ug/g,Creatinine,11,0.14,,,,,,,Wang 2014
582,19042,All,Men in Wuhan non-occupationally exposed to chemicals,China,,baseline; 1 day; 2 days; 3 days; 4 days,"Urine, spot",GC-ECD,Trichloroacetic acid,"",,,,ug/g,Creatinine,11,0.09,,,,,,,Wang 2014
583,19034,All,Men in Wuhan non-occupationally exposed to chemicals,China,,baseline; 30 days; 60 days; 90 days,"Urine, spot",GC-ECD,Dichloroacetic acid,"",,,,ug/g,Creatinine,11,0.08,,,,,,,Wang 2014
584,19043,All,Men in Wuhan non-occupationally exposed to chemicals,China,,baseline; 30 days; 60 days; 90 days,"Urine, spot",GC-ECD,Trichloroacetic acid,"",,,,ug/g,Creatinine,11,0.11,,,,,,,Wang 2014
585,19036,All,Men in Wuhan non-occupationally exposed to chemicals,China,,baseline; 1 day; 2 days; 3 days; 4 days,"Urine, first morning spot",GC-ECD,Dichloroacetic acid,"",,,,ug/g,Creatinine,11,0.37,,,,,,,Wang 2014
586,19045,All,Men in Wuhan non-occupationally exposed to chemicals,China,,baseline; 1 day; 2 days; 3 days; 4 days,"Urine, first morning spot",GC-ECD,Trichloroacetic acid,"",,,,ug/g,Creatinine,11,0.23,,,,,,,Wang 2014
587,19037,All,Men in Wuhan non-occupationally exposed to chemicals,China,,baseline; 30 days; 60 days; 90 days,"Urine, first morning spot",GC-ECD,Dichloroacetic acid,"",,,,ug/g,Creatinine,11,0.1,,,,,,,Wang 2014
588,19046,All,Men in Wuhan non-occupationally exposed to chemicals,China,,baseline; 30 days; 60 days; 90 days,"Urine, first morning spot",GC-ECD,Trichloroacetic acid,"",,,,ug/g,Creatinine,11,0.17,,,,,,,Wang 2014
589,19039,All,Men in Wuhan non-occupationally exposed to chemicals,China,,baseline; 1 day; 2 days; 3 days; 4 days,"Urine, 24-h",GC-ECD,Dichloroacetic acid,"",,,,ug/g,Creatinine,11,0.24,,,,,,,Wang 2014
590,19048,All,Men in Wuhan non-occupationally exposed to chemicals,China,,baseline; 1 day; 2 days; 3 days; 4 days,"Urine, 24-h",GC-ECD,Trichloroacetic acid,"",,,,ug/g,Creatinine,11,0.18,,,,,,,Wang 2014
591,19040,All,Men in Wuhan non-occupationally exposed to chemicals,China,,baseline; 30 days; 60 days; 90 days,"Urine, 24-h",GC-ECD,Dichloroacetic acid,"",,,,ug/g,Creatinine,11,0.24,,,,,,,Wang 2014
592,19049,All,Men in Wuhan non-occupationally exposed to chemicals,China,,baseline; 30 days; 60 days; 90 days,"Urine, 24-h",GC-ECD,Trichloroacetic acid,"",,,,ug/g,Creatinine,11,0.19,,,,,,,Wang 2014
593,19050,All,Adults in the greater Boston metropolitan area,United States,FlaRE (Flame Retardant Exposure),baseline; 6 months; 12 months,"Serum, non-fasting",GC-ID-HRMS,PBDEs,BDE-28 + BDE-47 + BDE-99 + BDE-100 + BDE-153,,,,ng/g,Lipid,52,0.97,0.95,0.98,,,,,Makey 2014
594,19051,All,Adults in the greater Boston metropolitan area,United States,FlaRE (Flame Retardant Exposure),baseline; 6 months; 12 months,"Serum, non-fasting",GC-ID-HRMS,BDE-28,"",,,,ng/g,Lipid,52,0.89,0.82,0.93,,,,,Makey 2014
595,19052,All,Adults in the greater Boston metropolitan area,United States,FlaRE (Flame Retardant Exposure),baseline; 6 months; 12 months,"Serum, non-fasting",GC-ID-HRMS,BDE-47,"",,,,ng/g,Lipid,52,0.97,0.95,0.98,,,,,Makey 2014
596,19053,All,Adults in the greater Boston metropolitan area,United States,FlaRE (Flame Retardant Exposure),baseline; 6 months; 12 months,"Serum, non-fasting",GC-ID-HRMS,BDE-99,"",,,,ng/g,Lipid,52,0.91,0.86,0.94,,,,,Makey 2014
597,19054,All,Adults in the greater Boston metropolitan area,United States,FlaRE (Flame Retardant Exposure),baseline; 6 months; 12 months,"Serum, non-fasting",GC-ID-HRMS,BDE-100,"",,,,ng/g,Lipid,52,0.93,0.88,0.95,,,,,Makey 2014
598,19055,All,Adults in the greater Boston metropolitan area,United States,FlaRE (Flame Retardant Exposure),baseline; 6 months; 12 months,"Serum, non-fasting",GC-ID-HRMS,BDE-153,"",,,,ng/g,Lipid,52,0.99,0.98,0.99,,,,,Makey 2014
599,19062,All,Participants of a Cancer screening Trial,United States,"PLCO (Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial)",baseline; 1 year; 5 years,"Serum, non-fasting",Chemiluminescence immunoassay (CLIA),25-Hydroxycholecalciferol,"",,,,nmol/L,,29,0.71,0.63,0.88,,,,,Hofmann 2010
600,19064,Non-Hispanic Caucasian,Participants of a Cancer screening Trial,United States,"PLCO (Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial)",baseline; 1 year; 5 years,"Serum, non-fasting",Chemiluminescence immunoassay (CLIA),25-Hydroxycholecalciferol,"",,,,nmol/L,,23,0.75,0.64,0.9,,,,,Hofmann 2010
601,19065,All,Residents of the Vasterbotten region,Sweden,VIP (Vasterbotten Intervention Project),baseline; 2 years,"Plasma, fasting",GC-MS,5-n-Heptadecylresorcinol (C17:0),"",,,,nmol/L,,73,0.64,0.49,0.76,,,,,Landberg 2013
602,19066,All,Residents of the Vasterbotten region,Sweden,VIP (Vasterbotten Intervention Project),baseline; 2 years,"Plasma, fasting",GC-MS,5-n-Nonadecylresorcinol (C19:0),"",,,,nmol/L,,73,0.62,0.47,0.75,,,,,Landberg 2013
603,19067,All,Residents of the Vasterbotten region,Sweden,VIP (Vasterbotten Intervention Project),baseline; 2 years,"Plasma, fasting",GC-MS,5-n-Heneicosylresorcinol (C21:0),"",,,,nmol/L,,73,0.53,0.37,0.69,,,,,Landberg 2013
604,19068,All,Residents of the Vasterbotten region,Sweden,VIP (Vasterbotten Intervention Project),baseline; 2 years,"Plasma, fasting",GC-MS,5-n-Tricosylresorcinol (C23:0),"",,,,nmol/L,,73,0.42,0.25,0.61,,,,,Landberg 2013
605,19069,All,Residents of the Vasterbotten region,Sweden,VIP (Vasterbotten Intervention Project),baseline; 2 years,"Plasma, fasting",GC-MS,5-n-Pentacosylresorcinol (C25:0),"",,,,nmol/L,,73,0.52,0.35,0.67,,,,,Landberg 2013
606,19070,All,Residents of the Vasterbotten region,Sweden,VIP (Vasterbotten Intervention Project),baseline; 2 years,"Plasma, fasting",GC-MS,Alkylresorcinols,5-n-Heptadecylresorcinol (C17:0) + 5-n-Nonadecylresorcinol (C19:0) + 5-n-Heneicosylresorcinol (C21:0) + 5-n-Tricosylresorcinol (C23:0) + 5-n-Pentacosylresorcinol (C25:0),,,,nmol/L,,73,0.54,0.38,0.69,,,,,Landberg 2013
607,19071,All,Residents of the Vasterbotten region,Sweden,VIP (Vasterbotten Intervention Project),baseline; 2 years,"Plasma, fasting",GC-MS,5-n-Heptadecylresorcinol (C17:0) / 5-n-Heneicosylresorcinol (C21:0),"",,,,without unit,,73,0.45,0.3,0.64,,,,,Landberg 2013
609,19080,All,Multi-ethnic birth cohort in Bradford,United Kingdom,BiB (Born in Bradford),baseline; 66 days,"Urine, first morning spot",LC-MS/MS,Trichloroacetic acid,"",4.9,,3.5,umol/mol,Creatinine,13,0.23,0.0,0.69,,,,,Smith 2013
610,19081,All,Dutch participants of the EPIC-Study,Netherlands,EPIC (European Prospective Investigation into Cancer and Nutrition),baseline; 3 years,"Serum, non-fasting",Chemiluminescence immunoassay (CLIA),Folates,"",,,,nmol/L,,61,0.52,0.35,0.66,,,,,Leenders 2013
611,19082,All,Dutch participants of the EPIC-Study,Netherlands,EPIC (European Prospective Investigation into Cancer and Nutrition),baseline; 3 years,"Serum, non-fasting",Colorimetry,Homocysteine,"",,,,nmol/L,,60,0.9,0.85,0.93,,,,,Leenders 2013
612,19083,All,Dutch participants of the EPIC-Study,Netherlands,EPIC (European Prospective Investigation into Cancer and Nutrition),baseline; 3 years,"Serum, non-fasting",HPLC,Pyridoxal 5'-phosphate,"",,,,nmol/L,,60,0.41,0.21,0.57,,,,,Leenders 2013
613,19084,All,Dutch participants of the EPIC-Study,Netherlands,EPIC (European Prospective Investigation into Cancer and Nutrition),baseline; 3 years,"Serum, non-fasting",Chemiluminescence immunoassay (CLIA),Vitamin B12,"",,,,nmol/L,,62,0.76,0.66,0.84,,,,,Leenders 2013
614,19085,All,Dutch participants of the EPIC-Study,Netherlands,EPIC (European Prospective Investigation into Cancer and Nutrition),baseline; 3 years,"Plasma, non-fasting",Colorimetry,Vitamin C,"",,,,nmol/L,,62,0.55,0.38,0.68,,,,,Leenders 2013
615,19086,All,Dutch participants of the EPIC-Study,Netherlands,EPIC (European Prospective Investigation into Cancer and Nutrition),baseline; 3 years,"Plasma, non-fasting",HPLC,Retinol,"",,,,nmol/L,,62,0.5,0.32,0.64,,,,,Leenders 2013
616,19087,All,Dutch participants of the EPIC-Study,Netherlands,EPIC (European Prospective Investigation into Cancer and Nutrition),baseline; 3 years,"Plasma, non-fasting",HPLC,alpha-Tocopherol,"",,,,nmol/L,,62,0.43,0.24,0.59,,,,,Leenders 2013
617,19088,All,Dutch participants of the EPIC-Study,Netherlands,EPIC (European Prospective Investigation into Cancer and Nutrition),baseline; 3 years,"Plasma, non-fasting",HPLC,gamma-Tocopherol,"",,,,nmol/L,,62,0.52,0.34,0.65,,,,,Leenders 2013
618,19089,All,Dutch participants of the EPIC-Study,Netherlands,EPIC (European Prospective Investigation into Cancer and Nutrition),baseline; 3 years,"Plasma, non-fasting",HPLC,Lutein,"",,,,nmol/L,,62,0.49,0.32,0.64,,,,,Leenders 2013
619,19090,All,Dutch participants of the EPIC-Study,Netherlands,EPIC (European Prospective Investigation into Cancer and Nutrition),baseline; 3 years,"Plasma, non-fasting",HPLC,Zeaxanthin,"",,,,nmol/L,,62,0.37,0.17,0.53,,,,,Leenders 2013
620,19091,All,Dutch participants of the EPIC-Study,Netherlands,EPIC (European Prospective Investigation into Cancer and Nutrition),baseline; 3 years,"Plasma, non-fasting",HPLC,beta-Cryptoxanthin,"",,,,nmol/L,,62,0.54,0.38,0.67,,,,,Leenders 2013
621,19092,All,Dutch participants of the EPIC-Study,Netherlands,EPIC (European Prospective Investigation into Cancer and Nutrition),baseline; 3 years,"Plasma, non-fasting",HPLC,Lycopene,"",,,,nmol/L,,62,0.4,0.21,0.56,,,,,Leenders 2013
622,19093,All,Dutch participants of the EPIC-Study,Netherlands,EPIC (European Prospective Investigation into Cancer and Nutrition),baseline; 3 years,"Plasma, non-fasting",HPLC,alpha-Carotene,"",,,,nmol/L,,62,0.4,0.21,0.56,,,,,Leenders 2013
623,19094,All,Dutch participants of the EPIC-Study,Netherlands,EPIC (European Prospective Investigation into Cancer and Nutrition),baseline; 3 years,"Plasma, non-fasting",HPLC,beta-Carotene,"",,,,nmol/L,,62,0.38,0.19,0.55,,,,,Leenders 2013
624,19095,All,Dutch participants of the EPIC-Study,Netherlands,EPIC (European Prospective Investigation into Cancer and Nutrition),baseline; 3 years,"Plasma, non-fasting",HPLC,Carotenoids,alpha-Carotene + beta-Cryptoxanthin + Zeaxanthin + Lycopene + Lutein + beta-Carotene,,,,nmol/L,,62,0.45,0.27,0.6,,,,,Leenders 2013
626,19097,All,Small intervention study administering flaxseed,Germany,,baseline; 1 week; 3 weeks,"Plasma, fasting",Time-resolved fluoroimmunoassay (TR-FIA) after enzymatic hydrolysis,Enterolactone,"",,,,nmol/L,,7,,,,0.41,0.97,,,Linseisen 2008
627,19098,All,Small intervention study administering flaxseed,Germany,,baseline; 1 week; 3 weeks,"Plasma, fasting",HPLC after enzymatic hydrolysis,Kaempferol,"",,,,nmol/L,,7,,,,0.16,0.58,,,Linseisen 2008
628,19099,All,Small intervention study administering flaxseed,Germany,,baseline; 1 week; 3 weeks,"Plasma, fasting",HPLC after enzymatic hydrolysis,Quercetin,"",,,,nmol/L,,7,,,,0.14,0.52,,,Linseisen 2008
629,19100,All,Small intervention study administering flaxseed,Germany,,baseline; 1 week; 3 weeks,"Plasma, fasting",HPLC after enzymatic hydrolysis,Isorhamnetin,"",,,,nmol/L,,7,,,,0.3,0.64,,,Linseisen 2008
630,19101,All,Small intervention study administering flaxseed,Germany,,baseline; 1 week; 3 weeks,"Plasma, fasting",HPLC after enzymatic hydrolysis,Luteolin,"",,,,nmol/L,,7,,,,0.3,0.62,,,Linseisen 2008
631,19102,All,Small intervention study administering flaxseed,Germany,,baseline; 1 week; 3 weeks,"Plasma, fasting",HPLC after enzymatic hydrolysis,Hesperetin,"",,,,nmol/L,,7,,,,1.21,2.28,,,Linseisen 2008
632,19103,All,Small intervention study administering flaxseed,Germany,,baseline; 1 week; 3 weeks,"Plasma, fasting",HPLC after enzymatic hydrolysis,Gallocatechin,"",,,,nmol/L,,7,,,,0.53,0.78,,,Linseisen 2008
633,19104,All,Small intervention study administering flaxseed,Germany,,baseline; 1 week; 3 weeks,"Plasma, fasting",HPLC after enzymatic hydrolysis,Caffeic acid,"",,,,nmol/L,,7,,,,0.37,0.57,,,Linseisen 2008
634,19105,All,Small intervention study administering flaxseed,Germany,,baseline; 1 week; 3 weeks,"Plasma, fasting",HPLC after enzymatic hydrolysis,p-Coumaric acid,"",,,,nmol/L,,7,,,,1.3,2.65,,,Linseisen 2008
635,19106,All,Small intervention study administering flaxseed,Germany,,baseline; 1 week; 3 weeks,"Plasma, fasting",HPLC after enzymatic hydrolysis,Ferulic acid,"",,,,nmol/L,,7,,,,0.31,0.97,,,Linseisen 2008
636,19107,All,Small intervention study administering flaxseed,Germany,,baseline; 1 week; 3 weeks,"Plasma, fasting",HPLC after enzymatic hydrolysis,Vanillic acid,"",,,,nmol/L,,7,,,,1.45,2.38,,,Linseisen 2008
637,19108,All,Small intervention study administering flaxseed,Germany,,baseline; 1 week; 3 weeks,"Plasma, fasting",HPLC after enzymatic hydrolysis,Syringic acid,"",,,,nmol/L,,7,,,,0.56,0.86,,,Linseisen 2008
638,19109,All,Small intervention study administering flaxseed,Germany,,baseline; 1 week; 3 weeks,"Plasma, fasting",HPLC after enzymatic hydrolysis,Salicylic acid,"",,,,nmol/L,,7,,,,1.06,1.63,,,Linseisen 2008
639,19110,All,Small intervention study administering flaxseed,Germany,,baseline; 1 week; 3 weeks,"Plasma, fasting",HPLC after enzymatic hydrolysis,Ellagic acid,"",,,,nmol/L,,7,,,,0.62,1.65,,,Linseisen 2008
658,19115,Males,College students consuming a semi-purified diet with water-soluble vitamins,Japan,,baseline; 1 day; 2 days; 3 days; 4 days; 5 days; 6 days,"Urine, 24-h",HPLC,Thiamin,"",,,,mmol/L,,10,,,,14.4,28.1,,,Shibata 2009
659,19116,Males,College students consuming a semi-purified diet with water-soluble vitamins,Japan,,baseline; 1 day; 2 days; 3 days; 4 days; 5 days; 6 days,"Urine, 24-h",HPLC,Riboflavin,"",,,,mmol/L,,10,,,,10.6,100.0,,,Shibata 2009
660,19117,Males,College students consuming a semi-purified diet with water-soluble vitamins,Japan,,baseline; 1 day; 2 days; 3 days; 4 days; 5 days; 6 days,"Urine, 24-h",HPLC,4-Pyridoxic acid,"",,,,mmol/L,,10,,,,17.4,26.5,,,Shibata 2009
661,19118,Males,College students consuming a semi-purified diet with water-soluble vitamins,Japan,,baseline; 1 day; 2 days; 3 days; 4 days; 5 days; 6 days,"Urine, 24-h",Microbioassay (Lactobacillus leichmanii),Vitamin B12,"",,,,mmol/L,,10,,,,23.8,51.1,,,Shibata 2009
662,19119,Males,College students consuming a semi-purified diet with water-soluble vitamins,Japan,,baseline; 1 day; 2 days; 3 days; 4 days; 5 days; 6 days,"Urine, 24-h",HPLC,Nicotinamide metabolites,"",,,,mmol/L,,10,,,,21.3,50.1,,,Shibata 2009
663,19120,Males,College students consuming a semi-purified diet with water-soluble vitamins,Japan,,baseline; 1 day; 2 days; 3 days; 4 days; 5 days; 6 days,"Urine, 24-h",Microbioassay (Lactobacillus plantarum),Pantothenic acid,"",,,,mmol/L,,10,,,,16.9,40.1,,,Shibata 2009
664,19121,Males,College students consuming a semi-purified diet with water-soluble vitamins,Japan,,baseline; 1 day; 2 days; 3 days; 4 days; 5 days; 6 days,"Urine, 24-h",Microbioassay (Lactobacillus casei),Folates,"",,,,mmol/L,,10,,,,8.7,19.5,,,Shibata 2009
665,19122,Males,College students consuming a semi-purified diet with water-soluble vitamins,Japan,,baseline; 1 day; 2 days; 3 days; 4 days; 5 days; 6 days,"Urine, 24-h",Microbioassay (Lactobacillus plantarum),Biotin,"",,,,mmol/L,,10,,,,15.6,30.2,,,Shibata 2009
666,19123,Males,College students consuming a semi-purified diet with water-soluble vitamins,Japan,,baseline; 1 day; 2 days; 3 days; 4 days; 5 days; 6 days,"Urine, 24-h",HPLC,Ascorbic acid,"",,,,mmol/L,,10,,,,27.0,44.7,,,Shibata 2009
667,19124,Males,College students consuming a semi-purified diet with water-soluble vitamins,Japan,,baseline; 2 day; 4 days; 7 days,"Whole blood, fasting",HPLC,Thiamin,"",,,,mmol/L,,10,,,,15.8,17.6,,,Shibata 2009
668,19125,Males,College students consuming a semi-purified diet with water-soluble vitamins,Japan,,baseline; 2 day; 4 days; 7 days,"Whole blood, fasting",HPLC,Riboflavin,"",,,,mmol/L,,10,,,,9.0,14.5,,,Shibata 2009
669,19126,Males,College students consuming a semi-purified diet with water-soluble vitamins,Japan,,baseline; 2 day; 4 days; 7 days,"Whole blood, fasting",HPLC,Pyridoxal 5'-phosphate,"",,,,mmol/L,,10,,,,16.0,43.7,,,Shibata 2009
670,19127,Males,College students consuming a semi-purified diet with water-soluble vitamins,Japan,,baseline; 2 day; 4 days; 7 days,"Whole blood, fasting",Chemiluminescence immunoassay (CLIA),Vitamin B12,"",,,,mmol/L,,10,,,,3.8,22.5,,,Shibata 2009
671,19128,Males,College students consuming a semi-purified diet with water-soluble vitamins,Japan,,baseline; 2 day; 4 days; 7 days,"Whole blood, fasting",HPLC,Nicotinamide,"",,,,mmol/L,,10,,,,8.7,12.7,,,Shibata 2009
672,19129,Males,College students consuming a semi-purified diet with water-soluble vitamins,Japan,,baseline; 2 day; 4 days; 7 days,"Whole blood, fasting",Microbioassay (Lactobacillus plantarum),Pantothenic acid,"",,,,mmol/L,,10,,,,14.9,14.2,,,Shibata 2009
673,19130,Males,College students consuming a semi-purified diet with water-soluble vitamins,Japan,,baseline; 2 day; 4 days; 7 days,"Whole blood, fasting",Competitive protein-binding assay (CPBA),Folates,"",,,,mmol/L,,10,,,,15.3,31.7,,,Shibata 2009
674,19131,Males,College students consuming a semi-purified diet with water-soluble vitamins,Japan,,baseline; 2 day; 4 days; 7 days,"Whole blood, fasting",Microbioassay (Lactobacillus plantarum),Biotin,"",,,,mmol/L,,10,,,,4.5,6.6,,,Shibata 2009
675,19132,Males,College students consuming a semi-purified diet with water-soluble vitamins,Japan,,baseline; 2 day; 4 days; 7 days,"Whole blood, fasting",HPLC,Ascorbic acid,"",,,,mmol/L,,10,,,,18.2,17.3,,,Shibata 2009
676,19133,Females,College students consuming a semi-purified diet with water-soluble vitamins,Japan,,baseline; 1 day; 2 days; 3 days; 4 days; 5 days; 6 days,"Urine, 24-h",HPLC,Thiamin,"",,,,mmol/L,,10,,,,29.4,62.9,,,Shibata 2009
677,19134,Females,College students consuming a semi-purified diet with water-soluble vitamins,Japan,,baseline; 1 day; 2 days; 3 days; 4 days; 5 days; 6 days,"Urine, 24-h",HPLC,Riboflavin,"",,,,mmol/L,,10,,,,38.7,40.5,,,Shibata 2009
678,19135,Females,College students consuming a semi-purified diet with water-soluble vitamins,Japan,,baseline; 1 day; 2 days; 3 days; 4 days; 5 days; 6 days,"Urine, 24-h",HPLC,4-Pyridoxic acid,"",,,,mmol/L,,10,,,,12.4,9.0,,,Shibata 2009
679,19136,Females,College students consuming a semi-purified diet with water-soluble vitamins,Japan,,baseline; 1 day; 2 days; 3 days; 4 days; 5 days; 6 days,"Urine, 24-h",Microbioassay (Lactobacillus leichmanii),Vitamin B12,"",,,,mmol/L,,10,,,,24.0,46.4,,,Shibata 2009
680,19137,Females,College students consuming a semi-purified diet with water-soluble vitamins,Japan,,baseline; 1 day; 2 days; 3 days; 4 days; 5 days; 6 days,"Urine, 24-h",HPLC,Nicotinamide metabolites,"",,,,mmol/L,,10,,,,19.8,40.2,,,Shibata 2009
681,19138,Females,College students consuming a semi-purified diet with water-soluble vitamins,Japan,,baseline; 1 day; 2 days; 3 days; 4 days; 5 days; 6 days,"Urine, 24-h",Microbioassay (Lactobacillus plantarum),Pantothenic acid,"",,,,mmol/L,,10,,,,15.1,26.6,,,Shibata 2009
682,19139,Females,College students consuming a semi-purified diet with water-soluble vitamins,Japan,,baseline; 1 day; 2 days; 3 days; 4 days; 5 days; 6 days,"Urine, 24-h",Microbioassay (Lactobacillus casei),Folates,"",,,,mmol/L,,10,,,,15.3,9.9,,,Shibata 2009
683,19140,Females,College students consuming a semi-purified diet with water-soluble vitamins,Japan,,baseline; 1 day; 2 days; 3 days; 4 days; 5 days; 6 days,"Urine, 24-h",Microbioassay (Lactobacillus plantarum),Biotin,"",,,,mmol/L,,10,,,,21.5,34.8,,,Shibata 2009
684,19141,Females,College students consuming a semi-purified diet with water-soluble vitamins,Japan,,baseline; 1 day; 2 days; 3 days; 4 days; 5 days; 6 days,"Urine, 24-h",HPLC,Ascorbic acid,"",,,,mmol/L,,10,,,,42.6,44.9,,,Shibata 2009
685,19142,Females,College students consuming a semi-purified diet with water-soluble vitamins,Japan,,baseline; 2 day; 7 days,"Whole blood, fasting",HPLC,Thiamin,"",,,,mmol/L,,10,,,,21.7,29.6,,,Shibata 2009
686,19143,Females,College students consuming a semi-purified diet with water-soluble vitamins,Japan,,baseline; 2 day; 7 days,"Whole blood, fasting",HPLC,Riboflavin,"",,,,mmol/L,,10,,,,8.4,9.4,,,Shibata 2009
687,19144,Females,College students consuming a semi-purified diet with water-soluble vitamins,Japan,,baseline; 2 day; 7 days,"Whole blood, fasting",HPLC,Pyridoxal 5'-phosphate,"",,,,mmol/L,,10,,,,11.9,33.8,,,Shibata 2009
688,19145,Females,College students consuming a semi-purified diet with water-soluble vitamins,Japan,,baseline; 2 day; 7 days,"Whole blood, fasting",Chemiluminescence immunoassay (CLIA),Vitamin B12,"",,,,mmol/L,,10,,,,34.4,27.3,,,Shibata 2009
689,19146,Females,College students consuming a semi-purified diet with water-soluble vitamins,Japan,,baseline; 2 day; 7 days,"Whole blood, fasting",HPLC,Nicotinamide,"",,,,mmol/L,,10,,,,14.1,13.5,,,Shibata 2009
690,19147,Females,College students consuming a semi-purified diet with water-soluble vitamins,Japan,,baseline; 2 day; 7 days,"Whole blood, fasting",Microbioassay (Lactobacillus plantarum),Pantothenic acid,"",,,,mmol/L,,10,,,,13.7,8.1,,,Shibata 2009
691,19148,Females,College students consuming a semi-purified diet with water-soluble vitamins,Japan,,baseline; 2 day; 7 days,"Whole blood, fasting",Competitive protein-binding assay (CPBA),Folates,"",,,,mmol/L,,10,,,,28.6,25.8,,,Shibata 2009
692,19149,Females,College students consuming a semi-purified diet with water-soluble vitamins,Japan,,baseline; 2 day; 7 days,"Whole blood, fasting",Microbioassay (Lactobacillus plantarum),Biotin,"",,,,mmol/L,,10,,,,6.2,5.4,,,Shibata 2009
693,19150,Females,College students consuming a semi-purified diet with water-soluble vitamins,Japan,,baseline; 2 day; 7 days,"Whole blood, fasting",HPLC,Ascorbic acid,"",,,,mmol/L,,10,,,,65.5,18.6,,,Shibata 2009
790,19722,Variability subgroup,Minority pregnant women in New York city,United States,CCCEH (Columbia Center for Children's Environmental Health),baseline; 2 weeks; 4 weeks,"Urine, spot",LC-MS/MS after enzymatic hydrolysis,Monoethyl phthalate (MEP),"",,,,ng/mL,,28,0.3,,,,,,,Adibi 2008
791,19723,Variability subgroup,Minority pregnant women in New York city,United States,CCCEH (Columbia Center for Children's Environmental Health),baseline; 2 weeks; 4 weeks,"Urine, spot",LC-MS/MS after enzymatic hydrolysis,Mono(2-ethylhexyl) phthalate (MEHP),"",,,,ng/mL,,28,0.35,,,,,,,Adibi 2008
792,19724,Variability subgroup,Minority pregnant women in New York city,United States,CCCEH (Columbia Center for Children's Environmental Health),baseline; 2 weeks; 4 weeks,"Urine, spot",LC-MS/MS after enzymatic hydrolysis,Mono(2-ethyl-5-oxohexyl) phthalate (MEOHP),"",,,,ng/mL,,28,0.34,,,,,,,Adibi 2008
793,19725,Variability subgroup,Minority pregnant women in New York city,United States,CCCEH (Columbia Center for Children's Environmental Health),baseline; 2 weeks; 4 weeks,"Urine, spot",LC-MS/MS after enzymatic hydrolysis,Mono(2-ethyl-5-hydroxyhexyl) phthalate (MEHHP),"",,,,ng/mL,,28,0.36,,,,,,,Adibi 2008
794,19726,Variability subgroup,Minority pregnant women in New York city,United States,CCCEH (Columbia Center for Children's Environmental Health),baseline; 2 weeks; 4 weeks,"Urine, spot",LC-MS/MS after enzymatic hydrolysis,Mono(2-ethyl-5-carboxypentyl) phthalate (MECPP),"",,,,ng/mL,,28,0.33,,,,,,,Adibi 2008
795,19729,Variability subgroup,Minority pregnant women in New York city,United States,CCCEH (Columbia Center for Children's Environmental Health),baseline; 2 weeks; 4 weeks,"Urine, spot",LC-MS/MS after enzymatic hydrolysis,Mono(2-ethylhexyl) phthalate (MEHP),"",,,,percentRoot,,28,0.64,,,,,,,Adibi 2008
796,19730,Variability subgroup,Minority pregnant women in New York city,United States,CCCEH (Columbia Center for Children's Environmental Health),baseline; 2 weeks; 4 weeks,"Urine, spot",LC-MS/MS after enzymatic hydrolysis,Mono(2-ethylhexyl) phthalate (MEHP),"",,,,percentRoot,,28,0.6,,,,,,,Adibi 2008
