ID,Intake ID,Excretion ID,Subject group,Population,Country,Cohort,No. of subjects,Intake Assessment method,Intake,Intervention dose,Biospecimen,Analytical method,Biomarker,Structural identification,Feature selection,Area under curve,Sensitivity,Specificity,PLS-DA VIP,Beta coefficient,Beta coefficient p-value,ANOVA p-value,Publication
288,20918,20946,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Wine,,"Blood, unspecified",Chromatography,EPA (cis-20:5n-3),Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.027,6.63e-22,,Pallister 2016
289,20918,20944,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Wine,,"Blood, unspecified",Chromatography,DHA (cis-22:6n-3),Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.025,6.92e-18,,Pallister 2016
290,20918,20954,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Wine,,"Blood, unspecified",Chromatography,myo-Inositol,Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.022,1.36e-15,,Pallister 2016
291,20918,20945,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Wine,,"Blood, unspecified",Chromatography,DPA (cis-22:5n-3),Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.024,5.28e-15,,Pallister 2016
292,20918,20925,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Wine,,"Blood, unspecified",Chromatography,2-Aminobutyric acid,Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.025,2.73e-14,,Pallister 2016
293,20918,20939,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Wine,,"Blood, unspecified",Chromatography,Capric acid (10:0),Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.022,6.60e-14,,Pallister 2016
294,20918,20963,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Wine,,"Blood, unspecified",Chromatography,Piperine,Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.026,6.81e-14,,Pallister 2016
295,20918,20933,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Wine,,"Blood, unspecified",Chromatography,4-Methyl-2-oxovaleric acid,Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.021,3.44e-12,,Pallister 2016
296,20918,20938,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Wine,,"Blood, unspecified",Chromatography,beta-Hydroxyisovaleric acid,Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.02,4.44e-12,,Pallister 2016
297,20918,20940,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Wine,,"Blood, unspecified",Chromatography,Caprylic acid (8:0),Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.019,2.13e-11,,Pallister 2016
298,20918,20937,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Wine,,"Blood, unspecified",Chromatography,Benzoic acid,Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.019,3.20e-11,,Pallister 2016
299,20918,20968,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Wine,,"Blood, unspecified",Chromatography,Stearidonic acid (cis-18:4n-3),Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.019,3.17e-10,,Pallister 2016
300,20918,20926,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Wine,,"Blood, unspecified",Chromatography,2-Hydroxybutyric acid,Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.02,4.15e-10,,Pallister 2016
301,20918,20927,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Wine,,"Blood, unspecified",Chromatography,p-Hydroxyphenyllactic acid,Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.018,1.08e-9,,Pallister 2016
302,20918,20929,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Wine,,"Blood, unspecified",Chromatography,3-Methyl-2-oxobutyric acid,Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.018,2.61e-9,,Pallister 2016
303,20918,20947,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Wine,,"Blood, unspecified",Chromatography,Epiandrosterone sulfate,Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.018,6.29e-9,,Pallister 2016
304,20918,20936,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Wine,,"Blood, unspecified",Chromatography,Arachidonic acid (AA; cis-20:4n-6),Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.017,1.50e-8,,Pallister 2016
305,20918,20969,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Wine,,"Blood, unspecified",Chromatography,Theophylline,Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.018,1.99e-8,,Pallister 2016
306,20765,20777,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Vitamin supplements,,"Serum, fasting and non-fasting",GC-MS,alpha-Tocopherol,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
307,20765,20817,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Vitamin supplements,,"Serum, fasting and non-fasting",LC-MS,alpha-CEHC glucuronide,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
308,20765,20784,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Vitamin supplements,,"Urine, overnight",LC-MS,alpha-CEHC glucuronide,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
309,20765,20785,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Vitamin supplements,,"Urine, overnight",LC-MS,alpha-CEHC sulfate,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
310,20903,20952,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Cream,,"Blood, unspecified",Mass spectrometry (MS),lysoPhosphatidylcholine acyl C17:0,Biocrates,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.03,3.36e-9,,Pallister 2016
311,20903,20950,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Cream,,"Blood, unspecified",Mass spectrometry (MS),Hydroxysphingomyeline C14:1,Biocrates,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.035,2.22e-11,,Pallister 2016
312,20903,20953,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Cream,,"Blood, unspecified",Mass spectrometry (MS),lysoPhosphatidylcholine acyl C28:1,Biocrates,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.026,1.17e-7,,Pallister 2016
313,20910,20961,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Fatty fish,,"Blood, unspecified",Mass spectrometry (MS),Phosphatidylcholine diacyl C40:6,Biocrates,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.061,7.34e-11,,Pallister 2016
314,20910,20960,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Fatty fish,,"Blood, unspecified",Mass spectrometry (MS),Phosphatidylcholine diacyl C38:6,Biocrates,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.064,1.04e-11,,Pallister 2016
315,20917,20956,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Refined bread,,"Blood, unspecified",Mass spectrometry (MS),Octenoylcarnitine,Biocrates,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.012,2.45e-9,,Pallister 2016
316,20918,20959,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Wine,,"Blood, unspecified",Mass spectrometry (MS),Phosphatidylcholine diacyl C36:5,Biocrates,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.017,3.63e-9,,Pallister 2016
317,20918,20958,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Wine,,"Blood, unspecified",Mass spectrometry (MS),Phosphatidylcholine diacyl C32:1,Biocrates,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.015,9.27e-8,,Pallister 2016
318,20766,20804,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Coffee,,"Urine, overnight",GC-MS,Quinic acid,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
319,20766,20802,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Coffee,,"Urine, overnight",LC-MS,Paraxanthine,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
320,20766,20808,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Coffee,,"Urine, overnight",LC-MS,Theophylline,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
321,20766,20774,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Coffee,,"Urine, overnight",LC-MS,1-Methylxanthine,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
322,20766,20809,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Coffee,,"Urine, overnight",LC-MS,Trigonelline,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
323,20766,20773,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Coffee,,"Urine, overnight",LC-MS,1-Methyluric acid,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
324,20766,20787,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Coffee,,"Urine, overnight",LC-MS,Caffeine,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
325,20766,20771,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Coffee,,"Urine, overnight",LC-MS,"1,3-Dimethyluric acid",Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
326,20766,20772,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Coffee,,"Urine, overnight",LC-MS,"1,7-Dimethyluric acid",Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
327,20766,20782,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Coffee,,"Urine, overnight",LC-MS,AFMU,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
328,20766,20799,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Coffee,,"Urine, overnight",GC-MS,Nicotinic acid,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
329,20766,20794,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Coffee,,"Urine, overnight",LC-MS,N-(2-Furoyl)glycine,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
330,20766,20792,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Coffee,,"Urine, overnight",LC-MS,Hippuric acid,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
331,20766,20781,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Coffee,,"Urine, overnight",LC-MS,AAMU,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
332,20766,20770,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Coffee,,"Urine, overnight",LC-MS,"1,3,7-Trimethyluric acid",Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
333,20766,20828,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Coffee,,"Serum, fasting and non-fasting",LC-MS,Paraxanthine,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
334,20766,20830,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Coffee,,"Serum, fasting and non-fasting",GC-MS,Quinic acid,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
335,20766,20833,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Coffee,,"Serum, fasting and non-fasting",LC-MS,Theophylline,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
336,20766,20815,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Coffee,,"Serum, fasting and non-fasting",LC-MS,1-Methylxanthine,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
337,20766,20834,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Coffee,,"Serum, fasting and non-fasting",LC-MS,Trigonelline,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
338,20766,20819,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Coffee,,"Serum, fasting and non-fasting",LC-MS,Caffeine,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
339,20766,20813,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Coffee,,"Serum, fasting and non-fasting",LC-MS,"1,3-Dimethyluric acid",Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
340,20766,20814,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Coffee,,"Serum, fasting and non-fasting",LC-MS,"1,7-Dimethyluric acid",Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
341,20766,20820,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Coffee,,"Serum, fasting and non-fasting",LC-MS,Catechol sulfate,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
342,20766,20825,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Coffee,,"Serum, fasting and non-fasting",LC-MS,N-(2-Furoyl)glycine,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
343,20766,20812,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Coffee,,"Serum, fasting and non-fasting",LC-MS,"1,3,7-Trimethyluric acid",Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
344,20767,20824,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Sugar-sweetened beverages,,"Serum, fasting and non-fasting",LC-MS,3-Methylglutarylcarnitine,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
345,20768,20823,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Liquor,,"Serum, fasting and non-fasting",LC-MS,Ethyl glucuronide,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
346,20768,20791,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Liquor,,"Urine, overnight",LC-MS,Ethyl glucuronide,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
347,20769,20775,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Wine,,"Urine, overnight",GC-MS,"2,3-Dihydroxyisovaleric acid",Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
348,20859,20860,All,Male volunteers with high cardiovascular risk factors who consumed one of three alcoholic beverages,Spain,,61,Intervention,Wine,Red wine (272 mL/day) or dealcoholized red wine (272 mL/day) or gin (100 mL/day) every day for 4 weeks; all participants received all three interventions,"Urine, 24-h",NMR,Tartaric acid,Comparison of spectral data to databases and literature. Match.,1-way ANOVA (significant at p < 0.05), , , ,,,,4.81e-9,Vazquez-Fresno 2012
349,20859,20861,All,Male volunteers with high cardiovascular risk factors who consumed one of three alcoholic beverages,Spain,,61,Intervention,Wine,Red wine (272 mL/day) or dealcoholized red wine (272 mL/day) or gin (100 mL/day) every day for 4 weeks; all participants received all three interventions,"Urine, 24-h",NMR,Mannitol,Comparison of spectral data to databases and literature. Match.,1-way ANOVA (significant at p < 0.05), , , ,,,,3.68e-2,Vazquez-Fresno 2012
350,20859,20862,All,Male volunteers with high cardiovascular risk factors who consumed one of three alcoholic beverages,Spain,,61,Intervention,Wine,Red wine (272 mL/day) or dealcoholized red wine (272 mL/day) or gin (100 mL/day) every day for 4 weeks; all participants received all three interventions,"Urine, 24-h",NMR,Ethanol,Comparison of spectral data to databases and literature. Match.,1-way ANOVA (significant at p < 0.05), , , ,,,,1.43e-4,Vazquez-Fresno 2012
351,20859,20863,All,Male volunteers with high cardiovascular risk factors who consumed one of three alcoholic beverages,Spain,,61,Intervention,Wine,Red wine (272 mL/day) or dealcoholized red wine (272 mL/day) or gin (100 mL/day) every day for 4 weeks; all participants received all three interventions,"Urine, 24-h",NMR,3-Methyl-2-oxovaleric acid,Comparison of spectral data to databases and literature. Match.,1-way ANOVA (significant at p < 0.05), , , ,,,,1.63e-5,Vazquez-Fresno 2012
352,20859,20864,All,Male volunteers with high cardiovascular risk factors who consumed one of three alcoholic beverages,Spain,,61,Intervention,Wine,Red wine (272 mL/day) or dealcoholized red wine (272 mL/day) or gin (100 mL/day) every day for 4 weeks; all participants received all three interventions,"Urine, 24-h",NMR,4-Hydroxyphenylacetic acid,Comparison of spectral data to databases and literature. Match.,1-way ANOVA (significant at p < 0.05), , , ,,,,1.89e-2,Vazquez-Fresno 2012
353,20859,20865,All,Male volunteers with high cardiovascular risk factors who consumed one of three alcoholic beverages,Spain,,61,Intervention,Wine,Red wine (272 mL/day) or dealcoholized red wine (272 mL/day) or gin (100 mL/day) every day for 4 weeks; all participants received all three interventions,"Urine, 24-h",NMR,Hippuric acid,Comparison of spectral data to databases and literature. Match.,1-way ANOVA (significant at p < 0.05), , , ,,,,6.56e-4,Vazquez-Fresno 2012
354,20769,20840,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Wine,,"Urine, overnight",LC-MS,2-Isopropylmalic acid,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
355,20769,20800,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Wine,,"Urine, overnight",LC-MS,Nicotine,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
356,20866,20867,All,Subjects classified as SSBs consumers and SSBs non-consumers,Ireland,NANS (National Adult Nutrition Survey),565,Weighed Dietary record (4-day),Sugar-sweetened beverages,,"Urine, first morning spot",NMR,Citrulline,Addition of pure compound to urine sample. Confirmed.,Mann-Whitney U-test with Bonferroni correction (significant at p < 0.05), , , ,,,,,Gibbons 2015
357,20866,20868,All,Subjects classified as SSBs consumers and SSBs non-consumers,Ireland,NANS (National Adult Nutrition Survey),565,Weighed Dietary record (4-day),Sugar-sweetened beverages,,"Urine, first morning spot",NMR,Formic acid,Addition of pure compound to urine sample. Confirmed.,Mann-Whitney U-test with Bonferroni correction (significant at p < 0.05), , , ,,,,,Gibbons 2015
358,20866,20869,All,Subjects classified as SSBs consumers and SSBs non-consumers,Ireland,NANS (National Adult Nutrition Survey),565,Weighed Dietary record (4-day),Sugar-sweetened beverages,,"Urine, first morning spot",NMR,Isocitric acid,Addition of pure compound to urine sample. Confirmed.,Mann-Whitney U-test with Bonferroni correction (significant at p < 0.05), , , ,,,,,Gibbons 2015
359,20866,20870,All,Subjects classified as SSBs consumers and SSBs non-consumers,Ireland,NANS (National Adult Nutrition Survey),565,Weighed Dietary record (4-day),Sugar-sweetened beverages,,"Urine, first morning spot",NMR,Taurine,Addition of pure compound to urine sample. Confirmed.,Mann-Whitney U-test with Bonferroni correction (significant at p < 0.05), , , ,,,,,Gibbons 2015
360,20877,20880,All,"Subjects classified as white bread consumers (WHB), whole-grain bread consumers (WGB), and bread non-consumers (NCB)",Spain,PREDIMED (Prevención con Dieta Mediterránea),155,Food Frequency Questionnaire (FFQ),White bread,,"Urine, first morning spot",LC-MS,2-Aminophenol sulfate,"MS/MS fragmentation, searches in public databases (HMDB, LIPID MAPS, MetFrag) and litterature. Sumner level III.",OSC-PLS-DA (significant at VIP >= 1.5), , , ,,,,,Garcia-Aloy 2015
361,20877,20890,All,"Subjects classified as white bread consumers (WHB), whole-grain bread consumers (WGB), and bread non-consumers (NCB)",Spain,PREDIMED (Prevención con Dieta Mediterránea),155,Food Frequency Questionnaire (FFQ),White bread,,"Urine, first morning spot",LC-MS,HPAA glucuronide,"MS/MS fragmentation, searches in public databases (HMDB, LIPID MAPS, MetFrag) and litterature. Sumner level III.",OSC-PLS-DA (significant at VIP >= 1.5), , , ,,,,,Garcia-Aloy 2015
362,20877,20889,All,"Subjects classified as white bread consumers (WHB), whole-grain bread consumers (WGB), and bread non-consumers (NCB)",Spain,PREDIMED (Prevención con Dieta Mediterránea),155,Food Frequency Questionnaire (FFQ),White bread,,"Urine, first morning spot",LC-MS,HMBOA glucuronide,"MS/MS fragmentation, searches in public databases (HMDB, LIPID MAPS, MetFrag) and litterature. Sumner level III.",OSC-PLS-DA (significant at VIP >= 1.5), , , ,,,,,Garcia-Aloy 2015
363,20877,20888,All,"Subjects classified as white bread consumers (WHB), whole-grain bread consumers (WGB), and bread non-consumers (NCB)",Spain,PREDIMED (Prevención con Dieta Mediterránea),155,Food Frequency Questionnaire (FFQ),White bread,,"Urine, first morning spot",LC-MS,HMBOA,"MS/MS fragmentation, searches in public databases (HMDB, LIPID MAPS, MetFrag) and litterature. Sumner level III.",OSC-PLS-DA (significant at VIP >= 1.5), , , ,,,,,Garcia-Aloy 2015
364,20877,20883,All,"Subjects classified as white bread consumers (WHB), whole-grain bread consumers (WGB), and bread non-consumers (NCB)",Spain,PREDIMED (Prevención con Dieta Mediterránea),155,Food Frequency Questionnaire (FFQ),White bread,,"Urine, first morning spot",LC-MS,"3,5-DHPPA glucuronide","MS/MS fragmentation, searches in public databases (HMDB, LIPID MAPS, MetFrag) and litterature. Sumner level III.",OSC-PLS-DA (significant at VIP >= 1.5), , , ,,,,,Garcia-Aloy 2015
365,20877,20892,All,"Subjects classified as white bread consumers (WHB), whole-grain bread consumers (WGB), and bread non-consumers (NCB)",Spain,PREDIMED (Prevención con Dieta Mediterránea),155,Food Frequency Questionnaire (FFQ),White bread,,"Urine, first morning spot",LC-MS,Hydroxybenzoic acid glucuronide,"MS/MS fragmentation, searches in public databases (HMDB, LIPID MAPS, MetFrag) and litterature. Sumner level III.",OSC-PLS-DA (significant at VIP >= 1.5), , , ,,,,,Garcia-Aloy 2015
366,20877,20894,All,"Subjects classified as white bread consumers (WHB), whole-grain bread consumers (WGB), and bread non-consumers (NCB)",Spain,PREDIMED (Prevención con Dieta Mediterránea),155,Food Frequency Questionnaire (FFQ),White bread,,"Urine, first morning spot",LC-MS,Riboflavin,"MS/MS fragmentation, searches in public databases (HMDB, LIPID MAPS, MetFrag) and litterature. Sumner level II.",OSC-PLS-DA (significant at VIP >= 1.5), , , ,,,,,Garcia-Aloy 2015
