"accession","InChIKey","Name","PrecursorMZ","Ion_mode"
"MSBNK-Antwerp_Univ-AN115527","RWCHSWLUPRJYEX-UHFFFAOYSA-N","Mono-hydroxy-isononyl phthalate","307.1551","NEGATIVE"
"MSBNK-Antwerp_Univ-AN120628","SDDLEVPIDBLVHC-UHFFFAOYSA-N","Bisphenol Z","267.1391","NEGATIVE"
"MSBNK-Antwerp_Univ-AN115332","XFGRNAPKLGXDGF-UHFFFAOYSA-N","Mono-(2-ethyl-5-carboxypentyl) phthalate","307.1187","NEGATIVE"
"MSBNK-Antwerp_Univ-AN121232","FKZIDBGIZLBDDF-UHFFFAOYSA-N","4-((4-(Allyloxy)phenyl)sulfonyl)phenol","289.054","NEGATIVE"
"MSBNK-Antwerp_Univ-AN115526","RWCHSWLUPRJYEX-UHFFFAOYSA-N","Mono-hydroxy-isononyl phthalate","307.1551","NEGATIVE"
"MSBNK-Antwerp_Univ-AN115328","XFGRNAPKLGXDGF-UHFFFAOYSA-N","Mono-(2-ethyl-5-carboxypentyl) phthalate","307.1187","NEGATIVE"
"MSBNK-Antwerp_Univ-AN114829","YZBOVSFWWNVKRJ-UHFFFAOYSA-N","Monobutyl phthalate","221.0819","NEGATIVE"
"MSBNK-Antwerp_Univ-AN113236","XLMWFRRVVDGMRV-UHFFFAOYSA-N","Mono(2-ethyl-5-oxohexyl) adipate","271.1551","NEGATIVE"
"MSBNK-Antwerp_Univ-AN114225","NSGSMZPMFOBAFF-UHFFFAOYSA-N","Mono-2-(propyl-6-oxoheptyl)-phthalate","319.1551","NEGATIVE"
"MSBNK-Antwerp_Univ-AN115731","IOWADRRGIUUGJH-UHFFFAOYSA-N","Mono-carboxy-isononyl phthalate","335.15","NEGATIVE"
"MSBNK-Antwerp_Univ-AN113925","WPTRTTWYMWWUTQ-PFSRBDOWSA-N","Cyclohexane-1,2-dicarboxylic mono hydroxyisononyl ester","313.202","NEGATIVE"
"MSBNK-Antwerp_Univ-AN116036","GSEREAHHKPORII-UHFFFAOYSA-N","Mono(2-ethyl-5-carboxypentyl) adipate","287.15","NEGATIVE"
"MSBNK-Antwerp_Univ-AN120128","ZFVMWEVVKGLCIJ-UHFFFAOYSA-N","Bisphenol AF","335.0512","NEGATIVE"
"MSBNK-Antwerp_Univ-AN120834","VPWNQTHUCYMVMZ-UHFFFAOYSA-N","Bisphenol S","249.0227","NEGATIVE"
"MSBNK-Antwerp_Univ-AN114232","NSGSMZPMFOBAFF-UHFFFAOYSA-N","Mono-2-(propyl-6-oxoheptyl)-phthalate","319.1551","NEGATIVE"
"MSBNK-Antwerp_Univ-AN114830","YZBOVSFWWNVKRJ-UHFFFAOYSA-N","Monobutyl phthalate","221.0819","NEGATIVE"
"MSBNK-Antwerp_Univ-AN120229","VOWWYDCFAISREI-UHFFFAOYSA-N","Bisphenol AP","289.1234","NEGATIVE"
"MSBNK-Antwerp_Univ-AN113326","MBGYSHXGENGTBP-UHFFFAOYSA-N","Mono(2-ethylhexyl) adipate","257.1758","NEGATIVE"
"MSBNK-Antwerp_Univ-AN115330","XFGRNAPKLGXDGF-UHFFFAOYSA-N","Mono-(2-ethyl-5-carboxypentyl) phthalate","307.1187","NEGATIVE"
"MSBNK-Antwerp_Univ-AN115826","BIQPFHSSQDGFTK-UHFFFAOYSA-N","Mono(2-ethyl-5-carboxypentyl) terephthalate","307.1187","NEGATIVE"
"MSBNK-Antwerp_Univ-AN120332","HTVITOHKHWFJKO-UHFFFAOYSA-N","Bisphenol B","241.1234","NEGATIVE"
"MSBNK-Antwerp_Univ-AN114725","RZJSUWQGFCHNFS-UHFFFAOYSA-N","Mono-iso-butyl phthalate","221.0819","NEGATIVE"
"MSBNK-Antwerp_Univ-AN113329","MBGYSHXGENGTBP-UHFFFAOYSA-N","Mono(2-ethylhexyl) adipate","257.1758","NEGATIVE"
"MSBNK-Antwerp_Univ-AN124329","YEDUAINPPJYDJZ-UHFFFAOYSA-N","2-Hydroxy benzothiazole","150.0019","NEGATIVE"
"MSBNK-Antwerp_Univ-AN116727","JYFHYPJRHGVZDY-UHFFFAOYSA-N","Di-n-butyl phosphate","209.0948","NEGATIVE"
"MSBNK-Antwerp_Univ-AN120831","VPWNQTHUCYMVMZ-UHFFFAOYSA-N","Bisphenol S","249.0227","NEGATIVE"
"MSBNK-Antwerp_Univ-AN114425","DJDSLBVSSOQSLW-UHFFFAOYSA-N","Mono(2-ethylhexyl) phthalate","277.1445","NEGATIVE"
"MSBNK-Antwerp_Univ-AN120231","VOWWYDCFAISREI-UHFFFAOYSA-N","Bisphenol AP","289.1234","NEGATIVE"
"MSBNK-Antwerp_Univ-AN115628","WXSCEQXIHBEPIQ-UHFFFAOYSA-N","2,4-Di-(2-ethylhexyl) trimellitate ","433.2596","NEGATIVE"
"MSBNK-Antwerp_Univ-AN116325","RRYJOTVSZOKNQZ-UHFFFAOYSA-N","2-Ethyl-4-hydroxyhexylsalicylate","265.1445","NEGATIVE"
"MSBNK-Antwerp_Univ-AN113733","IGGVQTVKZINOGK-NOYMGPGASA-N","Mono-isononyl-cyclohexane-1,2-dicarboxylate","297.2071","NEGATIVE"
"MSBNK-Antwerp_Univ-AN115027","YWWHKOHZGJFMIE-UHFFFAOYSA-N","Mono-ethyl phthalate","193.0506","NEGATIVE"
"MSBNK-Antwerp_Univ-AN115734","IOWADRRGIUUGJH-UHFFFAOYSA-N","Mono-carboxy-isononyl phthalate","335.15","NEGATIVE"
"MSBNK-Antwerp_Univ-AN124832","LRUDIIUSNGCQKF-UHFFFAOYSA-N","5-Methylbenzotriazole","132.0567","NEGATIVE"
"MSBNK-Antwerp_Univ-AN120129","ZFVMWEVVKGLCIJ-UHFFFAOYSA-N","Bisphenol AF","335.0512","NEGATIVE"
"MSBNK-Antwerp_Univ-AN115733","IOWADRRGIUUGJH-UHFFFAOYSA-N","Mono-carboxy-isononyl phthalate","335.15","NEGATIVE"
"MSBNK-Antwerp_Univ-AN115029","YWWHKOHZGJFMIE-UHFFFAOYSA-N","Mono-ethyl phthalate","193.0506","NEGATIVE"
"MSBNK-Antwerp_Univ-AN116226","KULBMKDJNJVMBC-UHFFFAOYSA-N","2-Hydroxyethylhexylsalicylate","265.1445","NEGATIVE"
"MSBNK-Antwerp_Univ-AN116136","NYIGBVYKJGITTA-UHFFFAOYSA-N","2-Ethyl-oxo-hexylsalicylate","263.1289","NEGATIVE"
"MSBNK-Antwerp_Univ-AN116829","ASMQGLCHMVWBQR-UHFFFAOYSA-N","Diphenyl phosphate","249.0322","NEGATIVE"
"MSBNK-Antwerp_Univ-AN120234","VOWWYDCFAISREI-UHFFFAOYSA-N","Bisphenol AP","289.1234","NEGATIVE"
"MSBNK-Antwerp_Univ-AN116726","JYFHYPJRHGVZDY-UHFFFAOYSA-N","Di-n-butyl phosphate","209.0948","NEGATIVE"
"MSBNK-Antwerp_Univ-AN113726","IGGVQTVKZINOGK-NOYMGPGASA-N","Mono-isononyl-cyclohexane-1,2-dicarboxylate","297.2071","NEGATIVE"
"MSBNK-Antwerp_Univ-AN114929","PMDKYLLIOLFQPO-UHFFFAOYSA-N","Monocyclohexyl phthalate","247.0976","NEGATIVE"
"MSBNK-Antwerp_Univ-AN113227","XLMWFRRVVDGMRV-UHFFFAOYSA-N","Mono(2-ethyl-5-oxohexyl) adipate","271.1551","NEGATIVE"
"MSBNK-Antwerp_Univ-AN115533","RWCHSWLUPRJYEX-UHFFFAOYSA-N","Mono-hydroxy-isononyl phthalate","307.1551","NEGATIVE"
"MSBNK-Antwerp_Univ-AN121228","FKZIDBGIZLBDDF-UHFFFAOYSA-N","4-((4-(Allyloxy)phenyl)sulfonyl)phenol","289.054","NEGATIVE"
"MSBNK-Antwerp_Univ-AN121229","FKZIDBGIZLBDDF-UHFFFAOYSA-N","4-((4-(Allyloxy)phenyl)sulfonyl)phenol","289.054","NEGATIVE"
"MSBNK-Antwerp_Univ-AN116730","JYFHYPJRHGVZDY-UHFFFAOYSA-N","Di-n-butyl phosphate","209.0948","NEGATIVE"
"MSBNK-Antwerp_Univ-AN116131","NYIGBVYKJGITTA-UHFFFAOYSA-N","2-Ethyl-oxo-hexylsalicylate","263.1289","NEGATIVE"
"MSBNK-Antwerp_Univ-AN113225","XLMWFRRVVDGMRV-UHFFFAOYSA-N","Mono(2-ethyl-5-oxohexyl) adipate","271.1551","NEGATIVE"
"MSBNK-Antwerp_Univ-AN113429","GUWFIYHOYMKEJE-UHFFFAOYSA-N","Mono(2-ethyl-5-hydroxyhexyl) adipate","273.1707","NEGATIVE"
"MSBNK-Antwerp_Univ-AN120525","GIXXQTYGFOHYPT-UHFFFAOYSA-N","Bisphenol P","345.186","NEGATIVE"
"MSBNK-Antwerp_Univ-AN115933","BAIGYCWXMXEZKY-UHFFFAOYSA-N","Mono(2-ethyl-oxo-hexyl) trimelliate","335.1136","NEGATIVE"
"MSBNK-Antwerp_Univ-AN114128","KNDRVUYMYPIFIU-UHFFFAOYSA-N","6-Hydroxy Monopropylheptylphthalate","321.1707","NEGATIVE"
"MSBNK-Antwerp_Univ-AN113433","GUWFIYHOYMKEJE-UHFFFAOYSA-N","Mono(2-ethyl-5-hydroxyhexyl) adipate","273.1707","NEGATIVE"
"MSBNK-Antwerp_Univ-AN113332","MBGYSHXGENGTBP-UHFFFAOYSA-N","Mono(2-ethylhexyl) adipate","257.1758","NEGATIVE"
"MSBNK-Antwerp_Univ-AN124332","YEDUAINPPJYDJZ-UHFFFAOYSA-N","2-Hydroxy benzothiazole","150.0019","NEGATIVE"
"MSBNK-Antwerp_Univ-AN116825","ASMQGLCHMVWBQR-UHFFFAOYSA-N","Diphenyl phosphate","249.0322","NEGATIVE"
"MSBNK-Antwerp_Univ-AN116128","NYIGBVYKJGITTA-UHFFFAOYSA-N","2-Ethyl-oxo-hexylsalicylate","263.1289","NEGATIVE"
"MSBNK-Antwerp_Univ-AN120835","VPWNQTHUCYMVMZ-UHFFFAOYSA-N","Bisphenol S","249.0227","NEGATIVE"
"MSBNK-Antwerp_Univ-AN114927","PMDKYLLIOLFQPO-UHFFFAOYSA-N","Monocyclohexyl phthalate","247.0976","NEGATIVE"
"MSBNK-Antwerp_Univ-AN113435","GUWFIYHOYMKEJE-UHFFFAOYSA-N","Mono(2-ethyl-5-hydroxyhexyl) adipate","273.1707","NEGATIVE"
"MSBNK-Antwerp_Univ-AN115326","XFGRNAPKLGXDGF-UHFFFAOYSA-N","Mono-(2-ethyl-5-carboxypentyl) phthalate","307.1187","NEGATIVE"
"MSBNK-Antwerp_Univ-AN120328","HTVITOHKHWFJKO-UHFFFAOYSA-N","Bisphenol B","241.1234","NEGATIVE"
"MSBNK-Antwerp_Univ-AN115025","YWWHKOHZGJFMIE-UHFFFAOYSA-N","Mono-ethyl phthalate","193.0506","NEGATIVE"
"MSBNK-Antwerp_Univ-AN113336","MBGYSHXGENGTBP-UHFFFAOYSA-N","Mono(2-ethylhexyl) adipate","257.1758","NEGATIVE"
"MSBNK-Antwerp_Univ-AN120125","ZFVMWEVVKGLCIJ-UHFFFAOYSA-N","Bisphenol AF","335.0512","NEGATIVE"
"MSBNK-Antwerp_Univ-AN114527","RYPQSGURZSTFSX-UHFFFAOYSA-N","Mono(2-ethyl-5-hydroxyhexyl)phthalate","293.1394","NEGATIVE"
"MSBNK-Antwerp_Univ-AN120336","HTVITOHKHWFJKO-UHFFFAOYSA-N","Bisphenol B","241.1234","NEGATIVE"
"MSBNK-Antwerp_Univ-AN120836","VPWNQTHUCYMVMZ-UHFFFAOYSA-N","Bisphenol S","249.0227","NEGATIVE"
"MSBNK-Antwerp_Univ-AN115129","FNJSWIPFHMKRAT-UHFFFAOYSA-N","Mono-methyl phthalate","179.035","NEGATIVE"
"MSBNK-Antwerp_Univ-AN115828","BIQPFHSSQDGFTK-UHFFFAOYSA-N","Mono(2-ethyl-5-carboxypentyl) terephthalate","307.1187","NEGATIVE"
"MSBNK-Antwerp_Univ-AN124327","YEDUAINPPJYDJZ-UHFFFAOYSA-N","2-Hydroxy benzothiazole","150.0019","NEGATIVE"
"MSBNK-Antwerp_Univ-AN116135","NYIGBVYKJGITTA-UHFFFAOYSA-N","2-Ethyl-oxo-hexylsalicylate","263.1289","NEGATIVE"
"MSBNK-Antwerp_Univ-AN114134","KNDRVUYMYPIFIU-UHFFFAOYSA-N","6-Hydroxy Monopropylheptylphthalate","321.1707","NEGATIVE"
"MSBNK-Antwerp_Univ-AN115732","IOWADRRGIUUGJH-UHFFFAOYSA-N","Mono-carboxy-isononyl phthalate","335.15","NEGATIVE"
"MSBNK-Antwerp_Univ-AN115530","RWCHSWLUPRJYEX-UHFFFAOYSA-N","Mono-hydroxy-isononyl phthalate","307.1551","NEGATIVE"
"MSBNK-Antwerp_Univ-AN115936","BAIGYCWXMXEZKY-UHFFFAOYSA-N","Mono(2-ethyl-oxo-hexyl) trimelliate","335.1136","NEGATIVE"
"MSBNK-Antwerp_Univ-AN114426","DJDSLBVSSOQSLW-UHFFFAOYSA-N","Mono(2-ethylhexyl) phthalate","277.1445","NEGATIVE"
"MSBNK-Antwerp_Univ-AN124328","YEDUAINPPJYDJZ-UHFFFAOYSA-N","2-Hydroxy benzothiazole","150.0019","NEGATIVE"
"MSBNK-Antwerp_Univ-AN120627","SDDLEVPIDBLVHC-UHFFFAOYSA-N","Bisphenol Z","267.1391","NEGATIVE"
"MSBNK-Antwerp_Univ-AN114136","KNDRVUYMYPIFIU-UHFFFAOYSA-N","6-Hydroxy Monopropylheptylphthalate","321.1707","NEGATIVE"
"MSBNK-Antwerp_Univ-AN113729","IGGVQTVKZINOGK-NOYMGPGASA-N","Mono-isononyl-cyclohexane-1,2-dicarboxylate","297.2071","NEGATIVE"
"MSBNK-Antwerp_Univ-AN115827","BIQPFHSSQDGFTK-UHFFFAOYSA-N","Mono(2-ethyl-5-carboxypentyl) terephthalate","307.1187","NEGATIVE"
"MSBNK-Antwerp_Univ-AN120626","SDDLEVPIDBLVHC-UHFFFAOYSA-N","Bisphenol Z","267.1391","NEGATIVE"
"MSBNK-Antwerp_Univ-AN121225","FKZIDBGIZLBDDF-UHFFFAOYSA-N","4-((4-(Allyloxy)phenyl)sulfonyl)phenol","289.054","NEGATIVE"
"MSBNK-Antwerp_Univ-AN114130","KNDRVUYMYPIFIU-UHFFFAOYSA-N","6-Hydroxy Monopropylheptylphthalate","321.1707","NEGATIVE"
"MSBNK-Antwerp_Univ-AN120830","VPWNQTHUCYMVMZ-UHFFFAOYSA-N","Bisphenol S","249.0227","NEGATIVE"
"MSBNK-Antwerp_Univ-AN115926","BAIGYCWXMXEZKY-UHFFFAOYSA-N","Mono(2-ethyl-oxo-hexyl) trimelliate","335.1136","NEGATIVE"
"MSBNK-Antwerp_Univ-AN116133","NYIGBVYKJGITTA-UHFFFAOYSA-N","2-Ethyl-oxo-hexylsalicylate","263.1289","NEGATIVE"
"MSBNK-Antwerp_Univ-AN115934","BAIGYCWXMXEZKY-UHFFFAOYSA-N","Mono(2-ethyl-oxo-hexyl) trimelliate","335.1136","NEGATIVE"
"MSBNK-Antwerp_Univ-AN114727","RZJSUWQGFCHNFS-UHFFFAOYSA-N","Mono-iso-butyl phthalate","221.0819","NEGATIVE"
"MSBNK-Antwerp_Univ-AN120226","VOWWYDCFAISREI-UHFFFAOYSA-N","Bisphenol AP","289.1234","NEGATIVE"
"MSBNK-Antwerp_Univ-AN116225","KULBMKDJNJVMBC-UHFFFAOYSA-N","2-Hydroxyethylhexylsalicylate","265.1445","NEGATIVE"
"MSBNK-Antwerp_Univ-AN116230","KULBMKDJNJVMBC-UHFFFAOYSA-N","2-Hydroxyethylhexylsalicylate","265.1445","NEGATIVE"
"MSBNK-Antwerp_Univ-AN123825","IGFHQQFPSIBGKE-UHFFFAOYSA-N","4-Nonylphenol","219.1754","NEGATIVE"
"MSBNK-Antwerp_Univ-AN121226","FKZIDBGIZLBDDF-UHFFFAOYSA-N","4-((4-(Allyloxy)phenyl)sulfonyl)phenol","289.054","NEGATIVE"
"MSBNK-Antwerp_Univ-AN120235","VOWWYDCFAISREI-UHFFFAOYSA-N","Bisphenol AP","289.1234","NEGATIVE"
"MSBNK-Antwerp_Univ-AN120136","ZFVMWEVVKGLCIJ-UHFFFAOYSA-N","Bisphenol AF","335.0512","NEGATIVE"
"MSBNK-Antwerp_Univ-AN113330","MBGYSHXGENGTBP-UHFFFAOYSA-N","Mono(2-ethylhexyl) adipate","257.1758","NEGATIVE"
"MSBNK-Antwerp_Univ-AN124025","NTDQQZYCCIDJRK-UHFFFAOYSA-N","4-n-Octylphenol","205.1598","NEGATIVE"
"MSBNK-Antwerp_Univ-AN113526","HRUJAEJKCNCOGW-UHFFFAOYSA-N","Mono(2-ethylhexyl) terephthalate","277.1445","NEGATIVE"
"MSBNK-Antwerp_Univ-AN114530","RYPQSGURZSTFSX-UHFFFAOYSA-N","Mono(2-ethyl-5-hydroxyhexyl)phthalate","293.1394","NEGATIVE"
"MSBNK-Antwerp_Univ-AN113731","IGGVQTVKZINOGK-NOYMGPGASA-N","Mono-isononyl-cyclohexane-1,2-dicarboxylate","297.2071","NEGATIVE"
"MSBNK-Antwerp_Univ-AN120025","IISBACLAFKSPIT-UHFFFAOYSA-N","BisphenolA","227.1078","NEGATIVE"
"MSBNK-Antwerp_Univ-AN115126","FNJSWIPFHMKRAT-UHFFFAOYSA-N","Mono-methyl phthalate","179.035","NEGATIVE"
"MSBNK-Antwerp_Univ-AN120625","SDDLEVPIDBLVHC-UHFFFAOYSA-N","Bisphenol Z","267.1391","NEGATIVE"
"MSBNK-Antwerp_Univ-AN113930","WPTRTTWYMWWUTQ-PFSRBDOWSA-N","Cyclohexane-1,2-dicarboxylic mono hydroxyisononyl ester","313.202","NEGATIVE"
"MSBNK-Antwerp_Univ-AN114726","RZJSUWQGFCHNFS-UHFFFAOYSA-N","Mono-iso-butyl phthalate","221.0819","NEGATIVE"
"MSBNK-Antwerp_Univ-AN120331","HTVITOHKHWFJKO-UHFFFAOYSA-N","Bisphenol B","241.1234","NEGATIVE"
"MSBNK-Antwerp_Univ-AN124335","YEDUAINPPJYDJZ-UHFFFAOYSA-N","2-Hydroxy benzothiazole","150.0019","NEGATIVE"
"MSBNK-Antwerp_Univ-AN120827","VPWNQTHUCYMVMZ-UHFFFAOYSA-N","Bisphenol S","249.0227","NEGATIVE"
"MSBNK-Antwerp_Univ-AN114729","RZJSUWQGFCHNFS-UHFFFAOYSA-N","Mono-iso-butyl phthalate","221.0819","NEGATIVE"
"MSBNK-Antwerp_Univ-AN113627","ODRKAFOVPBFSIN-UHFFFAOYSA-N","Mono(2-ethyl-5-hydroxyhexyl) terephthalate","293.1394","NEGATIVE"
"MSBNK-Antwerp_Univ-AN114135","KNDRVUYMYPIFIU-UHFFFAOYSA-N","6-Hydroxy Monopropylheptylphthalate","321.1707","NEGATIVE"
"MSBNK-Antwerp_Univ-AN123827","IGFHQQFPSIBGKE-UHFFFAOYSA-N","4-Nonylphenol","219.1754","NEGATIVE"
"MSBNK-Antwerp_Univ-AN120533","GIXXQTYGFOHYPT-UHFFFAOYSA-N","Bisphenol P","345.186","NEGATIVE"
"MSBNK-Antwerp_Univ-AN115030","YWWHKOHZGJFMIE-UHFFFAOYSA-N","Mono-ethyl phthalate","193.0506","NEGATIVE"
"MSBNK-Antwerp_Univ-AN115830","BIQPFHSSQDGFTK-UHFFFAOYSA-N","Mono(2-ethyl-5-carboxypentyl) terephthalate","307.1187","NEGATIVE"
"MSBNK-Antwerp_Univ-AN113933","WPTRTTWYMWWUTQ-PFSRBDOWSA-N","Cyclohexane-1,2-dicarboxylic mono hydroxyisononyl ester","313.202","NEGATIVE"
"MSBNK-Antwerp_Univ-AN116827","ASMQGLCHMVWBQR-UHFFFAOYSA-N","Diphenyl phosphate","249.0322","NEGATIVE"
"MSBNK-Antwerp_Univ-AN121127","CUMWGMLODONKKD-OIJGMWSASA-N","BPS glucuronide","425.0548","NEGATIVE"
"MSBNK-Antwerp_Univ-AN114627","HCWNFKHKKHNSSL-UHFFFAOYSA-N","Mono(2-ethyl-5-oxohexyl)phthalate","291.1238","NEGATIVE"
"MSBNK-Antwerp_Univ-AN114332","DPQMLPCFIOCYFY-UHFFFAOYSA-N","Mono(2-propyl-6-carboxyhexyl) phthalate","335.15","NEGATIVE"
"MSBNK-Antwerp_Univ-AN116327","RRYJOTVSZOKNQZ-UHFFFAOYSA-N","2-Ethyl-4-hydroxyhexylsalicylate","265.1445","NEGATIVE"
"MSBNK-Antwerp_Univ-AN113833","HGYNPCSGHWFMTB-KFTPUPIBSA-N","Cyclohexane-1,2-dicarboxylic mono carboxyisooctyl ester","327.1813","NEGATIVE"
"MSBNK-Antwerp_Univ-AN116035","GSEREAHHKPORII-UHFFFAOYSA-N","Mono(2-ethyl-5-carboxypentyl) adipate","287.15","NEGATIVE"
"MSBNK-Antwerp_Univ-AN123925","ISAVYTVYFVQUDY-UHFFFAOYSA-N","4-tert-Octylphenol","205.1598","NEGATIVE"
"MSBNK-Antwerp_Univ-AN113331","MBGYSHXGENGTBP-UHFFFAOYSA-N","Mono(2-ethylhexyl) adipate","257.1758","NEGATIVE"
"MSBNK-Antwerp_Univ-AN120131","ZFVMWEVVKGLCIJ-UHFFFAOYSA-N","Bisphenol AF","335.0512","NEGATIVE"
"MSBNK-Antwerp_Univ-AN115327","XFGRNAPKLGXDGF-UHFFFAOYSA-N","Mono-(2-ethyl-5-carboxypentyl) phthalate","307.1187","NEGATIVE"
"MSBNK-Antwerp_Univ-AN114827","YZBOVSFWWNVKRJ-UHFFFAOYSA-N","Monobutyl phthalate","221.0819","NEGATIVE"
"MSBNK-Antwerp_Univ-AN115128","FNJSWIPFHMKRAT-UHFFFAOYSA-N","Mono-methyl phthalate","179.035","NEGATIVE"
"MSBNK-Antwerp_Univ-AN114325","DPQMLPCFIOCYFY-UHFFFAOYSA-N","Mono(2-propyl-6-carboxyhexyl) phthalate","335.15","NEGATIVE"
"MSBNK-Antwerp_Univ-AN114630","HCWNFKHKKHNSSL-UHFFFAOYSA-N","Mono(2-ethyl-5-oxohexyl)phthalate","291.1238","NEGATIVE"
"MSBNK-Antwerp_Univ-AN115935","BAIGYCWXMXEZKY-UHFFFAOYSA-N","Mono(2-ethyl-oxo-hexyl) trimelliate","335.1136","NEGATIVE"
"MSBNK-Antwerp_Univ-AN116326","RRYJOTVSZOKNQZ-UHFFFAOYSA-N","2-Ethyl-4-hydroxyhexylsalicylate","265.1445","NEGATIVE"
"MSBNK-Antwerp_Univ-AN114629","HCWNFKHKKHNSSL-UHFFFAOYSA-N","Mono(2-ethyl-5-oxohexyl)phthalate","291.1238","NEGATIVE"
"MSBNK-Antwerp_Univ-AN113230","XLMWFRRVVDGMRV-UHFFFAOYSA-N","Mono(2-ethyl-5-oxohexyl) adipate","271.1551","NEGATIVE"
"MSBNK-Antwerp_Univ-AN114235","NSGSMZPMFOBAFF-UHFFFAOYSA-N","Mono-2-(propyl-6-oxoheptyl)-phthalate","319.1551","NEGATIVE"
"MSBNK-Antwerp_Univ-AN120632","SDDLEVPIDBLVHC-UHFFFAOYSA-N","Bisphenol Z","267.1391","NEGATIVE"
"MSBNK-Antwerp_Univ-AN121227","FKZIDBGIZLBDDF-UHFFFAOYSA-N","4-((4-(Allyloxy)phenyl)sulfonyl)phenol","289.054","NEGATIVE"
"MSBNK-Antwerp_Univ-AN115932","BAIGYCWXMXEZKY-UHFFFAOYSA-N","Mono(2-ethyl-oxo-hexyl) trimelliate","335.1136","NEGATIVE"
"MSBNK-Antwerp_Univ-AN115627","WXSCEQXIHBEPIQ-UHFFFAOYSA-N","2,4-Di-(2-ethylhexyl) trimellitate ","433.2596","NEGATIVE"
"MSBNK-Antwerp_Univ-AN116127","NYIGBVYKJGITTA-UHFFFAOYSA-N","2-Ethyl-oxo-hexylsalicylate","263.1289","NEGATIVE"
"MSBNK-Antwerp_Univ-AN115930","BAIGYCWXMXEZKY-UHFFFAOYSA-N","Mono(2-ethyl-oxo-hexyl) trimelliate","335.1136","NEGATIVE"
"MSBNK-Antwerp_Univ-AN120526","GIXXQTYGFOHYPT-UHFFFAOYSA-N","Bisphenol P","345.186","NEGATIVE"
"MSBNK-Antwerp_Univ-AN114430","DJDSLBVSSOQSLW-UHFFFAOYSA-N","Mono(2-ethylhexyl) phthalate","277.1445","NEGATIVE"
"MSBNK-Antwerp_Univ-AN120330","HTVITOHKHWFJKO-UHFFFAOYSA-N","Bisphenol B","241.1234","NEGATIVE"
"MSBNK-Antwerp_Univ-AN114528","RYPQSGURZSTFSX-UHFFFAOYSA-N","Mono(2-ethyl-5-hydroxyhexyl)phthalate","293.1394","NEGATIVE"
"MSBNK-Antwerp_Univ-AN113528","HRUJAEJKCNCOGW-UHFFFAOYSA-N","Mono(2-ethylhexyl) terephthalate","277.1445","NEGATIVE"
"MSBNK-Antwerp_Univ-AN114230","NSGSMZPMFOBAFF-UHFFFAOYSA-N","Mono-2-(propyl-6-oxoheptyl)-phthalate","319.1551","NEGATIVE"
"MSBNK-Antwerp_Univ-AN113932","WPTRTTWYMWWUTQ-PFSRBDOWSA-N","Cyclohexane-1,2-dicarboxylic mono hydroxyisononyl ester","313.202","NEGATIVE"
"MSBNK-Antwerp_Univ-AN114429","DJDSLBVSSOQSLW-UHFFFAOYSA-N","Mono(2-ethylhexyl) phthalate","277.1445","NEGATIVE"
"MSBNK-Antwerp_Univ-AN120228","VOWWYDCFAISREI-UHFFFAOYSA-N","Bisphenol AP","289.1234","NEGATIVE"
"MSBNK-Antwerp_Univ-AN113228","XLMWFRRVVDGMRV-UHFFFAOYSA-N","Mono(2-ethyl-5-oxohexyl) adipate","271.1551","NEGATIVE"
"MSBNK-Antwerp_Univ-AN124836","LRUDIIUSNGCQKF-UHFFFAOYSA-N","5-Methylbenzotriazole","132.0567","NEGATIVE"
"MSBNK-Antwerp_Univ-AN115125","FNJSWIPFHMKRAT-UHFFFAOYSA-N","Mono-methyl phthalate","179.035","NEGATIVE"
"MSBNK-Antwerp_Univ-AN116330","RRYJOTVSZOKNQZ-UHFFFAOYSA-N","2-Ethyl-4-hydroxyhexylsalicylate","265.1445","NEGATIVE"
"MSBNK-Antwerp_Univ-AN114633","HCWNFKHKKHNSSL-UHFFFAOYSA-N","Mono(2-ethyl-5-oxohexyl)phthalate","291.1238","NEGATIVE"
"MSBNK-Antwerp_Univ-AN114533","RYPQSGURZSTFSX-UHFFFAOYSA-N","Mono(2-ethyl-5-hydroxyhexyl)phthalate","293.1394","NEGATIVE"
"MSBNK-Antwerp_Univ-AN113928","WPTRTTWYMWWUTQ-PFSRBDOWSA-N","Cyclohexane-1,2-dicarboxylic mono hydroxyisononyl ester","313.202","NEGATIVE"
"MSBNK-Antwerp_Univ-AN120527","GIXXQTYGFOHYPT-UHFFFAOYSA-N","Bisphenol P","345.186","NEGATIVE"
"MSBNK-Antwerp_Univ-AN124830","LRUDIIUSNGCQKF-UHFFFAOYSA-N","5-Methylbenzotriazole","132.0567","NEGATIVE"
"MSBNK-Antwerp_Univ-AN120629","SDDLEVPIDBLVHC-UHFFFAOYSA-N","Bisphenol Z","267.1391","NEGATIVE"
"MSBNK-Antwerp_Univ-AN115130","FNJSWIPFHMKRAT-UHFFFAOYSA-N","Mono-methyl phthalate","179.035","NEGATIVE"
"MSBNK-Antwerp_Univ-AN115532","RWCHSWLUPRJYEX-UHFFFAOYSA-N","Mono-hydroxy-isononyl phthalate","307.1551","NEGATIVE"
"MSBNK-Antwerp_Univ-AN114132","KNDRVUYMYPIFIU-UHFFFAOYSA-N","6-Hydroxy Monopropylheptylphthalate","321.1707","NEGATIVE"
