"inchikey","id","name","precursormz","accession"
"PCZOHLXUXFIOCF-BXMDZJJMSA-N","MSBNK-Athens_Univ-AU221233","Lovastatin","427.2455","T3D4787"
"PCZOHLXUXFIOCF-BXMDZJJMSA-N","AU221208","Lovastatin","405.2636","T3D4787"
"PCZOHLXUXFIOCF-BXMDZJJMSA-N","O=C1OC(CCC2C(C=CC3=CC(C)CC(OC(=O)C(C)CC)C32)C)CC(O)C1","Lovastatin","443.219421386719","T3D4787"
"PCZOHLXUXFIOCF-BXMDZJJMSA-N","O=C1OC(CCC2C(C=CC3=CC(C)CC(OC(=O)C(C)CC)C32)C)CC(O)C1","Lovatatin","450.322","T3D4787"
"PCZOHLXUXFIOCF-BXMDZJJMSA-N","O=C1OC(CCC2C(C=CC3=CC(C)CC(OC(=O)C(C)CC)C32)C)CC(O)C1","Lovastatin","427.245483398438","T3D4787"
"PCZOHLXUXFIOCF-BXMDZJJMSA-N","O=C1OC(CCC2C(C=CC3=CC(C)CC(OC(=O)C(C)CC)C32)C)CC(O)C1","lovastatin","405.267","T3D4787"
"PCZOHLXUXFIOCF-BXMDZJJMSA-N","O=C1OC(CCC2C(C=CC3=CC(C)CC(OC(=O)C(C)CC)C32)C)CC(O)C1","LOVASTATIN","443.237316894531","T3D4787"
"PCZOHLXUXFIOCF-BXMDZJJMSA-N","VF-NPL-QTOF008371","LOVASTATIN","405.2629","T3D4787"
"PCZOHLXUXFIOCF-BXMDZJJMSA-N","CCMSLIB00000077134","Lovastatin","405.265","T3D4787"
"PCZOHLXUXFIOCF-BXMDZJJMSA-N","O=C1OC(CCC2C(C=CC3=CC(C)CC(OC(=O)C(C)CC)C32)C)CC(O)C1","NCGC00023509-16_C24H36O5_(1S,3R,7S,8S,8aR)-8-{2-[(2R,4R)-4-Hydroxy-6-oxotetrahydro-2H-pyran-2-yl]ethyl}-3,7-dimethyl-1,2,3,7,8,8a-hexahydro-1-naphthalenyl (2S)-2-methylbutanoate","387.252","T3D4787"
"PCZOHLXUXFIOCF-BXMDZJJMSA-N","CCMSLIB00000084933","MLS000069585-01!","405.266","T3D4787"
"PDMMFKSKQVNJMI-BLQWBTBKSA-N","MSBNK-LCSB-LU139104","Testosterone propionate","345.2424","T3D4754"
"PDQAZBWRQCGBEV-UHFFFAOYSA-N","EQ027102","2-Imidazolidinethione","103.0324","T3D4503"
"PGOOBECODWQEAB-UHFFFAOYSA-N","O=N(=O)NC(=NC)NCC=1SC(Cl)=NC1","Pesticide5_Clothianidin_C6H8ClN5O2S_[C(E)]-N-[(2-Chloro-5-thiazolyl)methyl]-N?-methyl-N?-nitroguanidine","250.016","T3D3815"
"PGOOBECODWQEAB-UHFFFAOYSA-N","WA000050","Clothianidin","249.96","T3D3815"
"PGOOBECODWQEAB-UHFFFAOYSA-N","O=N(=O)NC(=NC)NCC=1SC(Cl)=NC1","Pesticide5_Clothianidin_C6H8ClN5O2S_[C(E)]-N-[(2-Chloro-5-thiazolyl)methyl]-N?-methyl-N?-nitroguanidine","271.998","T3D3815"
"PHLBKPHSAVXXEF-UHFFFAOYSA-N","LU071206","Trazodone","372.1586","T3D2852"
"PHLBKPHSAVXXEF-UHFFFAOYSA-N","FiehnHILIC000811","Trazodone","372.1581","T3D2852"
"PHLBKPHSAVXXEF-UHFFFAOYSA-N","FiehnHILIC002378","Trazodone","372.1605","T3D2852"
"PHNUZKMIPFFYSO-UHFFFAOYSA-N","LU123402","Propyzamide","256.029","T3D4530"
"PHVGLTMQBUFIQQ-UHFFFAOYSA-N","MSBNK-Eawag-EQ369201","Nortriptyline","264.1747","T3D2818"
"PJMPHNIQZUBGLI-UHFFFAOYSA-N","AU154501","Fentanyl","337.2274","T3D2898"
"PJVWKTKQMONHTI-UHFFFAOYNA-N","CC(=O)CC(C1=CC=CC=C1)C1=C(O)C2=CC=CC=C2OC1=O","Warfarin; LC-ESI-ITFT; MS2; CE","309.112135","T3D2567"
"PLDUPXSUYLZYBN-UHFFFAOYSA-N","FC(F)(F)C1=CC=C2SC=3C=CC=CC3N(C2=C1)CCCN4CCN(CCO)CC4","Fluphenazine","438.18214458417","T3D2840"
"PLIKAWJENQZMHA-UHFFFAOYSA-N","c1cc(ccc1N)O","4-Aminophenol; CE30; PLIKAWJENQZMHA-UHFFFAOYSA-N","110.060043334961","T3D3600"
"PLIKAWJENQZMHA-UHFFFAOYSA-N","FiehnHILIC001678","4-Aminophenol","110.0589","T3D3600"
"PLIKAWJENQZMHA-UHFFFAOYSA-N","MSBNK-RIKEN_ReSpect-PS003001","4-Hydroxyaniline hydrochloride","110.05","T3D3600"
"PLRACCBDVIHHLZ-UHFFFAOYSA-N","MSBNK-Keio_Univ-KO003382","1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine","174","T3D3474"
"PMHURSZHKKJGBM-UHFFFAOYSA-N","AU259905","Isoxaben","333.1809","T3D3867"
"PMHURSZHKKJGBM-UHFFFAOYSA-N","CCMSLIB00005466088","Isoxaben_Na-Adduct","355.163","T3D3867"
"PNKLMTPXERFKEN-UHFFFAOYSA-N","O=C(OCC12CC(OC(=O)CC(C)C)C(=CC2OC3C(O)C(O)C1(C)C43OC4)C)C","HT-2 Toxin","442.244","T3D3673"
"PNKLMTPXERFKEN-UHFFFAOYSA-N","MSBNK-HBM4EU-HB003512","HT2 toxin","425.217","T3D3673"
"PNRAZZZISDRWMV-UHFFFAOYSA-N","LU107904","Terbucarb","278.2115","T3D1010"
"PNVJTZOFSHSLTO-UHFFFAOYSA-N","AU315506","Fenthion","279.0273","T3D3503"
"PNVNVHUZROJLTJ-UHFFFAOYNA-N","COC1=CC=C(C=C1)C(CN(C)C)C1(O)CCCCC1","Venlafaxine; LC-ESI-ITFT; MS2; CE","278.211456","T3D2736"
"PPBRXRYQALVLMV-UHFFFAOYSA-N","MSBNK-Athens_Univ-AU501103","Styrene","105.0699","T3D0271"
"PPBRXRYQALVLMV-UHFFFAOYSA-N","FiehnHILIC000772","Styrene","105.0741","T3D0271"
"PPTYJKAXVCCBDU-UHFFFAOYSA-N","FiehnHILIC001941","Flunitrazepam","314.0963","T3D3047"
"PPTYJKAXVCCBDU-UHFFFAOYSA-N","AU159504","Flunitrazepam","314.0935","T3D3047"
"PPTYJKAXVCCBDU-UHFFFAOYSA-N","FiehnHILIC000359","Flunitrazepam","314.1129","T3D3047"
"PQKBPHSEKWERTG-UHFFFAOYNA-N","O=C(OCC)C(OC1=CC=C(OC2=NC=3C=CC(Cl)=CC3O2)C=C1)C","Fenoxaprop-P-ethyl","362.07897675217","T3D4507"
"PRLVTUNWOQKEAI-VKAVYKQESA-N","O=C1N(C=2C=CC=CC2)CSC(=NC(C)(C)C)N1C(C)C","Pesticide5_Buprofezin_C16H23N3OS_(2Z)-2-(tert-Butylimino)-3-(1-methylethyl)-5-phenyl-1,3,5-thiadiazinan-4-one","306.163","T3D3802"
"PSGAAPLEWMOORI-PEINSRQWSA-N","AU281301","Medroxyprogesteroneacetate","387.253","T3D4730"
"PSGAAPLEWMOORI-PEINSRQWSA-N","CCMSLIB00000077075","Medroxyprogesterone 17-acetate","387.255","T3D4730"
"PSGAAPLEWMOORI-PEINSRQWSA-N","O=C(OC1(C(=O)C)CCC2C3CC(C4=CC(=O)CCC4(C)C3CCC21C)C)C","MLS001148217-01!Medroxyprogesterone 17-acetate","387.257","T3D4730"
"PSGAAPLEWMOORI-PEINSRQWSA-N","O=C(OC1(C(=O)C)CCC2C3CC(C4=CC(=O)CCC4(C)C3CCC21C)C)C","MLS000069442-01!MEDROXYPROGESTERONE ACETATE520-85-4","387.261","T3D4730"
"PTCGDEVVHUXTMP-UHFFFAOYSA-N","MSBNK-LCSB-LU117502","Flutolanil","324.1206","T3D3852"
"PTOAARAWEBMLNO-KVQBGUIXSA-N","MSBNK-LCSB-LU134303","Cladribine","286.0701","T3D4774"
"PUYXTUJWRLOUCW-UHFFFAOYSA-N","MSBNK-Eawag_Additional_Specs-ET180002","SPI_298.2741_15.1","298.2741","T3D3923"
"PVSGXWMWNRGTKE-UHFFFAOYSA-N","MSBNK-LCSB-LU061603","Imazapic","276.1343","T3D3862"
"PWWVAXIEGOYWEE-UHFFFAOYNA-N","CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C","Promethazin","285.14199627817","T3D4560"
"PYGXAGIECVVIOZ-UHFFFAOYSA-N","MSBNK-Antwerp_Univ-AN111803","Di-n-butyl sebacate","315.253","T3D4842"
"PYGXAGIECVVIOZ-UHFFFAOYSA-N","MSBNK-Athens_Univ-AU505406","Dibutyl sebacate","314.2452","T3D4842"
"PYZRQGJRPPTADH-UHFFFAOYSA-N","MSBNK-Athens_Univ-AU152801","Lamotrigine","256.0151","T3D2570"
"PYZRQGJRPPTADH-UHFFFAOYSA-N","FiehnHILIC002044","Lamotrigine","256.017","T3D2570"
"PZBPKYOVPCNPJY-UHFFFAOYNA-N","ClC1=CC(Cl)=C(C=C1)C(CN1C=CN=C1)OCC=C","Imazalil; LC-ESI-ITFT; MS2; CE","297.055595","T3D3860"
"QAIPRVGONGVQAS-RQOWECAXSA-N","OC(=O)\C=C/C1=CC(O)=C(O)C=C1","Caffeic acid; LC-ESI-QTOF; MS2; CE","181.049535","T3D4201"
"QASFUMOKHFSJGL-LAFRSMQTSA-N","MSBNK-Boise_State_Univ-BSU00002","Cyclopamine","412.3","T3D4082"
"QASFUMOKHFSJGL-LAFRSMQTSA-N","LU065403","Cyclopamine","412.321","T3D4082"
"QAYICIQNSGETAS-UHFFFAOYSA-N","LU090504","Dazomet","163.0358","T3D3822"
"QBKSWRVVCFFDOT-UHFFFAOYSA-N","O=CC1=C(O)C(O)=C(C2=CC(=C(C(O)=C12)C3=C(O)C4=C(C=O)C(O)=C(O)C(=C4C=C3C)C(C)C)C)C(C)C","Gossypol","536.227905273438","T3D3081"
"QBKSWRVVCFFDOT-UHFFFAOYSA-N","VF-NPL-QEHF025763","Gossypol","519.201354980469","T3D3081"
"QBKSWRVVCFFDOT-UHFFFAOYSA-N","O=CC1=C(O)C(O)=C(C2=CC(=C(C(O)=C12)C3=C(O)C4=C(C=O)C(O)=C(O)C(=C4C=C3C)C(C)C)C)C(C)C","gossypol","541.18","T3D3081"
"QBKSWRVVCFFDOT-UHFFFAOYSA-N","O=CC1=C(O)C(O)=C(C2=CC(=C(C(O)=C12)C3=C(O)C4=C(C=O)C(O)=C(O)C(=C4C=C3C)C(C)C)C)C(C)C","gossypol","519.2","T3D3081"
"QBKSWRVVCFFDOT-UHFFFAOYSA-N","O=CC1=C(O)C(O)=C(C2=CC(=C(C(O)=C12)C3=C(O)C4=C(C=O)C(O)=C(O)C(=C4C=C3C)C(C)C)C)C(C)C","Gossypol","557.1572265625","T3D3081"
"QBKSWRVVCFFDOT-UHFFFAOYSA-N","VF-NPL-QEHF025768","Gossypol","541.183288574219","T3D3081"
"QBSJMKIUCUGGNG-UHFFFAOYSA-N","LU114703","Isoprocarb","194.1176","T3D0977"
"QBSJMKIUCUGGNG-UHFFFAOYSA-N","MSBNK-MSSJ-MSJ01091","Isoprocarb","193.1","T3D0977"
"QBSJMKIUCUGGNG-UHFFFAOYSA-N","OC(=NC)OC=1C=CC=CC1C(C)C","Pesticide3_Isoprocarb_C11H15NO2_2-Isopropylphenyl methylcarbamate","194.117","T3D0977"
"QCAWEPFNJXQPAN-UHFFFAOYSA-N","COC1=CC=CC(C(O)=NN(C(=O)C2=CC(C)=CC(C)=C2)C(C)(C)C)=C1C","Methoxyfenozide; LC-ESI-ITFT; MS2; CE","369.217269","T3D3880"
"QCAWEPFNJXQPAN-UHFFFAOYSA-N","WA000165","Methoxyfenozide","369.31","T3D3880"
"QCAWEPFNJXQPAN-UHFFFAOYSA-N","O=C(C=1C=C(C=C(C1)C)C)N(N=C(O)C=2C=CC=C(OC)C2C)C(C)(C)C","Pesticide4_Methoxyfenozide_C22H28N2O3_N'-(3,5-Dimethylbenzoyl)-3-methoxy-2-methyl-N'-(2-methyl-2-propanyl)benzohydrazide","294.1","T3D3880"
"QCHFTSOMWOSFHM-WPRPVWTQSA-N","FiehnHILIC002260","Pilocarpine","209.1285","T3D2979"
"QCHFTSOMWOSFHM-WPRPVWTQSA-N","RIKENPlaSMA000615","Pilocarpine","209.1284542","T3D2979"
"QCHFTSOMWOSFHM-WPRPVWTQSA-N","PM013101","Pilocarpine","209.1251","T3D2979"
"QELDJEKNFOQJOY-ZDUSSCGKSA-N","OC=1C(OC)=CC=C2C1C=3C(OC)=C(OC)C=C4C3C(N(C)CC4)C2","Isocorydine","364.15","T3D4027"
"QELDJEKNFOQJOY-ZDUSSCGKSA-N","MSBNK-NaToxAq-NA002538","(+)-Isocorydin","342.17","T3D4027"
"QELDJEKNFOQJOY-ZDUSSCGKSA-N","VF-NPL-LTQ006408","S-Isocorydine (+)","364.086922278771","T3D4027"
"QELDJEKNFOQJOY-ZDUSSCGKSA-N","VF-NPL-QEHF003315","S-Isocorydine (+)","364.151885986328","T3D4027"
"QELSKZZBTMNZEB-UHFFFAOYSA-N","MSBNK-Athens_Univ-AU237203","Propylparaben","181.0859","T3D3979"
"QEVHRUUCFGRFIF-MDEJGZGSSA-N","VF-NPL-LTQ006606","RESERPINE","609.30674235026","T3D2713"
"QEVHRUUCFGRFIF-MDEJGZGSSA-N","MSBNK-NaToxAq-NA002311","(-)-Reserpine","609.2807","T3D2713"
"QEVHRUUCFGRFIF-MDEJGZGSSA-N","VF-NPL-LTQ000086","Reserpine","609.333404541016","T3D2713"
"QFOHBWFCKVYLES-UHFFFAOYSA-N","VF-NPL-QEHF028058","BUTYL PARABEN","217.083511352539","T3D3980"
"QFOHBWFCKVYLES-UHFFFAOYSA-N","AU236804","Butylparaben","195.1016","T3D3980"
"QFOHBWFCKVYLES-UHFFFAOYSA-N","O=C(OCCCC)C1=CC=C(O)C=C1","BUTYL PARABEN","217.073213319521","T3D3980"
"QFOHBWFCKVYLES-UHFFFAOYSA-N","VF-NPL-QEHF028065","BUTYL PARABEN","212.128112792969","T3D3980"
"QFOHBWFCKVYLES-UHFFFAOYSA-N","VF-NPL-QEHF028062","BUTYL PARABEN","233.05744934082","T3D3980"
"QGHREAKMXXNCOA-UHFFFAOYSA-N","O=C(OC)NC(=S)NC=1C=CC=CC1NC(=S)NC(=O)OC","Pesticide2_Thiophanate-methyl_C12H14N4O4S2_","365.035","T3D3934"
"QGHREAKMXXNCOA-UHFFFAOYSA-N","CCMSLIB00001058387","Pesticide2_Thiophanate-methyl_C12H14N4O4S2_","343.053","T3D3934"
"QHMTXANCGGJZRX-WUXMJOGZSA-N","CC1=NN=C(O)N(C1)\N=C\C1=CN=CC=C1","Pymetrozine; LC-ESI-ITFT; MS2; CE","218.103636","T3D3913"
"QHMTXANCGGJZRX-WUXMJOGZSA-N","OC1=NN=C(C)CN1N=CC=2C=NC=CC2","Pesticide4_Pymetrozine_C10H11N5O_(E)-4,5-Dihydro-6-methyl-4-[(3-pyridinylmethylene)amino]-1,2,4-triazin-3(2H)-one","256.059","T3D3913"
"QHMTXANCGGJZRX-WUXMJOGZSA-N","OC1=NN=C(C)CN1N=CC=2C=NC=CC2","Pesticide4_Pymetrozine_C10H11N5O_(E)-4,5-Dihydro-6-methyl-4-[(3-pyridinylmethylene)amino]-1,2,4-triazin-3(2H)-one","218.103","T3D3913"
"QHOQHJPRIBSPCY-UHFFFAOYSA-N","UF402801","Pirimiphos-methyl","306.1036","T3D4525"
"QHOQHJPRIBSPCY-UHFFFAOYSA-N","UF402817","Pirimiphos-methyl","305.0958","T3D4525"
"QHPQWRBYOIRBIT-UHFFFAOYSA-N","MSBNK-Athens_Univ-AU504906","4-tert-Butylphenol","150.1039","T3D4881"
"QHPQWRBYOIRBIT-UHFFFAOYSA-N","MSBNK-Athens_Univ-AU504901","4-tert-Butylphenol","151.1117","T3D4881"
"QHTQREMOGMZHJV-UHFFFAOYSA-N","O=C(SCC1=CC=C(Cl)C=C1)N(CC)CC","Pesticide3_Thiobencarb_C12H16ClNOS_S-(4-Chlorobenzyl) diethylcarbamothioate","258.071","T3D1011"
"QIGBRXMKCJKVMJ-UHFFFAOYSA-N","MoNA033517","HYDROQUINONE","111.0440554","T3D4577"
"QIGBRXMKCJKVMJ-UHFFFAOYSA-N","OC1=CC=C(O)C=C1","HYDROQUINONE","111.04","T3D4577"
"QJJXYPPXXYFBGM-LJIGMGMYSA-N","VF-NPL-QTOF009774","TACROLIMUS","826.4732","T3D4732"
"QJJXYPPXXYFBGM-LJIGMGMYSA-N","MSBNK-Eawag-EQ280709","FK-506","804.4893","T3D4732"
"QJJXYPPXXYFBGM-LJIGMGMYSA-N","O=C1OC(C(=CC2CCC(O)C(OC)C2)C)C(C)C(O)CC(=O)C(C=C(C)CC(C)CC(OC)C3OC(O)(C(=O)C(=O)N4CCCCC14)C(C)CC3OC)CC=C","TACROLIMUS","826.468719482422","T3D4732"
"QJJXYPPXXYFBGM-LJIGMGMYSA-N","VF-NPL-QTOF009775","TACROLIMUS","821.5167","T3D4732"
"QLHULAHOXSSASE-UHFFFAOYSA-N","MSBNK-LCSB-LU045901","Icaridin","230.1751","T3D3859"
"QLTCHMYAEJEXBT-ZEBDFXRSSA-N","VF-NPL-QTOF008342","Linamarin","265.1382","T3D0859"
"QLTCHMYAEJEXBT-ZEBDFXRSSA-N","N#CC(OC1OC(CO)C(O)C(O)C1O)(C)C","Linamarin","270.092523453083","T3D0859"
"QMGVPVSNSZLJIA-UHFFFAOYSA-N","MSBNK-Univ_Connecticut-CO000414","Strychnine","335.17607","T3D3086"
"QMGVPVSNSZLJIA-UHFFFAOYSA-N","BML00649","Strychnine","335.1754","T3D3086"
"QNXAVFXEJCPCJO-UHFFFAOYSA-N","WA000205","Diclosulam","406","T3D3825"
"QNXAVFXEJCPCJO-UHFFFAOYSA-N","MSBNK-LCSB-LU059001","Diclosulam","405.9938","T3D3825"
"QQQYTWIFVNKMRW-UHFFFAOYSA-N","MSBNK-Athens_Univ-AU338804","Diflubenzuron","311.0393","T3D4921"
"QRXWMOHMRWLFEY-UHFFFAOYSA-N","KO003250","Isonicotinate hydrazide","138","T3D4777"
"QSLMDECMDJKHMQ-UHFFFAOYSA-N","MSBNK-Athens_Univ-AU222110","Maprotiline","278.1903","T3D2934"
"QSLMDECMDJKHMQ-UHFFFAOYSA-N","FiehnHILIC002075","Maprotilline","278.1917","T3D2934"
"QUDWYFHPNIMBFC-UHFFFAOYSA-N","MSBNK-Athens_Univ-AU501802","Diallyl phthalate","247.0965","T3D3642"
"QUDWYFHPNIMBFC-UHFFFAOYSA-N","MSBNK-Athens_Univ-AU501810","Diallyl phthalate","246.0887","T3D3642"
"QUKGYYKBILRGFE-UHFFFAOYSA-N","FiehnHILIC001791","Benzylacetate","151.079","T3D3214"
"QUKGYYKBILRGFE-UHFFFAOYSA-N","O=C(OCC=1C=CC=CC1)C","Benzylacetate","151.07535601417","T3D3214"
"QWCRAEMEVRGPNT-UHFFFAOYSA-N","LU052002","Buspirone","386.2551","T3D2807"
"QWCRAEMEVRGPNT-UHFFFAOYSA-N","MSBNK-Univ_Connecticut-CO000100","Buspirone","386.25572","T3D2807"
"QWGDMFLQWFTERH-UHFFFAOYSA-N","MSBNK-LCSB-LU090203","Amoxapine","314.1055","T3D2819"
"QXAITBQSYVNQDR-ZIOPAAQOSA-N","N(=CN(C=NC1=CC=C(C=C1C)C)C)C2=CC=C(C=C2C)C","Pesticide4_Amitraz_C19H23N3_N'-(2,4-Dimethylphenyl)-N-{(E)-[(2,4-dimethylphenyl)imino]methyl}-N-methylimidoformamide","294.196","T3D3792"
"QXKHYNVANLEOEG-UHFFFAOYSA-N","O=C1OC2=C(OC)C=3OC=CC3C=C2C=C1","9-methoxy-7H-furo[3,2-g]chromen-7-one","217.05","T3D0836"
"QXKHYNVANLEOEG-UHFFFAOYSA-N","O=C1OC2=C(OC)C=3OC=CC3C=C2C=C1","9-methoxy-7H-furo[3,2-g]chromen-7-one","239.03","T3D0836"
"QXKHYNVANLEOEG-UHFFFAOYSA-N","FiehnHILIC002421","Xanthotoxin","217.0532","T3D0836"
"QXKHYNVANLEOEG-UHFFFAOYSA-N","O=C1OC2=C(OC)C=3OC=CC3C=C2C=C1","(4S,5Z,6S)-4-(2-methoxy-2-oxoethyl)-5-[2-[(E)-3-phenylprop-2-enoyl]oxyethylidene]-6-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4H-pyran-3-carboxylic acid","255.005416870117","T3D0836"
"QXKHYNVANLEOEG-UHFFFAOYSA-N","LU102101","8-Methoxypsoralen","217.0495","T3D0836"
"QXKHYNVANLEOEG-UHFFFAOYSA-N","O=C1OC2=C(OC)C=3OC=CC3C=C2C=C1","NCGC00016418-16!9-methoxyfuro[3,2-g]chromen-7-one","234.076","T3D0836"
"QXKHYNVANLEOEG-UHFFFAOYSA-N","VF-NPL-QEHF003931","(4S,5Z,6S)-4-(2-methoxy-2-oxoethyl)-5-[2-[(E)-3-phenylprop-2-enoyl]oxyethylidene]-6-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4H-pyran-3-carboxylic acid","239.031478881836","T3D0836"
"QXKHYNVANLEOEG-UHFFFAOYSA-N","PM014605","8-Methoxypsoralen","217","T3D0836"
"QXKHYNVANLEOEG-UHFFFAOYSA-N","CCMSLIB00005721760","NCGC00016418-16!9-methoxyfuro[3,2-g]chromen-7-one [IIN-based: Match]","234.077","T3D0836"
"QXKHYNVANLEOEG-UHFFFAOYSA-N","CCMSLIB00005721759","NCGC00016418-16!9-methoxyfuro[3,2-g]chromen-7-one [IIN-based on: CCMSLIB00000847786]","455.075","T3D0836"
"QXKHYNVANLEOEG-UHFFFAOYSA-N","O=C1OC2=C(OC)C=3OC=CC3C=C2C=C1","Xanthotoxin","216.984424297626","T3D0836"
"QYPNKSZPJQQLRK-UHFFFAOYSA-N","LU127002","Tebufenozide","353.2224","T3D3925"
"QYPNKSZPJQQLRK-UHFFFAOYSA-N","O=C(NN(C(=O)C=1C=C(C=C(C1)C)C)C(C)(C)C)C2=CC=C(C=C2)CC","Pesticide4_Tebufenozide_C22H28N2O2_Benzoic acid, 3,5-dimethyl-, 1-(1,1-dimethylethyl)-2-(4-ethylbenzoyl)hydrazide","375.204","T3D3925"
"QZCLKYGREBVARF-UHFFFAOYSA-N","MSBNK-LCSB-LU052303","Acetyl tributyl citrate","403.2326","T3D4871"
"QZCLKYGREBVARF-UHFFFAOYSA-N","MSBNK-Antwerp_Univ-AN111315","Tributyl acetylcitrate","425.2146","T3D4871"
"QZUDBNBUXVUHMW-UHFFFAOYSA-N","MSBNK-Eawag-EA284114","Clozapine","327.1371","T3D2764"
"QZUDBNBUXVUHMW-UHFFFAOYSA-N","CCMSLIB00000078474","Clozapine (Clozaril)","164.073","T3D2764"
"RAPZEAPATHNIPO-UHFFFAOYSA-N","MSBNK-Eawag-EQ335303","Risperidone","411.2191","T3D2871"
"RAPZEAPATHNIPO-UHFFFAOYSA-N","FiehnHILIC002306","Risperidone","411.22","T3D2871"
"RAPZEAPATHNIPO-UHFFFAOYSA-N","CCMSLIB00000078207","Risperidone (Risperdal)","206.114","T3D2871"
"RAPZEAPATHNIPO-UHFFFAOYSA-N","FiehnHILIC000741","Risperidone","411.2185","T3D2871"
"RCINICONZNJXQF-MZXODVADSA-N","O=C(OC1C2C3(OC(=O)C)COC3CC(O)C2(C(=O)C(OC(=O)C)C4=C(C)C(OC(=O)C(O)C(NC(=O)C=5C=CC=CC5)C=6C=CC=CC6)CC1(O)C4(C)C)C)C=7C=CC=CC7","Paclitaxel","876.32","T3D4019"
"RCINICONZNJXQF-MZXODVADSA-N","O=C(OC1C2C3(OC(=O)C)COC3CC(O)C2(C(=O)C(OC(=O)C)C4=C(C)C(OC(=O)C(O)C(N=C(O)C=5C=CC=CC5)C=6C=CC=CC6)CC1(O)C4(C)C)C)C=7C=CC=CC7","PACLITAXEL","854.338195800781","T3D4019"
"RCINICONZNJXQF-MZXODVADSA-N","VF-NPL-QEHF028000","PACLITAXEL","892.294067382812","T3D4019"
"RCINICONZNJXQF-MZXODVADSA-N","O=C(OC1C2C3(OC(=O)C)COC3CC(O)C2(C(=O)C(OC(=O)C)C4=C(C)C(OC(=O)C(O)C(NC(=O)C=5C=CC=CC5)C=6C=CC=CC6)CC1(O)C4(C)C)C)C=7C=CC=CC7","Paclitaxel","854.33","T3D4019"
"RCINICONZNJXQF-MZXODVADSA-N","O=C(OC1C2C3(OC(=O)C)COC3CC(O)C2(C(=O)C(OC(=O)C)C4=C(C)C(OC(=O)C(O)C(N=C(O)C=5C=CC=CC5)C=6C=CC=CC6)CC1(O)C4(C)C)C)C=7C=CC=CC7","PACLITAXEL","871.36474609375","T3D4019"
"RCINICONZNJXQF-MZXODVADSA-N","VF-NPL-LTQ007728","PACLITAXEL","876.198256643195","T3D4019"
"RCINICONZNJXQF-MZXODVADSA-N","PM000850","Paclitaxel","854","T3D4019"
"RDBIYWSVMRVKSG-UHFFFAOYSA-N","LU075204","Dimetilan","241.1295","T3D0961"
"REEQLXCGVXDJSQ-UHFFFAOYSA-N","OC(=O)COC1=C(Cl)C=C(Cl)C(Cl)=N1","Triclopyr; LC-ESI-ITFT; MS2; CE","255.932953","T3D4545"
"REFJWTPEDVJJIY-UHFFFAOYSA-N","O=C1C(O)=C(OC=2C=C(O)C=C(O)C12)C=3C=CC(O)=C(O)C3","Quercetin","325.03","T3D4758"
"REFJWTPEDVJJIY-UHFFFAOYSA-N","MSBNK-BGC_Munich-RP012401","Quercetin","303.0499","T3D4758"
"REFJWTPEDVJJIY-UHFFFAOYSA-N","MSBNK-RIKEN_ReSpect-PS040903","Meletin","303.35","T3D4758"
"REFJWTPEDVJJIY-UHFFFAOYSA-N","O=C1C(O)=C(OC=2C=C(O)C=C(O)C12)C=3C=CC(O)=C(O)C3","Quercetin","303","T3D4758"
"REFJWTPEDVJJIY-UHFFFAOYSA-N","O=C1C(O)=C(OC=2C=C(O)C=C(O)C12)C=3C=CC(O)=C(O)C3","Quercetin","303.08602469308","T3D4758"
"REFJWTPEDVJJIY-UHFFFAOYSA-N","CCMSLIB00000578413","quercetin","303.053","T3D4758"
"REFJWTPEDVJJIY-UHFFFAOYSA-N","O=C1C(O)=C(OC=2C=C(O)C=C(O)C12)C=3C=CC(O)=C(O)C3","Quercetin","303.206582876352","T3D4758"
"REFJWTPEDVJJIY-UHFFFAOYSA-N","CCMSLIB00005720286","Quercetin","303.596","T3D4758"
"REFJWTPEDVJJIY-UHFFFAOYSA-N","O=C1C(O)=C(OC=2C=C(O)C=C(O)C12)C=3C=CC(O)=C(O)C3","Quercetin","302.96848042806","T3D4758"
"REFJWTPEDVJJIY-UHFFFAOYSA-N","MSBNK-IPB_Halle-PN000111","Quercetin","303.047","T3D4758"
"REFJWTPEDVJJIY-UHFFFAOYSA-N","CCMSLIB00005463809","quercetin","303.049","T3D4758"
"RFHAOTPXVQNOHP-UHFFFAOYSA-N","MSBNK-LCSB-LU054201","Fluconazole","307.1113","T3D2711"
"RGCVKNLCSQQDEP-UHFFFAOYSA-N","CCMSLIB00000076970","Perphenazine aka 2-[4-[3-(2-chlorophenothiazin-10-yl)propyl]piperazin-1-yl]ethanol","404.158","T3D2913"
"RGLYKWWBQGJZGM-ISLYRVAYSA-N","UF423702","Diethylstilbestrol","269.1536","T3D4744"
"RHMXXJGYXNZAPX-UHFFFAOYSA-N","O=C1C=2C=C(O)C=C(O)C2C(=O)C3=C(O)C=C(C=C13)C","1,3,8-trihydroxy-6-methylanthra-9,10-quinone","293.04","T3D3755"
