"","accession","dname"
"592","HMDB0000086","Periodontal disease"
"593","HMDB0000086","Attachment loss"
"594","HMDB0000086","Missing teeth"
"595","HMDB0000086","Periodontal Probing Depth"
"596","HMDB0000086","Prosthesis/Missing teeth"
"597","HMDB0000087","Kidney disease"
"598","HMDB0000087","Uremia"
"599","HMDB0000087","Early preeclampsia"
"600","HMDB0000087","Pregnancy"
"601","HMDB0000087","Late-onset preeclampsia"
"602","HMDB0000087","Pancreatic cancer"
"603","HMDB0000087","Diabetes mellitus type 2"
"604","HMDB0000087","Rhabdomyolysis"
"605","HMDB0000087","Diabetes mellitus type 1"
"606","HMDB0000087","Autosomal  dominant polycystic kidney disease"
"607","HMDB0000087","Bladder infections"
"608","HMDB0000087","Eosinophilic esophagitis"
"609","HMDB0000087","Duchenne Muscular Dystrophy"
"610","HMDB0000089","Canavan disease"
"611","HMDB0000089","Uremia"
"612","HMDB0000089","Colorectal cancer"
"613","HMDB0000089","Crohn's disease"
"614","HMDB0000089","Ulcerative colitis"
"615","HMDB0000089","Alzheimer's disease"
"616","HMDB0000089","Frontotemporal dementia"
"617","HMDB0000089","Lewy body disease"
"618","HMDB0000089","Attachment loss"
"619","HMDB0000089","Missing teeth"
"620","HMDB0000089","Periodontal Probing Depth"
"621","HMDB0000092","Kidney disease"
"622","HMDB0000092","Uremia"
"623","HMDB0000092","Colorectal cancer"
"624","HMDB0000092","Crohn's disease"
"625","HMDB0000092","Ulcerative colitis"
"626","HMDB0000092","Eosinophilic esophagitis"
"627","HMDB0000092","Dimethylglycine Dehydrogenase Deficiency"
"628","HMDB0000094","Hyperoxalemia"
"629","HMDB0000094","Pancreatic cancer"
"630","HMDB0000094","Schizophrenia"
"631","HMDB0000094","Early preeclampsia"
"632","HMDB0000094","Pregnancy"
"633","HMDB0000094","Late-onset preeclampsia"
"634","HMDB0000094","Canavan disease"
"635","HMDB0000094","2-Ketoglutarate dehydrogenase complex deficiency"
"636","HMDB0000094","Irritable bowel syndrome"
"637","HMDB0000094","Crohn's disease"
"638","HMDB0000094","Ulcerative colitis"
"639","HMDB0000094","Alzheimer's disease"
"640","HMDB0000094","Frontotemporal dementia"
"641","HMDB0000094","Lewy body disease"
"642","HMDB0000094","Paraquat poisoning"
"643","HMDB0000094","Lung Cancer"
"644","HMDB0000094","Rhabdomyolysis"
"645","HMDB0000094","Diabetes mellitus type 1"
"646","HMDB0000094","Argininosuccinic aciduria"
"647","HMDB0000094","Propionic acidemia"
"648","HMDB0000094","Tyrosinemia I"
"649","HMDB0000094","Phenylketonuria"
"650","HMDB0000094","Maple syrup urine disease"
"651","HMDB0000094","Eosinophilic esophagitis"
"652","HMDB0000094","Colorectal cancer"
"653","HMDB0000094","Primary hypomagnesemia"
"654","HMDB0000094","Amish lethal microcephaly"
"655","HMDB0000094","Deafness"
"656","HMDB0000094","Onychodystrophy"
"657","HMDB0000094","Osteodystrophy"
"658","HMDB0000094","Mental Retardation"
"659","HMDB0000094","and Seizures Syndrome"
"660","HMDB0000095","Colorectal cancer"
"661","HMDB0000095","Alzheimer's disease"
"662","HMDB0000095","Frontotemporal dementia"
"663","HMDB0000095","Lewy body disease"
"664","HMDB0000097","Early preeclampsia"
"665","HMDB0000097","Pregnancy"
"666","HMDB0000097","Spina Bifida"
"667","HMDB0000097","Multi-infarct dementia"
"668","HMDB0000097","Alzheimer's disease"
"669","HMDB0000097","Irritable bowel syndrome"
"670","HMDB0000097","Ulcerative colitis"
"671","HMDB0000097","Crohn's disease"
"672","HMDB0000097","Diverticular disease"
"673","HMDB0000097","Rheumatoid arthritis"
"674","HMDB0000097","Colorectal cancer"
"675","HMDB0000097","Perillyl alcohol administration for cancer treatment"
"676","HMDB0000097","Pancreatic cancer"
"677","HMDB0000097","Periodontal disease"
"678","HMDB0000097","Frontotemporal dementia"
"679","HMDB0000097","Lewy body disease"
"680","HMDB0000097","Lung Cancer"
"681","HMDB0000097","Eosinophilic esophagitis"
"682","HMDB0000098","Small intestinal malabsorption"
"683","HMDB0000098","Kidney disease"
"684","HMDB0000098","Small bowel bacterial overgrowth syndrome"
"685","HMDB0000098","Crohn's disease"
"686","HMDB0000098","AIDS"
"687","HMDB0000098","Colorectal cancer"
"688","HMDB0000098","Lung Cancer"
"689","HMDB0000098","Eosinophilic esophagitis"
"690","HMDB0000099","Folate deficiency"
"691","HMDB0000099","Vitamin B12 deficiency"
"692","HMDB0000099","Alzheimer's disease"
"693","HMDB0000099","Autism"
"694","HMDB0000099","Hypermethioninemia"
"695","HMDB0000099","Crohn's disease"
"696","HMDB0000099","Ulcerative colitis"
"697","HMDB0000099","Cystathioninuria"
"698","HMDB0000099","Eosinophilic esophagitis"
"699","HMDB0000101","Colorectal cancer"
"700","HMDB0000101","Adenosine deaminase deficiency"
"701","HMDB0000101","Eosinophilic esophagitis"
"702","HMDB0000101","Adenylosuccinate lyase deficiency"
"703","HMDB0000107","Alzheimer's disease"
"704","HMDB0000107","Irritable bowel syndrome"
"705","HMDB0000107","Galactosemia"
"706","HMDB0000108","Kidney disease"
"707","HMDB0000108","Alcoholism"
"708","HMDB0000108","Early preeclampsia"
"709","HMDB0000108","Pregnancy"
"710","HMDB0000108","Late-onset preeclampsia"
"711","HMDB0000108","Cervical myelopathy"
"712","HMDB0000108","Ulcerative colitis"
"713","HMDB0000108","Irritable bowel syndrome"
"714","HMDB0000108","Nonalcoholic fatty liver disease"
"715","HMDB0000108","Autism"
"716","HMDB0000108","Pervasive developmental disorder not otherwise specified"
"717","HMDB0000108","Crohn's disease"
"718","HMDB0000108","Diverticular disease"
"719","HMDB0000108","Celiac disease"
"720","HMDB0000108","Lung Cancer"
"721","HMDB0000108","Autosomal  dominant polycystic kidney disease"
"722","HMDB0000108","Eosinophilic esophagitis"
"723","HMDB0000112","Alzheimer's disease"
"724","HMDB0000112","Hepatic encephalopathy"
"725","HMDB0000112","Gaba-transaminase deficiency"
"726","HMDB0000112","Tuberculous meningitis"
"727","HMDB0000112","Meningitis"
"728","HMDB0000112","Epilepsy"
"729","HMDB0000112","Febrile seizures"
"730","HMDB0000112","Pyridoxine-dependent epilepsy"
"731","HMDB0000112","Hyperekplexia"
"732","HMDB0000112","Irritable bowel syndrome"
"733","HMDB0000112","Colorectal cancer"
"734","HMDB0000112","Crohn's disease"
"735","HMDB0000112","Ulcerative colitis"
"736","HMDB0000112","Perillyl alcohol administration for cancer treatment"
"737","HMDB0000112","Pancreatic cancer"
"738","HMDB0000112","Periodontal disease"
"739","HMDB0000112","Frontotemporal dementia"
"740","HMDB0000112","Lewy body disease"
"741","HMDB0000112","Hyper beta-alaninemia"
"742","HMDB0000112","Diabetes mellitus type 1"
"743","HMDB0000112","Eosinophilic esophagitis"
"744","HMDB0000115","Ethylene glycol poisoning"
"745","HMDB0000115","Hemodialysis"
"746","HMDB0000115","Branched-chain Keto Acid Dehydrogenase Kinase Deficiency"
"747","HMDB0000115","Transurethral resection of the prostate"
"748","HMDB0000115","Colorectal cancer"
"749","HMDB0000115","Lung Cancer"
"750","HMDB0000115","Biliary atresia"
"751","HMDB0000115","Eosinophilic esophagitis"
"752","HMDB0000115","Schizophrenia"
"753","HMDB0000115","Fumarase deficiency"
"754","HMDB0000115","D-2-hydroxyglutaric aciduria"
"755","HMDB0000115","Primary hyperoxaluria I"
"756","HMDB0000115","Glycolic aciduria"
"757","HMDB0000115","Glutaric acidemia type 2"
"758","HMDB0000118","Hypothyroidism"
"759","HMDB0000118","Narcolepsy"
"760","HMDB0000118","Growth hormone deficiency"
"761","HMDB0000118","Schizophrenia"
"762","HMDB0000118","Epilepsy"
"763","HMDB0000118","Panic disorder"
"764","HMDB0000118","Olivopontocerebral atrophy"
"765","HMDB0000118","Hereditary spastic paraplegia"
"766","HMDB0000118","Autism"
"767","HMDB0000118","Parkinson's disease"
"768","HMDB0000118","Friedreich's ataxia"
"769","HMDB0000118","Major depressive disorder"
"770","HMDB0000118","Aromatic L-amino acid decarboxylase deficiency"
"771","HMDB0000118","Celiac disease"
"772","HMDB0000118","Sepiapterin reductase deficiency"
"773","HMDB0000118","Pyridoxamine 5-prime-phosphate oxidase deficiency"
"774","HMDB0000118","Parkinsonian syndrome"
"775","HMDB0000118","Urocanase deficiency"
"776","HMDB0000118","Eosinophilic esophagitis"
"777","HMDB0000118","Perillyl alcohol administration for cancer treatment"
"778","HMDB0000118","Phenylketonuria"
"779","HMDB0000118","Dopamine-serotonin Vesicular Transport Defect"
"780","HMDB0000118","Brunner Syndrome"
"781","HMDB0000119","Transurethral resection of the prostate"
"782","HMDB0000119","Bladder infections"
"783","HMDB0000119","Primary hyperoxaluria I"
"784","HMDB0000121","Folate deficiency"
"785","HMDB0000121","Rheumatoid arthritis"
"786","HMDB0000121","Hereditary folate malabsorption"
"787","HMDB0000121","Dimethylglycine Dehydrogenase Deficiency"
"788","HMDB0000121","Alzheimer's disease"
"789","HMDB0000121","Fibromyalgia"
"790","HMDB0000121","Bladder infections"
"791","HMDB0000122","Growth hormone deficiency"
"792","HMDB0000122","Acute myelogenous leukemia"
"793","HMDB0000122","Hyperlipoproteinemia"
"794","HMDB0000122","3-Methyl-crotonyl-glycinuria"
"795","HMDB0000122","Addison's Disease"
"796","HMDB0000122","Early preeclampsia"
"797","HMDB0000122","Pregnancy"
"798","HMDB0000122","Late-onset preeclampsia"
"799","HMDB0000122","Glucagon deficiency"
"800","HMDB0000122","Primary hypomagnesemia"
"801","HMDB0000122","3-Hydroxy-3-methylglutaryl-CoA lyase deficiency"
"802","HMDB0000122","3-Hydroxy-3-Methylglutaryl-CoA Synthase Deficiency"
"803","HMDB0000122","Short/branched chain acyl-CoA dehydrogenase deficiency"
"804","HMDB0000122","21-Hydroxylase deficiency"
"805","HMDB0000122","3-Hydroxyacyl-CoA dehydrogenase deficiency"
"806","HMDB0000122","Short-chain L-3-hydroxyacyl-CoA dehydrogenase deficiency"
"807","HMDB0000122","2-Methyl-3-hydroxybutyryl-CoA dehydrogenase deficiency"
"808","HMDB0000122","Adrenal insufficiency"
"809","HMDB0000122","congenital"
"810","HMDB0000122","with 46"
"811","HMDB0000122","XY sex reversal"
"812","HMDB0000122","partial or complete"
"813","HMDB0000122","Adrenal hyperplasia"
"814","HMDB0000122","congenital"
"815","HMDB0000122","due to 3-beta-hydroxysteroid dehydrogenase 2 deficiency"
"816","HMDB0000122","Lipodystrophy"
"817","HMDB0000122","Lipodystrophy"
"818","HMDB0000122","Congenital Generalized"
"819","HMDB0000122","Long-chain Fatty Acids"
"820","HMDB0000122","Defect in Transport of"
"821","HMDB0000122","Infantile Liver Failure Syndrome 2"
"822","HMDB0000122","Partial lipodystrophy"
"823","HMDB0000122","Phosphoenolpyruvate Carboxykinase Deficiency 1"
"824","HMDB0000122","Cytosolic"
"825","HMDB0000122","Fructose-1"
"826","HMDB0000122","6-diphosphatase deficiency"
"827","HMDB0000122","Hypoglycemia"
"828","HMDB0000122","familial neonatal"
"829","HMDB0000122","Leigh's syndrome"
"830","HMDB0000122","subacute necrotizing encephalopathy"
"831","HMDB0000122","SNE"
"832","HMDB0000122","Metabolic encephalomyopathic crises"
"833","HMDB0000122","recurrent"
"834","HMDB0000122","with rhabdomyolysis"
"835","HMDB0000122","cardiac arrhythmias"
"836","HMDB0000122","and neurodegeneration"
"837","HMDB0000122","Donohue Syndrome"
"838","HMDB0000122","Leptin Deficiency or Dysfunction"
"839","HMDB0000122","Proprotein Convertase 1/3 Deficiency"
"840","HMDB0000122","Maturity onset diabetes of the young"
"841","HMDB0000122","type 2"
"842","HMDB0000122","Hyperinsulinemic hypoglycemia"
"843","HMDB0000122","familial"
"844","HMDB0000122","1"
"845","HMDB0000122","HHF1"
"846","HMDB0000122","Mitochondrial trifunctional protein deficiency"
"847","HMDB0000122","Carnitine palmitoyltransferase I deficiency"
"848","HMDB0000122","Carnitine transporter defect; primary systemic carnitine deficiency"
"849","HMDB0000122","Diabetes and Deafness"
"850","HMDB0000122","Maternally Inherited"
"851","HMDB0000122","Beckwith-Wiedemann Syndrome"
"852","HMDB0000122","Familial partial lipodystrophy"
"853","HMDB0000122","Fanconi Bickel syndrome"
"854","HMDB0000122","Wolcott-Rallison syndrome"
"855","HMDB0000122","Alzheimer's disease"
"856","HMDB0000122","Glucose transporter type 1 deficiency syndrome"
"857","HMDB0000122","Irritable bowel syndrome"
"858","HMDB0000122","Ulcerative colitis"
"859","HMDB0000122","Colorectal cancer"
"860","HMDB0000122","Diverticular disease"
"861","HMDB0000122","Gout"
"862","HMDB0000122","Rheumatoid arthritis"
"863","HMDB0000122","Diabetes mellitus type 2"
"864","HMDB0000122","Diabetes mellitus type 1"
"865","HMDB0000122","Eosinophilic esophagitis"
"866","HMDB0000122","Schizophrenia"
"867","HMDB0000123","D-Glyceric acidemia"
"868","HMDB0000123","Refractory localization-related epilepsy"
"869","HMDB0000123","Juvenile myoclonic epilepsy"
"870","HMDB0000123","Alzheimer's disease"
"871","HMDB0000123","D-Glyceric acidura"
"872","HMDB0000123","Early preeclampsia"
"873","HMDB0000123","Pregnancy"
"874","HMDB0000123","Late-onset preeclampsia"
"875","HMDB0000123","3-Methyl-crotonyl-glycinuria"
"876","HMDB0000123","Sarcosinemia"
"877","HMDB0000123","N-acetylglutamate synthetase deficiency"
"878","HMDB0000123","Histidinemia"
"879","HMDB0000123","Obesity"
"880","HMDB0000123","Neu-Laxova Syndrome 1"
"881","HMDB0000123","Hyperglycinemia"
"882","HMDB0000123","lactic acidosis"
"883","HMDB0000123","and seizures"
"884","HMDB0000123","Pyridoxamine 5-prime-phosphate oxidase deficiency"
"885","HMDB0000123","Lipoyltransferase 1 Deficiency"
"886","HMDB0000123","Phosphoserine Aminotransferase Deficiency"
"887","HMDB0000123","Phosphoserine Phosphatase Deficiency"
"888","HMDB0000123","Leukemia"
"889","HMDB0000123","Schizophrenia"
"890","HMDB0000123","Nonketotic Hyperglycinemia"
"891","HMDB0000123","3-Phosphoglycerate dehydrogenase deficiency"
"892","HMDB0000123","Epilepsy"
"893","HMDB0000123","early-onset"
"894","HMDB0000123","vitamin B6-dependent"
"895","HMDB0000123","Irritable bowel syndrome"
"896","HMDB0000123","Ulcerative colitis"
"897","HMDB0000123","Colorectal cancer"
"898","HMDB0000123","Autism"
"899","HMDB0000123","Crohn's disease"
"900","HMDB0000123","Diverticular disease"
"901","HMDB0000123","Gout"
"902","HMDB0000123","Perillyl alcohol administration for cancer treatment"
"903","HMDB0000123","Pancreatic cancer"
"904","HMDB0000123","Periodontal disease"
"905","HMDB0000123","Frontotemporal dementia"
"906","HMDB0000123","Lewy body disease"
"907","HMDB0000123","Lung Cancer"
"908","HMDB0000123","Carbamoyl Phosphate Synthetase Deficiency"
"909","HMDB0000123","Iminoglycinuria"
"910","HMDB0000123","Autosomal  dominant polycystic kidney disease"
"911","HMDB0000123","Argininosuccinic aciduria"
"912","HMDB0000123","Propionic acidemia"
"913","HMDB0000123","Tyrosinemia I"
"914","HMDB0000123","Phenylketonuria"
"915","HMDB0000123","Maple syrup urine disease"
"916","HMDB0000123","Eosinophilic esophagitis"
"917","HMDB0000123","Glucoglycinuria"
"918","HMDB0000124","Alzheimer's disease"
"919","HMDB0000124","Frontotemporal dementia"
"920","HMDB0000124","Lewy body disease"
"921","HMDB0000125","Canavan disease"
"922","HMDB0000125","Schizophrenia"
"923","HMDB0000125","Gamma-glutamyl transpeptidase deficiency"
"924","HMDB0000125","Traumatic brain injury"
"925","HMDB0000125","Multiple sclerosis"
"926","HMDB0000126","Colorectal cancer"
"927","HMDB0000126","Alzheimer's disease"
"928","HMDB0000126","Frontotemporal dementia"
"929","HMDB0000126","Lewy body disease"
"930","HMDB0000128","Chronic renal failure"
"931","HMDB0000128","Uremia"
"932","HMDB0000128","Cerebral creatine deficiency syndrome 2"
"933","HMDB0000128","Cerebral creatine deficiency syndrome 3"
"934","HMDB0000128","Cerebral creatine deficiency syndrome 1"
"935","HMDB0000128","Crohn's disease"
"936","HMDB0000128","Ulcerative colitis"
"937","HMDB0000128","Eosinophilic esophagitis"
"938","HMDB0000128","Schizophrenia"
"939","HMDB0000130","Crohn's disease"
"940","HMDB0000130","Ulcerative colitis"
"941","HMDB0000130","Alkaptonuria"
"942","HMDB0000130","Eosinophilic esophagitis"
"943","HMDB0000131","Glycerol kinase deficiency"
"944","HMDB0000131","Diabetes mellitus type 2"
"945","HMDB0000131","Schizophrenia"
"946","HMDB0000131","Early preeclampsia"
"947","HMDB0000131","Pregnancy"
"948","HMDB0000131","Late-onset preeclampsia"
"949","HMDB0000131","Crohn's disease"
"950","HMDB0000131","Ulcerative colitis"
"951","HMDB0000131","Irritable bowel syndrome"
"952","HMDB0000131","Colorectal cancer"
"953","HMDB0000131","Eosinophilic esophagitis"
"954","HMDB0000132","Colorectal cancer"
"955","HMDB0000132","Alzheimer's disease"
"956","HMDB0000132","Frontotemporal dementia"
"957","HMDB0000132","Lewy body disease"
"958","HMDB0000132","Lesch-Nyhan syndrome"
"959","HMDB0000133","Colorectal cancer"
"960","HMDB0000133","Crohn's disease"
"961","HMDB0000133","Ulcerative colitis"
"962","HMDB0000133","Attachment loss"
"963","HMDB0000133","Periodontal Probing Depth"
"964","HMDB0000133","Tooth Decay"
"965","HMDB0000133","Purine nucleoside phosphorylase deficiency "
"966","HMDB0000133","Eosinophilic esophagitis"
"967","HMDB0000134","Colorectal cancer"
"968","HMDB0000134","Alzheimer's disease"
"969","HMDB0000134","Irritable bowel syndrome"
"970","HMDB0000134","Diverticular disease"
"971","HMDB0000134","Rheumatoid arthritis"
"972","HMDB0000134","Lung Cancer"
"973","HMDB0000134","Eosinophilic esophagitis"
"974","HMDB0000134","Fumarase deficiency"
"975","HMDB0000134","2-Ketoglutarate dehydrogenase complex deficiency"
"976","HMDB0000134","Amish lethal microcephaly"
"977","HMDB0000134","Lipoyltransferase 1 Deficiency"
"978","HMDB0000138","Hepatobiliary diseases"
"979","HMDB0000138","Celiac disease"
"980","HMDB0000138","Biliary atresia"
"981","HMDB0000138","Choledochal cysts"
"982","HMDB0000138","Intrahepatic biliary hypoplasia"
"983","HMDB0000138","Neonatal hepatitis"
"984","HMDB0000138","Alpha-1-antitrypsin deficiency"
"985","HMDB0000138","Cystic fibrosis"
"986","HMDB0000138","Galactosemia type 1"
"987","HMDB0000138","Chronic active hepatitis"
"988","HMDB0000138","Glycogen storage disease"
"989","HMDB0000138","Acute liver failure"
"990","HMDB0000138","Portal vein obstruction"
"991","HMDB0000138","Wilson's disease"
"992","HMDB0000138","Colorectal cancer"
"993","HMDB0000138","Crohn's disease"
"994","HMDB0000138","Ulcerative colitis"
"995","HMDB0000139","Schizophrenia"
"996","HMDB0000139","Irritable bowel syndrome"
"997","HMDB0000139","Colorectal cancer"
"998","HMDB0000139","Crohn's disease"
"999","HMDB0000139","Ulcerative colitis"
"1000","HMDB0000139","Primary hyperoxaluria"
"1001","HMDB0000139","Primary hyperoxaluria II"
"1002","HMDB0000139","D-Glyceric acidura"
"1003","HMDB0000139","Eosinophilic esophagitis"
"1004","HMDB0000139","D-Glyceric acidemia"
"1005","HMDB0000142","Methanol poisoning"
"1006","HMDB0000142","Formic acid intoxication"
"1007","HMDB0000142","Chronic pancreatitis"
"1008","HMDB0000142","Early preeclampsia"
"1009","HMDB0000142","Pregnancy"
"1010","HMDB0000142","Late-onset preeclampsia"
"1011","HMDB0000142","Irritable bowel syndrome"
