"","accession","route_of_exposure"
"2943","T3D3498","theabsolutebioavailabilityoftheoralsolutionisapproximately30%basedupontheresultsin2patientsthecyclosporinecapsulesoralsolutionarebioequivalentthetimeofpeakbloodconcentrationsfollowingoraladministrationofcyclosporine[modified]rangedfrom15-20hours"
"2944","T3D3499","themeanoralbioavailabilityatsteadystateisestimatedtobe15%19%for75mg15mgtablets"
"2945","T3D3499","respectively"
"2946","T3D3501","intravenousinjectionthepharmacokineticprofileisconsistentwithathree-compartmentmodeltheareaunderthecurvewasdoseproportionalfollowingdosesof70mg/m2to115mg/m2withinfusiontimesof1to2hours"
"2947","T3D3503","oral(l1681"
"2948","T3D3504","inhalation"
"2949","T3D3507","readilyabsorbedthroughthegitract"
"2950","T3D3512","veryrapidlycompletelyabsorbedfollowingoraladministration"
"2951","T3D3513","intravenousinjection"
"2952","T3D3514","intravenousinjection"
"2953","T3D3516","theabsoluteoralbioavailabilityofitraconazoleis55%"
"2954","T3D3516","ismaximalwhentakenwithafullmeal"
"2955","T3D3517","oral"
"2956","T3D3517","parenteralfromthegastrointestinaltractwithpeakplasmalevelsoccurring1to2hoursafteroraladministrationtheabsolutebioavailabilityoflabetalolisincreasedwhenadministeredwithfood"
"2957","T3D3520","oral"
"2958","T3D3521","oral"
"2959","T3D3522","absorbedover6hours"
"2960","T3D3522","bioavailabilityis50to60%underfastingconditionsadministrationwithfooddecreasesdelaysabsorptionsomeevidenceindicatesthatthelevelofabsorptionisnotdose-related"
"2961","T3D3522","suggestingthatabsorptionoccursthroughasaturableprocesslimiteddatafromanimalhumancellculturesindicatethatabsorptionoccursthroughapassive"
"2962","T3D3522","non-saturableprocess"
"2963","T3D3522","possiblyinvolvingaparacellularroutepeakactionoccurs3hoursafteroraladministration"
"2964","T3D3523","oral"
"2965","T3D3524","thedelayed-releasecapsuleareenteric-coatedfordelayed-releaseoralsuspensionwere87%88%ofthoseforprilosecdelayed-releasecapsules"
"2966","T3D3524","respectivelyinterestingly"
"2967","T3D3524","whenthe40mgdelayedreleasecapsuleisgivenwithorwithoutapplesauce"
"2968","T3D3524","itisbioequivalenthowever"
"2969","T3D3524","whenthe20mgdelayedreleasecapsuleisgivenwiththesameconditions"
"2970","T3D3524","itisnotbioequivalentwhenthesamecapsuleisgiventotheelderly"
"2971","T3D3524","bioavailabilityincreasesomeprazolewas76%bioavailable"
"2972","T3D3526","absorbedpoorlythroughthegastrointestinaltractisusuallyadministeredparenterally"
"2973","T3D3529","eyecontact"
"2974","T3D3529","parenteralnotabsorbedfromthenormalalimentarytract"
"2975","T3D3532","ingestion"
"2976","T3D3533","themeanrelativebioavailabilityis38-49%forthetabletform"
"2977","T3D3533","whencomparedtoanoralsolutionsorafenibreachedpeakplasmalevelsin3hoursfollowingoraladministrationwithahigh-fatmeal"
"2978","T3D3533","bioavailabilityisreducedby29%comparedtoadministrationinthefastedstate"
"2979","T3D3536","absolutebioavailabilityisapproximately57%maximalconcentrationsarereached05-4hoursfollowingoraladministrationfoodintakedoesnotaffectedabsorption"
"2980","T3D3537","oralessentiallycompletelyabsorbedinman"
"2981","T3D3539","theabsolutebioavailabilityhasnotyetbeencharacterizedinhumansubjectsduetoitspooraqueoussolubilityinstudiesofbothhealthyvolunteerssubjectswithhansen&rsquo"
"2982","T3D3539","sdisease"
"2983","T3D3539","themeantimetopeakplasmaconcentrationsrangedfrom29to57hoursindicatingthatthalidomideisslowlyabsorbedfromthegastrointestinaltract"
"2984","T3D3542","afteroraladministration"
"2985","T3D3542","valaciclovirhydrochlorideisrapidlyabsorbedfromthegastrointestinaltracttheabsolutebioavailabilityofacyclovirafteradministrationofvalacicloviris545%&plusmn"
"2986","T3D3542","91%"
"2987","T3D3543","poorlyabsorbedfromgastrointestinaltract"
"2988","T3D3543","howeversystemicabsorptionmayoccurfollowingivadministration"
"2989","T3D3544","orally"
"2990","T3D3544","90‰ыт100%ofverapamilisabsorbedintravenous"
"2991","T3D3548","oral"
"2992","T3D3549","oral"
"2993","T3D3550","oral"
"2994","T3D3551","oral"
"2995","T3D3552","oral"
"2996","T3D3553","oral"
"2997","T3D3554","oral"
"2998","T3D3556","oral"
"2999","T3D3557","oral"
"3000","T3D3558","oral"
"3001","T3D3559","oral"
"3002","T3D3560","oral"
"3003","T3D3561","oral"
"3004","T3D3562","oral"
"3005","T3D3563","oral"
"3006","T3D3566","oral"
"3007","T3D3567","oral"
"3008","T3D3570","oral"
"3009","T3D3571","oral"
"3010","T3D3572","oral"
"3011","T3D3573","oral"
"3012","T3D3574","oral"
"3013","T3D3575","oral"
"3014","T3D3577","oralabsorptionfromthegastrointestinaltractisvariablebutaveragesapproximately50%"
"3015","T3D3579","oral"
"3016","T3D3580",NA
"3017","T3D3582","rapidlyabsorbedoral"
"3018","T3D3583","thechemicalcomplexityofbotulinumtoxintypeacombinedwithitsextremepotencylimitstheopportunitytostudyitspharmacokineticprofileinhumanstherefore"
"3019","T3D3583","nohumanpharmacokineticstudieshavebeenperformedbotulinumtoxintypeaisinjecteddirectlyintothetargetorgan"
"3020","T3D3583","askeletalmusclethus"
"3021","T3D3583","bioavailabilityoftheintravenousororalrouteisnotofclinicalrelevanceoral"
"3022","T3D3584","ingestion"
"3023","T3D3584","inhalation"
"3024","T3D3584","dermalcontact"
"3025","T3D3585","oral"
"3026","T3D3585","dermal"
"3027","T3D3585","inhalation"
"3028","T3D3585","parenteral"
"3029","T3D3586","oral"
"3030","T3D3586","dermal"
"3031","T3D3586","inhalation"
"3032","T3D3586","parenteral"
"3033","T3D3587","oral"
"3034","T3D3587","dermal"
"3035","T3D3587","inhalation"
"3036","T3D3587","parenteral"
"3037","T3D3588","oral"
"3038","T3D3588","dermal"
"3039","T3D3588","inhalation"
"3040","T3D3588","parenteral"
"3041","T3D3589","oral"
"3042","T3D3589","dermal"
"3043","T3D3589","inhalation"
"3044","T3D3589","parenteral"
"3045","T3D3590","oral"
"3046","T3D3590","dermal"
"3047","T3D3590","inhalation"
"3048","T3D3590","parenteral"
"3049","T3D3591","oral"
"3050","T3D3591","dermal"
"3051","T3D3591","inhalation"
"3052","T3D3591","parenteral"
"3053","T3D3592","oral"
"3054","T3D3592","dermal"
"3055","T3D3592","inhalation"
"3056","T3D3592","parenteral"
"3057","T3D3596","oral"
"3058","T3D3597","oral"
"3059","T3D3597","dermal"
"3060","T3D3597","inhalation"
"3061","T3D3597","parenteral"
"3062","T3D3598","oral"
"3063","T3D3598","dermal"
"3064","T3D3598","inhalation"
"3065","T3D3598","parenteral"
"3066","T3D3599","oral"
"3067","T3D3600","oral"
"3068","T3D3601","oral"
"3069","T3D3602","oral"
"3070","T3D3603","oral"
"3071","T3D3603","dermal"
"3072","T3D3603","inhalation"
"3073","T3D3603","parenteral"
"3074","T3D3604","oral"
"3075","T3D3604","dermal"
"3076","T3D3604","inhalation"
"3077","T3D3604","parenteral"
"3078","T3D3605","oral"
"3079","T3D3605","dermal"
"3080","T3D3605","inhalation"
"3081","T3D3605","parenteral"
"3082","T3D3606","oral"
"3083","T3D3606","dermal"
"3084","T3D3606","inhalation"
"3085","T3D3606","parenteral"
"3086","T3D3607","oral"
"3087","T3D3607","dermal"
"3088","T3D3607","inhalation"
"3089","T3D3607","parenteral"
"3090","T3D3608","oral"
"3091","T3D3609","oral"
"3092","T3D3610","oral"
"3093","T3D3611","oral"
"3094","T3D3613","oral"
"3095","T3D3614","oral"
"3096","T3D3615","oral"
"3097","T3D3616","oral"
"3098","T3D3619","oral"
"3099","T3D3620","oral"
"3100","T3D3621","oral"
"3101","T3D3622","oral"
"3102","T3D3623","oral"
"3103","T3D3624","oral"
"3104","T3D3625","oral"
"3105","T3D3626","oral"
"3106","T3D3627","oral"
"3107","T3D3628","oral"
"3108","T3D3629","oral"
"3109","T3D3630","oral"
"3110","T3D3633","oral"
"3111","T3D3636","oral"
"3112","T3D3637","oral"
"3113","T3D3638","oral"
"3114","T3D3639","oral"
"3115","T3D3640","oral"
"3116","T3D3641","oral"
"3117","T3D3642","oral"
"3118","T3D3643","oral"
"3119","T3D3644","oral"
"3120","T3D3645","oral"
"3121","T3D3646","oral"
"3122","T3D3647","oral"
"3123","T3D3648","oral"
"3124","T3D3649","oral"
"3125","T3D3650","oral"
"3126","T3D3651","oral"
"3127","T3D3652","oral"
"3128","T3D3653","oral"
"3129","T3D3654","oral"
"3130","T3D3655","oral"
"3131","T3D3656","oral"
"3132","T3D3657","oral"
"3133","T3D3658","oral"
"3134","T3D3659","inhalation"
"3135","T3D3660","oral"
"3136","T3D3661","oral"
"3137","T3D3661","dermal"
"3138","T3D3661","inhalation"
"3139","T3D3661","parenteral"
"3140","T3D3662","oral"
"3141","T3D3662","dermal"
"3142","T3D3662","inhalation"
"3143","T3D3662","parenteral"
"3144","T3D3663","oral"
"3145","T3D3663","dermal"
"3146","T3D3663","inhalation"
"3147","T3D3663","parenteral"
"3148","T3D3664","oral"
"3149","T3D3664","dermal"
"3150","T3D3664","inhalation"
"3151","T3D3664","parenteral"
"3152","T3D3665","oral"
"3153","T3D3665","dermal"
"3154","T3D3665","inhalation"
"3155","T3D3665","parenteral"
"3156","T3D3666","oral"
"3157","T3D3666","dermal"
"3158","T3D3666","inhalation"
"3159","T3D3666","parenteral"
"3160","T3D3667","oral"
"3161","T3D3667","dermal"
"3162","T3D3667","inhalation"
"3163","T3D3667","parenteral"
"3164","T3D3668","oral"
"3165","T3D3668","dermal"
"3166","T3D3668","inhalation"
"3167","T3D3668","parenteral"
"3168","T3D3669","oral"
"3169","T3D3669","dermal"
"3170","T3D3669","inhalation"
"3171","T3D3669","parenteral"
"3172","T3D3670","oral"
"3173","T3D3670","dermal"
"3174","T3D3670","inhalation"
"3175","T3D3670","parenteral"
"3176","T3D3671","oral"
"3177","T3D3671","dermal"
"3178","T3D3671","inhalation"
"3179","T3D3671","parenteral"
"3180","T3D3672","oral"
"3181","T3D3672","dermal"
"3182","T3D3672","inhalation"
"3183","T3D3672","parenteral"
"3184","T3D3673","oral"
"3185","T3D3673","dermal"
"3186","T3D3673","inhalation"
"3187","T3D3673","parenteral"
"3188","T3D3674","oral"
"3189","T3D3674","dermal"
"3190","T3D3674","inhalation"
"3191","T3D3674","parenteral"
"3192","T3D3675","oral"
"3193","T3D3675","dermal"
"3194","T3D3675","inhalation"
"3195","T3D3675","parenteral"
"3196","T3D3676","oral"
"3197","T3D3676","dermal"
"3198","T3D3676","inhalation"
"3199","T3D3676","parenteral"
"3200","T3D3677","oral"
"3201","T3D3677","dermal"
"3202","T3D3677","inhalation"
"3203","T3D3677","parenteral"
"3204","T3D3678","oral"
"3205","T3D3678","dermal"
"3206","T3D3678","inhalation"
"3207","T3D3678","parenteral"
"3208","T3D3679","oral"
"3209","T3D3679","dermal"
"3210","T3D3679","inhalation"
"3211","T3D3679","parenteral"
"3212","T3D3680","oral"
"3213","T3D3680","dermal"
"3214","T3D3680","inhalation"
"3215","T3D3680","parenteral"
"3216","T3D3681","oral"
"3217","T3D3681","dermal"
"3218","T3D3681","inhalation"
"3219","T3D3681","parenteral"
"3220","T3D3682","oral"
"3221","T3D3682","dermal"
"3222","T3D3682","inhalation"
"3223","T3D3682","parenteral"
"3224","T3D3683","oral"
"3225","T3D3683","dermal"
"3226","T3D3683","inhalation"
"3227","T3D3683","parenteral"
"3228","T3D3684","oral"
"3229","T3D3684","dermal"
"3230","T3D3684","inhalation"
"3231","T3D3684","parenteral"
"3232","T3D3685","oral"
"3233","T3D3685","dermal"
"3234","T3D3685","inhalation"
"3235","T3D3685","parenteralabsorptionisrapidcompleteafteroralorintramuscularadministration"
"3236","T3D3686","ingestionadministration"
"3237","T3D3687","oral"
"3238","T3D3687","dermal"
"3239","T3D3687","inhalation"
"3240","T3D3687","parenteral"
"3241","T3D3688","oral"
"3242","T3D3688","dermal"
"3243","T3D3688","inhalation"
"3244","T3D3688","parenteral"
"3245","T3D3689","oral"
"3246","T3D3689","dermal"
"3247","T3D3689","inhalation"
"3248","T3D3689","parenteral"
"3249","T3D3690","oral"
"3250","T3D3690","dermal"
"3251","T3D3690","inhalation"
"3252","T3D3690","parenteral"
"3253","T3D3691","oral"
"3254","T3D3691","dermal"
"3255","T3D3691","inhalation"
"3256","T3D3691","parenteral"
"3257","T3D3692","oral"
"3258","T3D3692","dermal"
"3259","T3D3692","inhalation"
"3260","T3D3692","parenteral"
"3261","T3D3693","oral"
"3262","T3D3693","dermal"
"3263","T3D3693","inhalation"
"3264","T3D3693","parenteral"
"3265","T3D3694","oral"
"3266","T3D3694","dermal"
"3267","T3D3694","inhalation"
"3268","T3D3694","parenteral"
"3269","T3D3695","oral"
"3270","T3D3695","dermal"
"3271","T3D3695","inhalation"
"3272","T3D3695","parenteral"
"3273","T3D3696","oral"
"3274","T3D3696","dermal"
"3275","T3D3696","inhalation"
"3276","T3D3696","parenteral"
"3277","T3D3697","oral"
"3278","T3D3697","dermal"
"3279","T3D3697","inhalation"
"3280","T3D3697","parenteral"
"3281","T3D3698","oral"
"3282","T3D3698","dermal"
"3283","T3D3698","inhalation"
"3284","T3D3698","parenteral"
"3285","T3D3699","oral"
"3286","T3D3699","dermal"
"3287","T3D3699","inhalation"
"3288","T3D3699","parenteral"
"3289","T3D3700","oral"
"3290","T3D3700","dermal"
"3291","T3D3700","inhalation"
"3292","T3D3700","parenteral"
"3293","T3D3701","oral"
"3294","T3D3701","dermal"
"3295","T3D3701","inhalation"
"3296","T3D3701","parenteral"
"3297","T3D3702","oral"
"3298","T3D3702","dermal"
"3299","T3D3702","inhalation"
"3300","T3D3702","parenteral"
"3301","T3D3703","oral"
"3302","T3D3703","dermal"
"3303","T3D3703","inhalation"
"3304","T3D3703","parenteral"
"3305","T3D3704","oral"
"3306","T3D3704","dermal"
"3307","T3D3704","inhalation"
"3308","T3D3704","parenteral"
"3309","T3D3705","oral"
"3310","T3D3705","dermal"
"3311","T3D3705","inhalation"
"3312","T3D3705","parenteral"
"3313","T3D3706","oral"
"3314","T3D3706","dermal"
"3315","T3D3706","inhalation"
"3316","T3D3706","parenteral"
"3317","T3D3707","oral"
"3318","T3D3707","dermal"
"3319","T3D3707","inhalation"
"3320","T3D3707","parenteral"
"3321","T3D3708","oral"
"3322","T3D3708","dermal"
"3323","T3D3708","inhalation"
"3324","T3D3708","parenteral"
"3325","T3D3709","oral"
"3326","T3D3709","dermal"
"3327","T3D3709","inhalation"
"3328","T3D3709","parenteral"
"3329","T3D3710","oral"
"3330","T3D3710","dermal"
"3331","T3D3710","inhalation"
"3332","T3D3710","parenteral"
"3333","T3D3711","oral"
"3334","T3D3711","dermal"
"3335","T3D3711","inhalation"
"3336","T3D3711","parenteral"
"3337","T3D3712","oral"
"3338","T3D3712","dermal"
"3339","T3D3712","inhalation"
"3340","T3D3712","parenteral"
"3341","T3D3713","oral"
"3342","T3D3713","dermal"
"3343","T3D3713","inhalation"
"3344","T3D3713","parenteral"
"3345","T3D3714","oral"
"3346","T3D3714","dermal"
"3347","T3D3714","inhalation"
"3348","T3D3714","parenteral"
"3349","T3D3715","oral"
"3350","T3D3715","dermal"
"3351","T3D3715","inhalation"
"3352","T3D3715","parenteral"
"3353","T3D3716","oral"
"3354","T3D3716","dermal"
"3355","T3D3716","inhalation"
"3356","T3D3716","parenteral"
"3357","T3D3717","oral"
"3358","T3D3717","dermal"
"3359","T3D3717","inhalation"
"3360","T3D3717","parenteral"
"3361","T3D3718","oral"
"3362","T3D3718","dermal"
"3363","T3D3718","inhalation"
"3364","T3D3718","parenteral"
"3365","T3D3719","oral"
"3366","T3D3719","dermal"
"3367","T3D3719","inhalation"
"3368","T3D3719","parenteral"
"3369","T3D3720","oral"
"3370","T3D3720","dermal"
"3371","T3D3720","inhalation"
"3372","T3D3720","parenteral"
"3373","T3D3721","oral"
"3374","T3D3721","dermal"
"3375","T3D3721","inhalation"
"3376","T3D3721","parenteral"
"3377","T3D3722","oral"
"3378","T3D3722","dermal"
"3379","T3D3722","inhalation"
"3380","T3D3722","parenteral"
"3381","T3D3723","oral"
"3382","T3D3723","dermal"
"3383","T3D3723","inhalation"
"3384","T3D3723","parenteral"
"3385","T3D3724","oral"
"3386","T3D3724","dermal"
"3387","T3D3724","inhalation"
"3388","T3D3724","parenteral"
"3389","T3D3725","oral"
"3390","T3D3725","dermal"
"3391","T3D3725","inhalation"
"3392","T3D3725","parenteral"
"3393","T3D3726","oral"
"3394","T3D3726","dermal"
"3395","T3D3726","inhalation"
"3396","T3D3726","parenteral"
"3397","T3D3727","oral"
"3398","T3D3727","dermal"
"3399","T3D3727","inhalation"
"3400","T3D3727","parenteral"
"3401","T3D3728","oral"
"3402","T3D3728","dermal"
"3403","T3D3728","inhalation"
"3404","T3D3728","parenteral"
"3405","T3D3729","oral"
"3406","T3D3729","dermal"
"3407","T3D3729","inhalation"
"3408","T3D3729","parenteral"
"3409","T3D3730","oral"
"3410","T3D3730","dermal"
"3411","T3D3730","inhalation"
"3412","T3D3730","parenteral"
"3413","T3D3731","oral"
"3414","T3D3731","dermal"
"3415","T3D3731","inhalation"
"3416","T3D3731","parenteral"
"3417","T3D3732","oral"
"3418","T3D3732","dermal"
"3419","T3D3732","inhalation"
"3420","T3D3732","parenteral"
"3421","T3D3733","oral"
"3422","T3D3733","dermal"
"3423","T3D3733","inhalation"
"3424","T3D3733","parenteral"
"3425","T3D3734","oral"
"3426","T3D3734","dermal"
"3427","T3D3734","inhalation"
"3428","T3D3734","parenteral"
"3429","T3D3735","oral"
"3430","T3D3735","dermal"
"3431","T3D3735","inhalation"
"3432","T3D3735","parenteral"
"3433","T3D3736","oral"
"3434","T3D3736","dermal"
"3435","T3D3736","inhalation"
"3436","T3D3736","parenteral"
"3437","T3D3737","oral"
"3438","T3D3737","dermal"
"3439","T3D3737","inhalation"
"3440","T3D3737","parenteral"
"3441","T3D3738","oral"
"3442","T3D3738","dermal"
"3443","T3D3738","inhalation"
"3444","T3D3738","parenteral"
"3445","T3D3740","oral"
"3446","T3D3740","dermal"
"3447","T3D3740","inhalation"
"3448","T3D3740","parenteral"
"3449","T3D3741","oral"
"3450","T3D3741","dermal"
"3451","T3D3741","inhalation"
"3452","T3D3741","parenteral"
"3453","T3D3742","oral"
"3454","T3D3742","dermal"
"3455","T3D3742","inhalation"
"3456","T3D3742","parenteral"
"3457","T3D3743","oral"
"3458","T3D3743","dermal"
"3459","T3D3743","inhalation"
"3460","T3D3743","parenteral"
"3461","T3D3744","oral"
"3462","T3D3744","dermal"
"3463","T3D3744","inhalation"
"3464","T3D3744","parenteral"
"3465","T3D3745","oral"
"3466","T3D3745","dermal"
"3467","T3D3745","inhalation"
"3468","T3D3745","parenteral"
"3469","T3D3746","oral"
"3470","T3D3746","dermal"
"3471","T3D3746","inhalation"
"3472","T3D3746","parenteral"
"3473","T3D3747","oral"
"3474","T3D3747","dermal"
"3475","T3D3747","inhalation"
"3476","T3D3747","parenteral"
"3477","T3D3748","oral"
"3478","T3D3748","dermal"
"3479","T3D3748","inhalation"
"3480","T3D3748","parenteral"
"3481","T3D3749","oral"
"3482","T3D3749","dermal"
"3483","T3D3749","inhalation"
"3484","T3D3749","parenteral"
"3485","T3D3750","oral"
"3486","T3D3750","dermal"
"3487","T3D3750","inhalation"
"3488","T3D3750","parenteral"
"3489","T3D3751","oral"
"3490","T3D3751","dermal"
"3491","T3D3751","inhalation"
"3492","T3D3751","parenteral"
"3493","T3D3752","oral"
"3494","T3D3752","dermal"
"3495","T3D3752","inhalation"
"3496","T3D3752","parenteral"
"3497","T3D3753","oral"
"3498","T3D3753","dermal"
"3499","T3D3753","inhalation"
"3500","T3D3753","parenteral"
"3501","T3D3754","oral"
"3502","T3D3754","dermal"
"3503","T3D3754","inhalation"
"3504","T3D3754","parenteral"
"3505","T3D3755","oral"
"3506","T3D3755","dermal"
"3507","T3D3755","inhalation"
"3508","T3D3755","parenteral"
"3509","T3D3756","oral"
"3510","T3D3756","dermal"
"3511","T3D3756","inhalation"
"3512","T3D3756","parenteral"
"3513","T3D3757","oral"
"3514","T3D3757","dermal"
"3515","T3D3757","inhalation"
"3516","T3D3757","parenteral"
"3517","T3D3758","oral"
"3518","T3D3758","dermal"
"3519","T3D3758","inhalation"
"3520","T3D3758","parenteral"
"3521","T3D3759","oral"
"3522","T3D3759","dermal"
"3523","T3D3759","inhalation"
"3524","T3D3759","parenteral"
"3525","T3D3760","oral"
"3526","T3D3760","dermal"
"3527","T3D3760","inhalation"
"3528","T3D3760","parenteral"
"3529","T3D3762","oral"
"3530","T3D3762","dermal"
"3531","T3D3762","inhalation"
"3532","T3D3762","parenteral"
"3533","T3D3763","oral"
"3534","T3D3763","dermal"
"3535","T3D3763","inhalation"
"3536","T3D3763","parenteral"
"3537","T3D3764","oral"
"3538","T3D3764","dermal"
"3539","T3D3764","inhalation"
"3540","T3D3764","parenteral"
"3541","T3D3765","oral"
"3542","T3D3765","dermal"
"3543","T3D3765","inhalation"
"3544","T3D3765","parenteral"
"3545","T3D3766","oral"
"3546","T3D3766","dermal"
"3547","T3D3766","inhalation"
"3548","T3D3766","parenteral"
"3549","T3D3767","oral"
"3550","T3D3767","dermal"
"3551","T3D3767","inhalation"
"3552","T3D3767","parenteral"
"3553","T3D3768","oral"
"3554","T3D3768","dermal"
"3555","T3D3768","inhalation"
"3556","T3D3768","parenteral"
"3557","T3D3769","oral"
"3558","T3D3769","dermal"
"3559","T3D3769","inhalation"
"3560","T3D3769","parenteral"
"3561","T3D3770","oral"
"3562","T3D3770","dermal"
"3563","T3D3770","inhalation"
"3564","T3D3770","parenteral"
"3565","T3D3771","oral"
"3566","T3D3771","dermal"
"3567","T3D3771","inhalation"
"3568","T3D3771","parenteral"
"3569","T3D3773","oral"
"3570","T3D3773","dermal"
"3571","T3D3773","inhalation"
"3572","T3D3773","parenteral"
"3573","T3D3774","oral"
"3574","T3D3774","dermal"
"3575","T3D3774","inhalation"
"3576","T3D3774","parenteral"
"3577","T3D3775","oral"
"3578","T3D3775","dermal"
"3579","T3D3775","inhalation"
"3580","T3D3775","parenteral"
"3581","T3D3776","oral"
"3582","T3D3776","dermal"
"3583","T3D3776","inhalation"
"3584","T3D3776","parenteral"
"3585","T3D3777","oral"
"3586","T3D3777","dermal"
"3587","T3D3777","inhalation"
"3588","T3D3777","parenteral"
"3589","T3D3778","oral"
"3590","T3D3778","dermal"
"3591","T3D3778","inhalation"
"3592","T3D3778","parenteral"
"3593","T3D3779","oral"
"3594","T3D3779","dermal"
"3595","T3D3779","inhalation"
"3596","T3D3779","parenteral"
"3597","T3D3780","oral"
"3598","T3D3780","dermal"
"3599","T3D3780","inhalation"
"3600","T3D3780","parenteral"
"3601","T3D3781","oral"
"3602","T3D3781","dermal"
"3603","T3D3781","inhalation"
"3604","T3D3781","parenteral"
"3605","T3D3782","oral"
"3606","T3D3782","dermal"
"3607","T3D3782","inhalation"
"3608","T3D3782","parenteral"
"3609","T3D3943","dermal"
"3610","T3D3787",NA
"3611","T3D3788",NA
"3612","T3D3789",NA
"3613","T3D3790",NA
"3614","T3D3791",NA
"3615","T3D3792",NA
"3616","T3D3793","oraldermalintraperitoneal"
"3617","T3D3794",NA
"3618","T3D3795",NA
"3619","T3D3796",NA
"3620","T3D3797",NA
"3621","T3D3798",NA
"3622","T3D3799",NA
"3623","T3D3800",NA
"3624","T3D3801",NA
"3625","T3D3802",NA
"3626","T3D3803",NA
"3627","T3D3804",NA
"3628","T3D3805",NA
"3629","T3D3806",NA
"3630","T3D3807",NA
"3631","T3D3808",NA
"3632","T3D3809",NA
"3633","T3D3810",NA
"3634","T3D3811",NA
"3635","T3D3812",NA
"3636","T3D3813",NA
"3637","T3D3814",NA
"3638","T3D3815",NA
"3639","T3D3816",NA
"3640","T3D3817",NA
"3641","T3D3818",NA
"3642","T3D3819",NA
"3643","T3D3820",NA
"3644","T3D3821",NA
"3645","T3D3822",NA
"3646","T3D3823",NA
"3647","T3D3824",NA
"3648","T3D3825",NA
"3649","T3D3826",NA
"3650","T3D3827",NA
"3651","T3D3828",NA
"3652","T3D3829",NA
"3653","T3D3830",NA
"3654","T3D3831",NA
"3655","T3D3832",NA
"3656","T3D3833",NA
"3657","T3D3834",NA
"3658","T3D3835",NA
"3659","T3D3836",NA
"3660","T3D3837",NA
"3661","T3D3838",NA
"3662","T3D3839",NA
"3663","T3D3840",NA
"3664","T3D3841",NA
"3665","T3D3842","inhalationdermalcontact"
"3666","T3D3843",NA
"3667","T3D3844",NA
"3668","T3D3845",NA
"3669","T3D3846",NA
"3670","T3D3847",NA
"3671","T3D3848",NA
"3672","T3D3849",NA
"3673","T3D3850",NA
"3674","T3D3851",NA
"3675","T3D3852",NA
"3676","T3D3853",NA
"3677","T3D3855",NA
"3678","T3D3856",NA
"3679","T3D3857",NA
"3680","T3D3858","internal"
"3681","T3D3859",NA
"3682","T3D3860",NA
"3683","T3D3861",NA
"3684","T3D3862",NA
"3685","T3D3863",NA
"3686","T3D3864","ingestion"
"3687","T3D3865",NA
"3688","T3D3866",NA
"3689","T3D3867",NA
"3690","T3D3868",NA
"3691","T3D3869",NA
"3692","T3D3870","malathioninanacetonevehiclehasbeenreportedtobeabsorbedthroughnormalhumanskinonlytotheextentof8%oftheapplieddoseabsorptionmaybeincreasedwhenmalathionisappliedtodamagedskinmalathionisrapidlyeffectivelyabsorbedbypracticallyallroutesincludingthegastrointestinaltract"
"3693","T3D3870","skin"
"3694","T3D3870","mucousmembranes"
"3695","T3D3870","lungshowever"
"3696","T3D3870","itisreadilyexcretedintheurine"
"3697","T3D3870","doesnotaccumulateinorgansortissues"
"3698","T3D3871",NA
"3699","T3D3872",NA
"3700","T3D3873",NA
"3701","T3D3874",NA
"3702","T3D3875",NA
"3703","T3D3877",NA
"3704","T3D3878",NA
"3705","T3D3879",NA
"3706","T3D3880",NA
"3707","T3D3881",NA
"3708","T3D3882",NA
"3709","T3D3883",NA
"3710","T3D3884",NA
"3711","T3D3885",NA
"3712","T3D3886",NA
"3713","T3D3887",NA
"3714","T3D3888",NA
"3715","T3D3889",NA
"3716","T3D3890",NA
"3717","T3D3891","niclosamideappearstobeminimallyabsorbedfromthegastrointestinaltract-neitherthedrugnoritsmetaboliteshavebeenrecoveredfromthebloodorurine"
"3718","T3D3892",NA
"3719","T3D3893",NA
"3720","T3D3894","inhalation"
"3721","T3D3894","dermal"
"3722","T3D3895",NA
"3723","T3D3896",NA
"3724","T3D3897",NA
"3725","T3D3898",NA
"3726","T3D3899",NA
"3727","T3D3900","dermal"
"3728","T3D3900","ingestion"
"3729","T3D3901",NA
"3730","T3D3902",NA
"3731","T3D3903","oral"
"3732","T3D3904",NA
"3733","T3D3905",NA
"3734","T3D3906",NA
"3735","T3D3907",NA
"3736","T3D3908",NA
"3737","T3D3909",NA
"3738","T3D3910",NA
"3739","T3D3911",NA
"3740","T3D3912",NA
"3741","T3D3913",NA
"3742","T3D3914",NA
"3743","T3D3915",NA
"3744","T3D3916",NA
"3745","T3D3917",NA
"3746","T3D3918",NA
"3747","T3D3919",NA
"3748","T3D3920",NA
"3749","T3D3921",NA
"3750","T3D3922",NA
"3751","T3D3923",NA
"3752","T3D3924",NA
"3753","T3D3925",NA
"3754","T3D3926",NA
"3755","T3D3927",NA
"3756","T3D3928",NA
"3757","T3D3929",NA
"3758","T3D3930",NA
"3759","T3D3931","rapidlyabsorbedpeakplasmaconcentrationisreachedwithin1to2hoursaftertheoraladministrationofasuspensionsomesystemicabsorptionmayoccurfromtopicalpreparationsappliedtotheskin"
"3760","T3D3932",NA
"3761","T3D3933",NA
"3762","T3D3934",NA
"3763","T3D3935",NA
"3764","T3D3936",NA
"3765","T3D3937",NA
"3766","T3D3938",NA
